n,a_circ,a,x0,y0,N_sites,E0,Ekin0,lamA_sites,lamA_an
1.2,36.0,41.60290604533641,0.5,0.25,4068,-3.9954233719906957,0.004576628009304251,5.926205206959548,5.9313099000583085
1.2,36.0,41.60290604533641,0.5,0.5,4068,-3.995431714790892,0.004568285209107792,5.915402243322484,5.920497631003698
1.2,36.0,41.60290604533641,0.5,0.75,4068,-3.995423371990696,0.004576628009303807,5.926205206958972,5.931309900057733
1.2,36.0,41.60290604533641,0.75,0.0,4069,-3.995428711012228,0.0045712889877718155,5.920746876584799,5.924390528152272
1.2,36.0,41.60290604533641,0.75,0.25,4075,-3.995436577806784,0.004563422193216038,5.9192732756445645,5.914195162407984
1.2,36.0,41.60290604533641,0.75,0.5,4068,-3.995423371990696,0.004576628009303807,5.926205206958972,5.931309900057733
1.2,36.0,41.60290604533641,0.75,0.75,4075,-3.9954365778067844,0.004563422193215594,5.919273275643989,5.914195162407409
1.2,48.0,55.470541393781886,0.0,0.0,7257,-3.997425089168284,0.002574910831715904,5.947979246898957,5.932594556273442
1.2,48.0,55.470541393781886,0.0,0.25,7233,-3.997414707040793,0.002585292959206953,5.952211516848527,5.95651497801282
1.2,48.0,55.470541393781886,0.0,0.5,7230,-3.997414675826649,0.002585324173351111,5.949814579547711,5.95658689540096
1.2,48.0,55.470541393781886,0.0,0.75,7233,-3.997414707040792,0.002585292959207841,5.952211516850571,5.956514978014866
1.2,48.0,55.470541393781886,0.25,0.0,7233,-3.9974147070407926,0.002585292959207397,5.952211516849549,5.956514978013843
1.2,48.0,55.470541393781886,0.25,0.25,7238,-3.9974186385570305,0.0025813614429694987,5.94726821214831,5.947456764601725
1.2,48.0,55.470541393781886,0.25,0.5,7236,-3.997416334841115,0.0025836651588848625,5.950930993019815,5.952764526070723
1.2,48.0,55.470541393781886,0.25,0.75,7238,-3.997418638557031,0.0025813614429690546,5.947268212147286,5.947456764600702
1.2,48.0,55.470541393781886,0.5,0.0,7230,-3.997414675826648,0.0025853241733519994,5.949814579549755,5.956586895403007
1.2,48.0,55.470541393781886,0.5,0.25,7236,-3.997416334841116,0.0025836651588839743,5.95093099301777,5.952764526068677
1.2,48.0,55.470541393781886,0.5,0.5,7244,-3.997420956889348,0.002579043110651824,5.946852553342281,5.942115326941803
1.2,48.0,55.470541393781886,0.5,0.75,7236,-3.997416334841116,0.0025836651588839743,5.95093099301777,5.952764526068677
1.2,48.0,55.470541393781886,0.75,0.0,7233,-3.997414707040793,0.002585292959206953,5.952211516848527,5.95651497801282
1.2,48.0,55.470541393781886,0.75,0.25,7238,-3.997418638557031,0.0025813614429690546,5.947268212147286,5.947456764600702
1.2,48.0,55.470541393781886,0.75,0.5,7236,-3.997416334841116,0.0025836651588839743,5.95093099301777,5.952764526068677
1.2,48.0,55.470541393781886,0.75,0.75,7238,-3.99741863855703,0.0025813614429699427,5.947268212149332,5.947456764602747
2.0,24.0,23.999999999999996,0.0,0.0,1789,-3.9901676255934397,0.009832374406560263,5.599108399122549,5.663447658178711
2.0,24.0,23.999999999999996,0.0,0.25,1804,-3.9902378495414452,0.009762150458554775,5.605729758474386,5.62299866412755
2.0,24.0,23.999999999999996,0.0,0.5,1808,-3.990261452446165,0.009738547553835186,5.604575741929734,5.609403391009066
2.0,24.0,23.999999999999996,0.0,0.75,1804,-3.9902378495414452,0.009762150458554775,5.605729758474386,5.62299866412755
2.0,24.0,23.999999999999996,0.25,0.0,1804,-3.9902378495414452,0.009762150458554775,5.605729758474386,5.62299866412755
2.0,24.0,23.999999999999996,0.25,0.25,1808,-3.990256972879043,0.00974302712095687,5.60715375195492,5.611983621671158
2.0,24.0,23.999999999999996,0.25,0.5,1814,-3.99028931835413,0.009710681645870078,5.607084828607569,5.593352628021164
2.0,24.0,23.999999999999996,0.25,0.75,1808,-3.990256972879043,0.00974302712095687,5.60715375195492,5.611983621671158
2.0,24.0,23.999999999999996,0.5,0.0,1808,-3.9902614524461653,0.009738547553834742,5.604575741929478,5.6094033910088115
2.0,24.0,23.999999999999996,0.5,0.25,1814,-3.9902893183541304,0.009710681645869634,5.607084828607312,5.5933526280209085
2.0,24.0,23.999999999999996,0.5,0.5,1804,-3.9902346299318103,0.009765370068189672,5.607578558246284,5.62485315927725
2.0,24.0,23.999999999999996,0.5,0.75,1814,-3.9902893183541304,0.009710681645869634,5.607084828607312,5.5933526280209085
2.0,24.0,23.999999999999996,0.75,0.0,1804,-3.9902378495414452,0.009762150458554775,5.605729758474386,5.62299866412755
2.0,24.0,23.999999999999996,0.75,0.25,1808,-3.990256972879043,0.00974302712095687,5.60715375195492,5.611983621671158
2.0,24.0,23.999999999999996,0.75,0.5,1814,-3.9902893183541304,0.009710681645869634,5.607084828607312,5.5933526280209085
