preregistration_commit,rules_changed_after_execution,S_experiment_started_after_preregistration,protocol_branch,implementation_branch,n,alpha,repeat_index,seed,sample_index,aspect_ratio,a,feasible,S_Kwant,failure_mode,b,Q_Kwant,Ekin_Kwant,geometry_hash,repeat_best_S,S_random_best_of_5_primary,S_random_best_of_5_p75
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,9,20260611,4,0.7862733105327742,31.078035827510938,False,0.41769204734423204,ok,24.435830114953188,1.3025253181428584,0.010476175817657474,78a32e34e224197c81e0c6f3218afca8d432ae2a3affb4a64410572fb4072199,0.08137149173047956,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,9,20260611,5,0.7814235478872582,31.190616108329568,False,0.4211033132596728,ok,24.373081900160358,1.3003278605515707,0.010471488090488812,3545389f2b91d632d249c4f79e63d8e62ab7feb8ba0e3e9db2eade0d86e34a62,0.08137149173047956,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,10,20260612,1,0.7690703471566849,31.482362067816606,False,0.46768115448976116,ok,24.212151124808166,1.2764629730622121,0.010553714988689844,56c570ddbf173d7756ed27f43dda42235d9dd8d6ccfda264e8aaf667e3dbbcf8,0.02548646514194377,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,10,20260612,2,0.7890968217002555,31.012989401355707,False,0.40414446719800173,ok,24.472251368033497,1.3085949953529272,0.01044554978417267,810ef0ab8011aa4b5739bf9b75595527542290d9fd75ca647c0f48b5adfb8e0d,0.02548646514194377,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,10,20260612,3,0.7438275555347774,32.101835165584504,False,0.48831496192357915,ok,23.87822957939708,1.2671412791377443,0.010539780036162405,c5c7086a79d1d265cf3c395d0433cde365ed72a80b8716b06b53eb33b094ca62,0.02548646514194377,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,10,20260612,4,0.9822684874887804,27.279188408912315,True,0.02548646514194377,ok,26.79548713834377,1.5030387000763568,0.010643754785434556,1b2e8fd715c7c9db680cbe93d5bfd73484f70d09e40c8b73b5d0eabfb7175adb,0.02548646514194377,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,10,20260612,5,0.8414417658554685,29.869397522675538,False,0.30522964664587154,ok,25.13335859651906,1.3588029040944707,0.01048353188343043,04751eee7adee2592641ff1f4a190bec5e5b00e53eacca635c7203f149438970,0.02548646514194377,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,11,20260613,1,0.7427556584225101,32.128863086006945,False,0.48831496192357915,ok,23.86389485581377,1.2671412791377443,0.010539780036162405,c5c7086a79d1d265cf3c395d0433cde365ed72a80b8716b06b53eb33b094ca62,0.037927021136521764,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,11,20260613,2,0.980411940131935,27.309489003300072,True,0.037927021136521764,ok,26.774549097737168,1.4966517822431469,0.01061269580232116,937bc050ec1fe0bcc8d0a19a85d2063a00f53cbfc17f9ac9f91372cb7491ede0,0.037927021136521764,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,11,20260613,3,0.7574008404171024,31.764744718991228,False,0.4874098868438562,ok,24.058644345798673,1.2675031370959602,0.01053836731165303,01fd556d48dfc125715b283a792e320d70c5ad88a48734f76a12efaf72ee762c,0.037927021136521764,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,11,20260613,4,0.984834973149787,27.237449329247482,True,0.02548646514194377,ok,26.824392678838127,1.5030387000763568,0.010643754785434556,1b2e8fd715c7c9db680cbe93d5bfd73484f70d09e40c8b73b5d0eabfb7175adb,0.037927021136521764,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,11,20260613,5,0.854426356595353,29.602789982888563,False,0.2914202400801934,ok,25.293403990136888,1.3652683362424374,0.010530194778005875,d36097c7d5e08a8e68179331e9f787f2febb9c5e4fb779ce8e0f3a4f7c2fb336,0.037927021136521764,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,12,20260614,1,0.923508230221553,28.284341046876165,True,0.14164246533939773,ok,26.120821743183434,1.4416255895499077,0.010600995471975683,2909971a8d6bbddf4ecf5e9ebe1adf7a36efc50694e07936f53449703868a621,0.14164246533939773,0.10586030899443685,0.12070587187847989
7e28542fda40db288ad2613b49f17b1248f6f2ce,False,True,article-s-objective-preregistration,article-s-objective-implementation,1.2,0.95,12,20260614,2,0.731905599463951,32.405903055133116,False,0.5272877520220854,ok,23.718061901737883,1.244894831296603,0.010537882861313186,1b1b0c85e4c9427929b4d3fd28543956f341c2367722c52134e977b332d5d15b,0.14164246533939773,0.10586030899443685,0.12070587187847989
