n,a,aspect_ratio,N_sites,E0,E1,E2,E3,dE1,dE2,dE3,E_kin,scaled_E0,scaled_dE1,analytic_area,N_sites_over_area,R_eff,E_Bessel,bessel_relative_error,N_A,N_B,delta_N,imbalance_ratio
3.0,24.0,0.78,1577,-3.9884074692557188,-3.974561698252977,-3.9669343795342313,-3.9525367839882595,0.01384577100274198,0.007627318718745446,0.014397595545971864,0.011592530744281238,6.677297708705993,7.9751640975793805,1587.4309154564946,0.9934290586412732,nan,nan,nan,787,790,-3,0.0019023462270133164
4.0,24.0,0.78,1645,-3.9886995838566044,-3.9754298677996274,-3.9677947475913693,-3.9537035827648563,0.013269716056977021,0.007635120208258073,0.014091164826512959,0.011300416143395609,6.5090396985958705,7.643356448818764,1665.9973420359213,0.9873965332920269,nan,nan,nan,823,822,1,0.0006079027355623101
1.2,24.0,0.83,1127,-3.9835555589355227,-3.961446520959104,-3.956047512635006,-3.9354402869865073,0.022109037976418833,0.005399008324098009,0.020607225648498595,0.01644444106447729,9.471998053138918,12.734805874417248,1124.625985347324,1.0021109370436099,nan,nan,nan,563,564,-1,0.0008873114463176575
2.0,24.0,0.83,1499,-3.988110142896172,-3.972565372378024,-3.967165826247009,-3.9499144302741978,0.015544770518148177,0.005399546131014787,0.017251395972811334,0.01188985710382795,6.848557691804899,8.95378781845335,1501.9326158282083,0.9980474384820579,nan,nan,nan,751,748,3,0.0020013342228152103
3.0,24.0,0.83,1667,-3.989138567125342,-3.97538258635213,-3.9698146557635123,-3.9539030550495453,0.013755980773211718,0.00556793058861782,0.015911600713967022,0.010861432874658128,6.256185335803082,7.9234449253699495,1689.1893074729367,0.9868639308958613,nan,nan,nan,839,828,11,0.0065986802639472104
4.0,24.0,0.83,1739,-3.9894026171992496,-3.976205369845755,-3.970574714955671,-3.9564095406007316,0.013197247353494479,0.005630654890083964,0.01416517435493958,0.010597382800750399,6.10409249323223,7.60161447561282,1772.7920434484802,0.9809385181000999,nan,nan,nan,875,864,11,0.0063254744105807935
1.2,24.0,0.89,1203,-3.984734610564635,-3.9632489517206517,-3.9600429105988773,-3.9381556173829715,0.021485658843983124,0.003206041121774472,0.021887293215905768,0.015265389435365151,8.792864314770327,12.37573949413428,1205.9242493483357,0.9975750969848098,nan,nan,nan,593,610,-17,0.014131338320864505
2.0,24.0,0.89,1611,-3.9890133559472036,-3.973664775824332,-3.9706249847811663,-3.9519537474249185,0.015348580122871436,0.0030397910431658737,0.01867123735624787,0.010986644052796368,6.328306974410708,8.840782150773947,1610.5060579362716,1.0003066999104377,nan,nan,nan,805,806,-1,0.0006207324643078833
3.0,24.0,0.89,1803,-3.990079610038998,-3.9762857259729882,-3.9735722877239184,-3.9573308894004153,0.013793884066009898,0.0027134382490698883,0.01624139832350302,0.009920389961001863,5.714144617537073,7.945277222021701,1811.2993778926673,0.9954179977126018,nan,nan,nan,897,906,-9,0.004991680532445923
4.0,24.0,0.89,1895,-3.9904146059606647,-3.9771498167002264,-3.974625762820355,-3.960166354957433,0.013264789260438281,0.002524053879871424,0.014459407862922102,0.009585394039335338,5.5211869666571545,7.64051861401245,1900.9456851435511,0.9968722488022576,nan,nan,nan,949,946,3,0.0015831134564643799
1.2,24.0,0.94,1277,-3.985681282375892,-3.964866973324475,-3.963086930220024,-3.940801595464156,0.020814309051417013,0.0017800431044512344,0.02228533475586758,0.014318717624107968,8.24758135148619,11.9890420136162,1273.672802682512,1.0026122857538298,nan,nan,nan,639,638,1,0.0007830853563038371
2.0,24.0,0.94,1693,-3.9895892208926074,-3.974308063515819,-3.972890215732006,-3.953353384835495,0.015281157376788368,0.001417847783812931,0.019536830896511148,0.010410779107392631,5.996608765858156,8.8019466490301,1700.9839263596577,0.9953062893564524,nan,nan,nan,847,846,1,0.0005906674542232723
3.0,24.0,0.94,1901,-3.9906184091896244,-3.9769179400374624,-3.975679394021738,-3.9598050310715562,0.013700469152162054,0.0012385460157244843,0.01587436295018163,0.009381590810375595,5.403796306776343,7.891470231645343,1913.0577699091089,0.9936971219067359,nan,nan,nan,959,942,17,0.008942661756970016
4.0,24.0,0.94,1993,-3.990889849500738,-3.9776960817363958,-3.97649879599557,-3.9622977442456544,0.013193767764342113,0.00119728574082556,0.014201051749915816,0.009110150499262115,5.247446687574978,7.599610232261057,2007.74038655611,0.9926582208263518,nan,nan,nan,995,998,-3,0.0015052684395383843
1.2,24.0,1.0,1341,-3.9862921556839734,-3.9656091391499424,-3.9656091391498847,-3.9439695668496513,0.02068301653403104,5.773159728050814e-14,0.02163957230023339,0.013707844316026563,7.8957183260313,11.913417523601879,1354.9710666835233,0.9896890295098925,nan,nan,nan,685,656,29,0.02162565249813572
2.0,24.0,1.0,1793,-3.9901748927482936,-3.9750809329741164,-3.975080932974051,-3.9553051253303413,0.015093959774177268,6.52811138479592e-14,0.019775807643709786,0.009825107251706378,5.6592617769828735,8.694120829926106,1809.557368467721,0.9908500450130844,23.889948219440257,0.010132969623871228,0.03038224563898707,889,904,-15,0.008365867261572783
3.0,24.0,1.0,2005,-3.9910792442123655,-3.9774781132745822,-3.9774781132744996,-3.9620072551655467,0.013601130937783257,8.260059303211165e-14,0.015470858108952878,0.008920755787634516,5.138355333677481,7.834251420163156,2035.1678403288395,0.9851767310140057,nan,nan,nan,1005,1000,5,0.0024937655860349127
4.0,24.0,1.0,2105,-3.9913316374333894,-3.978236405942664,-3.978236405942526,-3.9644081740746833,0.013095231490725556,1.376676550535194e-13,0.013828231867842877,0.008668362566610632,4.992976838367724,7.54285333865792,2135.894028251181,0.9855357860256407,nan,nan,nan,1057,1048,9,0.004275534441805225
1.2,27.0,0.67,1155,-3.9832375762787633,-3.963457273446728,-3.9525521552318104,-3.940003140954666,0.019780302832035357,0.010905118214917575,0.012549014277144277,0.016762423721236708,12.219806892781559,14.419840764553776,1148.9731217017938,1.0052454475952226,nan,nan,nan,577,578,-1,0.0008658008658008658
2.0,27.0,0.67,1535,-3.9877394888925433,-3.9747243582650493,-3.963229550915138,-3.955928282417088,0.013015130627493932,0.011494807349911262,0.0073012684980500175,0.01226051110745674,8.937912597335963,9.488030227443076,1534.4480997928629,1.000359673427346,nan,nan,nan,773,762,11,0.0071661237785016286
