n,a,aspect_ratio,N_sites,E0,E1,E2,E3,dE1,dE2,dE3,E_kin,scaled_E0,scaled_dE1,analytic_area,N_sites_over_area,R_eff,E_Bessel,bessel_relative_error,N_A,N_B,delta_N,imbalance_ratio
1.2,30.0,1.0,2121,-3.991276458703612,-3.9780819616462577,-3.978081961646145,-3.9640806109968283,0.013194497057354315,1.127986593019159e-13,0.014001350649316624,0.008723541296387971,7.851187166749174,11.875047351618884,2117.142291693005,1.001822129916412,nan,nan,nan,1053,1068,-15,0.007072135785007072
2.0,30.0,1.0,2821,-3.9937139130332566,-3.984051474586413,-3.9840514745862974,-3.971468158315842,0.00966243844684378,1.1546319456101628e-13,0.012583316270455391,0.006286086966743376,5.6574782700690385,8.696194602159402,2827.433388230814,0.997724654360526,29.96585037879742,0.006440416354342825,0.023962641405222727,1425,1396,29,0.010280042538107055
3.0,30.0,1.0,3157,-3.9942938007331423,-3.985593435284859,-3.9855934352847298,-3.975743614346354,0.008700365448283343,1.2922996006636822e-13,0.009849820938375942,0.00570619926685767,5.135579340171903,7.830328903455008,3179.949750513812,0.9927829832813856,nan,nan,nan,1577,1580,-3,0.0009502692429521698
4.0,30.0,1.0,3293,-3.9944332659648354,-3.986010034487252,-3.9860100344871054,-3.9770462412736975,0.008423231477583393,1.4654943925052066e-13,0.0089637932134079,0.005566734035164611,5.01006063164815,7.5809083298250535,3337.334419142471,0.9867156198407403,nan,nan,nan,1649,1644,5,0.0015183723048891589
1.2,33.0,0.67,1723,-3.9887209045980057,-3.975409479068676,-3.9679761023826634,-3.9593853345178194,0.013311425529329846,0.007433376686012405,0.008590767864844029,0.011279095401994343,12.28293489277184,14.496142401440203,1716.3672558755195,1.0038644084485853,nan,nan,nan,859,864,-5,0.002901915264074289
2.0,33.0,0.67,2295,-3.9917465021375134,-3.98296830370728,-3.9752473808747455,-3.970368767263901,0.00877819843023353,0.007720922832534338,0.004878613610844518,0.008253497862486636,8.988059172247947,9.559458090524314,2292.200247838721,1.0012214256428593,nan,nan,nan,1139,1156,-17,0.007407407407407408
3.0,33.0,0.67,2579,-3.9925682171742047,-3.984990734949322,-3.9774630102069155,-3.9732158295592526,0.007577482224882637,0.007527724742406594,0.00424718064766294,0.007431782825795263,8.093211497291042,8.25187814289719,2577.9852627415476,1.0003936163922726,nan,nan,nan,1287,1292,-5,0.0019387359441644049
4.0,33.0,0.67,2707,-3.9928232346108223,-3.9856163485929326,-3.9782360060457296,-3.9741014800005448,0.007206886017889769,0.007380342547202989,0.004134526045184828,0.007176765389177664,7.815497508814476,7.8482988734819585,2705.577013598802,1.0005259456278812,nan,nan,nan,1359,1348,11,0.004063538973032878
1.2,33.0,0.72,1845,-3.9896443033695537,-3.9768125985306373,-3.9711988193394396,-3.9613843544438967,0.01283170483891638,0.005613779191197654,0.00981446489554294,0.010355696630446332,11.277353630556055,13.973726569579938,1844.454364522946,1.0002958248724116,nan,nan,nan,915,930,-15,0.008130081300813009
2.0,33.0,0.72,2457,-3.99245527876538,-3.98384340425782,-3.977931911504919,-3.971401281238656,0.008611874507560291,0.0059114927529009265,0.006530630266262882,0.0075447212346198,8.216201424500962,9.378331338733156,2463.259967826685,0.9974586653830906,nan,nan,nan,1231,1226,5,0.002035002035002035
3.0,33.0,0.72,2753,-3.9931510504589847,-3.985725962202696,-3.979696272297584,-3.973942057097461,0.0074250882562885145,0.00602968990511199,0.005754215200123092,0.006848949541015337,7.458506050165702,8.085921111098193,2770.372222647633,0.9937292821139282,nan,nan,nan,1375,1378,-3,0.0010897203051216855
4.0,33.0,0.72,2877,-3.993337202837669,-3.986269987447324,-3.980239311267603,-3.9746933295040634,0.007067215390344828,0.006030676179721084,0.005545981763539487,0.006662797162331202,7.255786109778679,7.696197560085517,2907.4857459569203,0.9895147393244101,nan,nan,nan,1431,1446,-15,0.005213764337851929
1.2,33.0,0.78,2001,-3.9905729120793847,-3.9783423907301363,-3.974296078257302,-3.9636432469201632,0.012230521349248402,0.00404631247283449,0.010652831337138569,0.009427087920615307,10.26609874555007,13.31903774933151,1998.1588948998583,1.0014218614482528,nan,nan,nan,1001,1000,1,0.0004997501249375312
2.0,33.0,0.78,2657,-3.993151271624748,-3.984703766820699,-3.980574615026015,-3.9724635347690866,0.0084475048040491,0.004129151794684205,0.008111080256928194,0.006848728375251856,7.4582652006492705,9.19933273160947,2668.5316318122427,0.9956786602509143,nan,nan,nan,1321,1336,-15,0.005645464809936018
3.0,33.0,0.78,2981,-3.9938061345092923,-3.9864320088820007,-3.982281005926294,-3.9747320459923072,0.007374125627291672,0.004151002955706584,0.007548959933986854,0.006193865490707662,6.745119519380644,8.030422808120631,3001.2365745349357,0.9932572544574992,nan,nan,nan,1493,1488,5,0.0016772895001677288
4.0,33.0,0.78,3129,-3.993988704019486,-3.9869661785928843,-3.9828206589360886,-3.9754432919602225,0.007022525426601867,0.00414551965679566,0.0073773669758661065,0.006011295980513864,6.546301322779598,7.647530189569433,3149.7762247866644,0.9934039044986215,nan,nan,nan,1561,1568,-7,0.0022371364653243847
1.2,33.0,0.83,2129,-3.9912054456829944,-3.979343534252067,-3.976475013225009,-3.9652517128489086,0.011861911430927297,0.0028685210270582573,0.011223300376100198,0.008794554317005598,9.577269651219098,12.917621548279826,2126.246003547285,1.0012952388614114,nan,nan,nan,1071,1058,13,0.0061061531235321745
2.0,33.0,0.83,2833,-3.993648607289549,-3.9853088540283057,-3.9824783128482832,-3.9733416206279393,0.008339753261243477,0.002830541180022461,0.009136692220343967,0.0063513927104508205,6.916666661680944,9.081991301494146,2839.591351800206,0.9976787674761626,nan,nan,nan,1427,1406,21,0.007412636780797741
3.0,33.0,0.83,3189,-3.9942879467673427,-3.9869323184350756,-3.9841930076561987,-3.975467668763073,0.007355628332267106,0.0027393107788769022,0.008725338893125656,0.0057120532326573326,6.220425970363835,8.010279253838878,3193.6235344410206,0.9985522606559104,nan,nan,nan,1591,1598,-7,0.0021950454687989967
4.0,33.0,0.83,3337,-3.994461666085252,-3.9873958964532603,-3.984726115883659,-3.976952400024534,0.007065769631991792,0.002669780569601432,0.007773715859124675,0.005538333914747895,6.031245633160458,7.694623129239061,3351.684957144783,0.9956186344084998,nan,nan,nan,1667,1670,-3,0.0008990110878034162
1.2,33.0,0.89,2289,-3.9918900125995527,-3.9805167863447957,-3.978720172453397,-3.967200919098258,0.011373226254757007,0.001796613891398735,0.011519253355138925,0.008109987400447327,8.831776279087139,12.385443391430382,2279.9505339241973,1.0039691501816168,nan,nan,nan,1141,1148,-7,0.0030581039755351682
2.0,33.0,0.89,3053,-3.994150939374616,-3.985998247385057,-3.9843265386993942,-3.9743645117387127,0.008152691989559369,0.0016717086856625762,0.009962026960681492,0.005849060625383817,6.369627021042977,8.878281576630153,3044.8630157857638,1.0026723646259457,nan,nan,nan,1521,1532,-11,0.0036030134294136916
3.0,33.0,0.89,3425,-3.9947237844779013,-3.987427182521215,-3.9859017915775725,-3.9773678271107804,0.007296601956686466,0.0015253909436423463,0.00853396446679211,0.005276215522098671,5.745798703565452,7.945999530831561,3424.4878863283243,1.000149544600149,nan,nan,nan,1709,1716,-7,0.0020437956204379564
4.0,33.0,0.89,3593,-3.994884176533162,-3.9878670333499033,-3.986391742149311,-3.978769632949249,0.007017143183258856,0.0014752912005921992,0.007622109200062344,0.00511582346683781,5.571131755386375,7.641668926568894,3593.975435974527,0.9997285913629895,nan,nan,nan,1797,1796,1,0.00027831895352073476
1.2,33.0,0.94,2397,-3.992258657489504,-3.980940889945858,-3.980157988360933,-3.96827400473392,0.011317767543645996,0.0007829015849249998,0.011883983627012817,0.007741342510496185,8.430321993930345,12.32504885503049,2408.037642571624,0.9954163330437656,nan,nan,nan,1187,1210,-23,0.009595327492699207
2.0,33.0,0.94,3209,-3.9944550322354013,-3.9863430528580284,-3.985519450110066,-3.975015813238943,0.008111979377372958,0.0008236027479622265,0.010503636871123323,0.005544967764598674,6.038469895647956,8.833945541959151,3215.922735773728,0.9978473563134089,nan,nan,nan,1603,1606,-3,0.0009348706762231225
3.0,33.0,0.94,3605,-3.994997415802679,-3.9877319514718406,-3.986984642510934,-3.978583237201488,0.0072654643308385225,0.0007473089609066896,0.008401405309445664,0.005002584197320914,5.447814190882475,7.9120906562831514,3616.8748462344097,0.996716821361189,nan,nan,nan,1803,1802,1,0.00027739251040221914
4.0,33.0,0.94,3781,-3.9951545532618193,-3.9881369548095678,-3.987471556213979,-3.9798352453824775,0.007017598452251583,0.0006653985955886732,0.007636310831501625,0.004845446738180659,5.276691497878737,7.642164714501974,3795.8841683326464,0.9960788665637328,nan,nan,nan,1887,1894,-7,0.0018513620735255223
1.2,33.0,1.0,2565,-3.992766083494375,-3.9818202008366583,-3.981820200836532,-3.9701782838200557,0.010945882657716677,1.2612133559741778e-13,0.011641917016476544,0.007233916505624993,7.877735074625617,11.920066214253461,2561.7421729485363,1.0012717232381407,nan,nan,nan,1289,1276,13,0.0050682261208577
2.0,33.0,1.0,3409,-3.9947880988072617,-3.986775217479412,-3.9867752174792823,-3.976276000623304,0.008012881327849719,1.2967404927621828e-13,0.010499216855978322,0.0052119011927382886,5.675760398891996,8.726027766028345,3421.1943997592853,0.9964356308544924,32.94113540849104,0.00532954371827548,0.02207365803826406,1709,1700,9,0.0026400704018773834
3.0,33.0,1.0,3821,-3.995276396253486,-3.9880709938763896,-3.9880709938762666,-3.9798911684332943,0.007205402377096437,1.2301271112846734e-13,0.008179825442972355,0.004723603746513927,5.144004479953667,7.8466831886580195,3847.7391981217124,0.9930506729419797,nan,nan,nan,1913,1908,5,0.0013085579691180318
4.0,33.0,1.0,3993,-3.995399506833086,-3.9884375439855844,-3.98843754398548,-3.981031138098021,0.006961962847501724,1.0436096431476471e-13,0.007406405887459222,0.00460049316691391,5.009937058769248,7.581577540929377,4038.1746471623896,0.9888131021786951,nan,nan,nan,1989,2004,-15,0.003756574004507889
1.2,36.0,0.67,2045,-3.9904552746891415,-3.979210246249388,-3.9728984255453708,-3.965777308306566,0.01124502843975339,0.006311820704017368,0.007121117238804597,0.009544725310858482,12.369964002872592,14.573556857920394,2042.6188830254116,1.0011657176942679,nan,nan,nan,1029,1016,13,0.006356968215158924
2.0,36.0,0.67,2725,-3.9930215821280965,-3.9856327737095962,-3.97903481743864,-3.9750313604856906,0.0073888084185003144,0.006597956270956384,0.004003456952949236,0.006978417871903453,9.044029561986875,9.575895710376408,2727.9077329650895,0.998934079430198,nan,nan,nan,1361,1364,-3,0.0011009174311926607
3.0,36.0,0.67,3073,-3.9937300427210025,-3.9873888983240002,-3.9809383700400085,-3.977508656927975,0.006341144397002285,0.00645052828399173,0.00342971311203355,0.0062699572789974845,8.12586463358074,8.218123138514962,3068.015519295726,1.001624659547165,nan,nan,nan,1537,1536,1,0.0003254149040026033
4.0,36.0,0.67,3217,-3.9939446050342986,-3.9878852705271948,-3.9816126468660817,-3.978186083440438,0.006059334507103831,0.00627262366111303,0.003426563425643625,0.0060553949657013995,7.847791875549014,7.852897521206565,3219.860247588656,0.9991116857972957,nan,nan,nan,1617,1600,17,0.0052844264843021444
1.2,36.0,0.72,2187,-3.9912445216293646,-3.9804628937684488,-3.975555324239611,-3.9674108958435923,0.010781627860915854,0.004907569528837641,0.00814442839601881,0.008755478370635394,11.347099968343471,13.972989707746947,2195.0531280273076,0.9963312377616368,nan,nan,nan,1101,1086,15,0.006858710562414266
2.0,36.0,0.72,2927,-3.99364026910838,-3.98643344371733,-3.9813425388335126,-3.975972305802822,0.00720682539105022,0.005090904883817249,0.005370233030690841,0.006359730891619897,8.242211235539386,9.340045706801085,2931.482936917708,0.998470761381125,nan,nan,nan,1465,1462,3,0.0010249402118209772
3.0,36.0,0.72,3275,-3.9942137747195186,-3.98799827279869,-3.9827984676194137,-3.978085023381584,0.006215501920828537,0.005199805179276318,0.0047134442378298225,0.00578622528048145,7.498947963503959,8.055290489393784,3296.97190133272,0.9933357329118158,nan,nan,nan,1637,1638,-1,0.0003053435114503817
4.0,36.0,0.72,3419,-3.9943576131814447,-3.988433020916505,-3.9832127021141592,-3.9787108707254517,0.005924592264939577,0.005220318802345858,0.004501831388707522,0.005642386818555334,7.312533316847713,7.678271575361691,3460.1483257669133,0.9881079300963801,nan,nan,nan,1709,1710,-1,0.0002924831822170225
1.2,36.0,0.78,2377,-3.9920332236261946,-3.981749371342291,-3.9782402294712473,-3.9694302380191675,0.010283852283903716,0.003509141871043564,0.008809991452079835,0.007966776373805384,10.324942180451778,13.327872559939216,2377.974222029584,0.9995903143017453,nan,nan,nan,1189,1188,1,0.00042069835927639884
2.0,36.0,0.78,3169,-3.9942385177884603,-3.987145867783144,-3.983641943000957,-3.9768729205559636,0.007092650005316337,0.0035039247821870845,0.006769022444993222,0.005761482211539715,7.46688094615547,9.192074406889972,3175.7731816608507,0.9978672338125519,nan,nan,nan,1581,1588,-7,0.002208898706216472
3.0,36.0,0.78,3569,-3.9948220899223887,-3.9885945078967353,-3.985230776692209,-3.978812008662793,0.006227582025653433,0.0033637312045264878,0.006418768029415656,0.0051779100776112585,6.710571460584191,8.07094630524685,3571.719559777114,0.9992385852999939,nan,nan,nan,1785,1784,1,0.0002801905295601009
4.0,36.0,0.78,3741,-3.994991930167461,-3.989013236036361,-3.9857598492852557,-3.979376042764209,0.005978694131099971,0.003253386751105314,0.006383806521046864,0.005008069832538986,6.490458502970526,7.748387593905562,3748.4940195808235,0.9980007919069158,nan,nan,nan,1865,1876,-11,0.0029403902699812884
1.2,36.0,0.83,2531,-3.992601223055095,-3.9825619367016496,-3.9802504164061947,-3.970612775102579,0.01003928635344531,0.002311520295454894,0.009637641303615663,0.007398776944905094,9.588814920597002,13.01091511406512,2530.40846703148,1.0002337697554473,nan,nan,nan,1257,1274,-17,0.006716712761754247
2.0,36.0,0.83,3359,-3.9946321664817046,-3.987607821730359,-3.9851643204440252,-3.9774484804056756,0.0070243447513456125,0.002443501286333749,0.007715840038349686,0.005367833518295395,6.956712239710832,9.103550797743914,3379.3483856134694,0.9939786067337429,nan,nan,nan,1685,1674,11,0.003274784161952962
3.0,36.0,0.83,3779,-3.995149370047903,-3.989001673844195,-3.9865010586451524,-3.97934587857556,0.00614769620370792,0.002500615199042766,0.007155180069592149,0.004850629952096952,6.28641641791765,7.967414280005464,3800.6759418141082,0.9942968192642696,nan,nan,nan,1893,1886,7,0.0018523418893887271
4.0,36.0,0.83,3955,-3.9952794824900226,-3.9893942375615548,-3.98687755312299,-3.9805311122494804,0.00588524492846787,0.002516684438564898,0.00634644087350944,0.004720517509977373,6.117790692930676,7.627277427294359,3988.7820977590814,0.9915307236817824,nan,nan,nan,1977,1978,-1,0.00025284450063211124
1.2,36.0,0.89,2717,-3.993153963536599,-3.9835165214423,-3.9820620408013294,-3.97222870933501,0.009637442094299065,0.0014544806409704236,0.009833331466319262,0.006846036463401095,8.87246325656782,12.490124954211588,2713.3295610337555,1.0013527435144465,nan,nan,nan,1369,1348,21,0.007729112992270887
2.0,36.0,0.89,3621,-3.995058356401462,-3.9881672209271306,-3.9867586021803074,-3.978290676074309,0.006891135474331289,0.001408618746823187,0.008467926105998558,0.0049416435985381035,6.404370103705382,8.93091157473335,3623.6386303566114,0.9992718285056058,nan,nan,nan,1813,1808,5,0.0013808340237503453
3.0,36.0,0.89,4061,-3.9955357977717623,-3.9893888043739043,-3.9880432789128566,-3.980848501082191,0.006146993397857958,0.001345525461047714,0.0071947778306657995,0.004464202228237735,5.785606087796104,7.966503443623914,4075.423600258501,0.9964608340940102,nan,nan,nan,2029,2032,-3,0.0007387343018960847
4.0,36.0,0.89,4265,-3.995684450702242,-3.9897618271300024,-3.9885062773104116,-3.9820021806602317,0.005922623572239605,0.001255549819590751,0.006504096650179925,0.0043155492977580145,5.592951889894387,7.675720149622528,4277.127791572991,0.9971645010006749,nan,nan,nan,2133,2132,1,0.00023446658851113716
1.2,36.0,0.94,2871,-3.993556332847504,-3.984167751967429,-3.9834128255818912,-3.9734335573606905,0.009388580880075104,0.0007549263855377575,0.009979268221200766,0.006443667152495891,8.350992629634675,12.167600820577334,2865.763806035651,1.0018271547548059,nan,nan,nan,1433,1438,-5,0.0017415534656913968
2.0,36.0,0.94,3823,-3.9953400383425604,-3.9885392077520905,-3.9878122534834413,-3.9789910287921955,0.006800830590469875,0.0007269542686492159,0.0088212246912458,0.0046599616574396485,6.0393103080417845,8.813876445248958,3827.2138343092292,0.9988989812193262,nan,nan,nan,1909,1914,-5,0.0013078733978550876
3.0,36.0,0.94,4287,-3.995781722251174,-3.989690707291026,-3.988998721931093,-3.9820143963656185,0.006091014960147856,0.0006919853599329784,0.0069843255654746805,0.004218277748825994,5.466887962478488,7.893955388351621,4304.379982295495,0.9959622564998951,nan,nan,nan,2141,2146,-5,0.001166316771635176
4.0,36.0,0.94,4479,-3.995893082740079,-3.990020948127806,-3.989328065868745,-3.9830354559189862,0.005872134612272983,0.0006928822590608341,0.006292609949758887,0.004106917259921072,5.32256476885771,7.6102864575057865,4517.415869751248,0.9914960519777509,nan,nan,nan,2245,2234,11,0.002455905336012503
1.2,36.0,1.0,3057,-3.9939391931343904,-3.984751689470276,-3.9847516894701447,-3.9748577249120487,0.00918750366411425,1.3145040611561853e-13,0.009893964558095991,0.006060806865609614,7.854805697830059,11.907004748692067,3048.6849000379275,1.0027274383003535,nan,nan,nan,1537,1520,17,0.005561007523716062
2.0,36.0,1.0,4053,-3.9956082820275536,-3.988855439469453,-3.9888554394693374,-3.980004575884345,0.006752842558100713,1.1546319456101628e-13,0.008850863584992208,0.004391717972446418,5.691666492290558,8.751683955298525,4071.5040790523726,0.995455222764586,35.91810085044731,0.004482707756131534,0.020297951290859415,2029,2024,5,0.001233654083395016
3.0,36.0,1.0,4553,-3.9960281947457177,-3.9899680672531335,-3.9899680672530184,-3.9830795595636186,0.006060127492584222,1.1501910535116622e-13,0.006888507689399859,0.003971805254282312,5.147459609549877,7.853925230389152,4579.127640739889,0.9942941881533428,nan,nan,nan,2281,2272,9,0.001976718647045904
4.0,36.0,1.0,4761,-3.996132993965974,-3.990280325844537,-3.9902803258443957,-3.984054171545088,0.0058526681214372545,1.412203687323199e-13,0.00622615429930784,0.0038670060340257884,5.011639820097422,7.585057885382682,4805.761563565158,0.9906858542661546,nan,nan,nan,2385,2376,9,0.001890359168241966
