n,target,protocol,model,feature_set,seed,left_out_group,mae,rmse,max_abs_error,n_iter,max_iter,converged
1.2,dE1,LOARO,mlp,physics_informed,9,0.67,0.00015543488870416595,0.0003252355128842126,0.0007266039581457148,96.0,5000.0,True
1.2,dE1,LOARO,mlp,physics_informed,9,0.72,0.0001383791785782438,0.00021941500653232762,0.0004734382902725834,68.0,5000.0,True
1.2,dE1,LOARO,mlp,physics_informed,9,0.78,0.00015667330403412865,0.0001926761795398684,0.000283790086422292,166.0,5000.0,True
1.2,dE1,LOARO,mlp,physics_informed,9,0.83,9.694367663817851e-05,0.00013851678608443118,0.00028456299588457135,84.0,5000.0,True
1.2,dE1,LOARO,mlp,physics_informed,9,0.89,0.00011735090058869919,0.00016765081821580973,0.000346376456567387,95.0,5000.0,True
1.2,dE1,LOARO,mlp,physics_informed,9,0.94,0.00012981570547685866,0.000149450806610999,0.0002489373130147403,77.0,5000.0,True
1.2,dE1,LOARO,mlp,physics_informed,9,1.0,0.0001647616278824142,0.00018280438410261734,0.0003063868315471181,68.0,5000.0,True
2.0,E0,LOAO,ridge,physics_informed,NaN,24.0,0.00029101788031825137,0.0004059033270808932,0.0009429184521678735,NaN,NaN,NaN
2.0,E0,LOAO,ridge,physics_informed,NaN,27.0,0.00014756748294659467,0.00020085284353047042,0.00045402303182573434,NaN,NaN,NaN
2.0,E0,LOAO,ridge,physics_informed,NaN,30.0,0.00010920444261548161,0.00012803109928262777,0.0001891704032006558,NaN,NaN,NaN
2.0,E0,LOAO,ridge,physics_informed,NaN,33.0,0.00014729339482474506,0.00016714764533383496,0.00031041909579476723,NaN,NaN,NaN
2.0,E0,LOAO,ridge,physics_informed,NaN,36.0,0.00020007128768246524,0.00022918638967029626,0.0003939842315365816,NaN,NaN,NaN
2.0,E0,LOAO,mlp,raw,0,24.0,0.0005988742481139374,0.0007094024717417208,0.0013874407579534953,50.0,5000.0,True
2.0,E0,LOAO,mlp,raw,0,27.0,0.00021052783573319696,0.00024072143872437055,0.00042397022283457986,57.0,5000.0,True
2.0,E0,LOAO,mlp,raw,0,30.0,4.528084562828637e-05,4.921111066762614e-05,6.916190896388841e-05,70.0,5000.0,True
2.0,E0,LOAO,mlp,raw,0,33.0,5.956786707717043e-05,6.467561020518856e-05,9.902914365911286e-05,61.0,5000.0,True
2.0,E0,LOAO,mlp,raw,0,36.0,0.0001287152022331206,0.00014189437327500148,0.00019957314646568136,57.0,5000.0,True
2.0,E0,LOAO,mlp,raw,1,24.0,0.0002984329414252228,0.0003550218196445472,0.000751248590610043,88.0,5000.0,True
2.0,E0,LOAO,mlp,raw,1,27.0,5.4506783113631284e-05,7.423745965938288e-05,0.00014109977582155153,78.0,5000.0,True
2.0,E0,LOAO,mlp,raw,1,30.0,4.5822465914050324e-05,5.351224393385927e-05,0.00010394641450561792,143.0,5000.0,True
2.0,E0,LOAO,mlp,raw,1,33.0,3.114656014771963e-05,4.074487154721704e-05,7.383379385172972e-05,76.0,5000.0,True
2.0,E0,LOAO,mlp,raw,1,36.0,8.892194518996175e-05,0.00011200625715077059,0.00021937968621088544,66.0,5000.0,True
2.0,E0,LOAO,mlp,raw,2,24.0,0.0004685685926765691,0.0005161488165559997,0.0009719208146754532,114.0,5000.0,True
2.0,E0,LOAO,mlp,raw,2,27.0,0.00013910601199678446,0.0001428980768791448,0.00018218793549484857,77.0,5000.0,True
2.0,E0,LOAO,mlp,raw,2,30.0,3.748617938605291e-05,4.605381735106726e-05,8.413177841326558e-05,126.0,5000.0,True
2.0,E0,LOAO,mlp,raw,2,33.0,2.7584922839845355e-05,3.160590668366911e-05,4.265549130666457e-05,72.0,5000.0,True
2.0,E0,LOAO,mlp,raw,2,36.0,7.126475257753942e-05,9.632995179503822e-05,0.00017559978448566937,76.0,5000.0,True
2.0,E0,LOAO,mlp,raw,3,24.0,0.0005786066133673781,0.0006006665807413317,0.0008670659784000279,80.0,5000.0,True
2.0,E0,LOAO,mlp,raw,3,27.0,0.00014466800928764862,0.00015168697570473632,0.00021812453836700385,87.0,5000.0,True
2.0,E0,LOAO,mlp,raw,3,30.0,5.1965451701338085e-05,6.464166780409946e-05,0.00012006676838716146,86.0,5000.0,True
2.0,E0,LOAO,mlp,raw,3,33.0,5.894478649746761e-05,6.289472189050848e-05,7.880752494981991e-05,71.0,5000.0,True
2.0,E0,LOAO,mlp,raw,3,36.0,5.003985446272452e-05,6.1004131677252036e-05,0.00011516867862138014,76.0,5000.0,True
2.0,E0,LOAO,mlp,raw,4,24.0,0.00043440093681722047,0.0005098723982575097,0.0010347764128715298,137.0,5000.0,True
2.0,E0,LOAO,mlp,raw,4,27.0,0.0003985760382583565,0.0004023753097840125,0.0004965087855963723,106.0,5000.0,True
2.0,E0,LOAO,mlp,raw,4,30.0,3.354069070488868e-05,4.0778553955956506e-05,7.464523372968657e-05,238.0,5000.0,True
2.0,E0,LOAO,mlp,raw,4,33.0,3.6182279416977335e-05,4.379166611942267e-05,8.876370697130653e-05,188.0,5000.0,True
2.0,E0,LOAO,mlp,raw,4,36.0,8.681471527533751e-05,0.00010352805278641515,0.00017361632137102845,87.0,5000.0,True
2.0,E0,LOAO,mlp,raw,5,24.0,0.0006084356081577091,0.0007132784411052006,0.0013483157152203162,93.0,5000.0,True
2.0,E0,LOAO,mlp,raw,5,27.0,7.377272620250659e-05,0.00010961023071362666,0.00022475630985496764,83.0,5000.0,True
2.0,E0,LOAO,mlp,raw,5,30.0,3.00422939640832e-05,3.805842192852268e-05,6.620968572912389e-05,75.0,5000.0,True
2.0,E0,LOAO,mlp,raw,5,33.0,5.7032094849355074e-05,6.223456872261428e-05,8.522311995484699e-05,88.0,5000.0,True
2.0,E0,LOAO,mlp,raw,5,36.0,9.865238035354298e-05,0.00011835056087267737,0.00020827553801350263,71.0,5000.0,True
2.0,E0,LOAO,mlp,raw,6,24.0,0.00044533422460668604,0.0004895674744254874,0.0008530143927987233,110.0,5000.0,True
2.0,E0,LOAO,mlp,raw,6,27.0,6.903248625286398e-05,7.799960710654486e-05,0.0001292851784637783,137.0,5000.0,True
2.0,E0,LOAO,mlp,raw,6,30.0,2.3596582556985523e-05,2.5189590343806228e-05,3.4787297096272596e-05,150.0,5000.0,True
2.0,E0,LOAO,mlp,raw,6,33.0,3.506570523440341e-05,4.082959219863264e-05,6.76177321734528e-05,104.0,5000.0,True
2.0,E0,LOAO,mlp,raw,6,36.0,6.83212066726137e-05,7.889770314956288e-05,0.00015248480227203487,75.0,5000.0,True
2.0,E0,LOAO,mlp,raw,7,24.0,0.0005385263119272692,0.0005438879407430987,0.0007175046033482957,128.0,5000.0,True
2.0,E0,LOAO,mlp,raw,7,27.0,0.00013106175594014755,0.00013591516281618487,0.00018057922915781788,130.0,5000.0,True
2.0,E0,LOAO,mlp,raw,7,30.0,6.859627318415004e-05,7.45148284607784e-05,0.00012158773708126347,147.0,5000.0,True
2.0,E0,LOAO,mlp,raw,7,33.0,4.1194338644499696e-05,4.8766869125839996e-05,8.439758750355963e-05,78.0,5000.0,True
2.0,E0,LOAO,mlp,raw,7,36.0,6.420889215170382e-05,6.860322995892336e-05,0.00011672111050486933,128.0,5000.0,True
2.0,E0,LOAO,mlp,raw,8,24.0,0.0003604233746540762,0.0004144948659524133,0.0008300479704193009,102.0,5000.0,True
2.0,E0,LOAO,mlp,raw,8,27.0,0.00010628831636783076,0.00011776055473672568,0.00017271806106000653,100.0,5000.0,True
2.0,E0,LOAO,mlp,raw,8,30.0,2.334409632258933e-05,3.0454804670751035e-05,5.2612805431007104e-05,299.0,5000.0,True
2.0,E0,LOAO,mlp,raw,8,33.0,4.651784050928904e-05,5.555552760893412e-05,9.806283106250646e-05,89.0,5000.0,True
2.0,E0,LOAO,mlp,raw,8,36.0,0.0002032458155860617,0.00020687839290922704,0.0002830635355453026,122.0,5000.0,True
2.0,E0,LOAO,mlp,raw,9,24.0,0.0004443468503714877,0.0005295141308179293,0.0010640890768303102,101.0,5000.0,True
2.0,E0,LOAO,mlp,raw,9,27.0,5.709577132754059e-05,7.738620335414802e-05,0.0001688390897442993,56.0,5000.0,True
2.0,E0,LOAO,mlp,raw,9,30.0,3.4286330399575195e-05,3.7064624585581886e-05,5.57769936784247e-05,102.0,5000.0,True
2.0,E0,LOAO,mlp,raw,9,33.0,5.833345296973087e-05,6.530178749781147e-05,0.00010656173524425938,56.0,5000.0,True
2.0,E0,LOAO,mlp,raw,9,36.0,8.162783909566278e-05,8.971563588238782e-05,0.00012614973397306883,60.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,0,24.0,0.00035511891868646373,0.0004301166696773961,0.000932437450515966,90.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,0,27.0,5.6790908461414246e-05,6.511364932657883e-05,0.00010139553228372122,89.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,0,30.0,3.405702230331796e-05,3.939784021737654e-05,6.327687750706801e-05,67.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,0,33.0,2.944957788881502e-05,3.779148564858982e-05,6.927927280475643e-05,84.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,0,36.0,9.82812303197887e-05,0.00010287728436788862,0.00013139355626146099,89.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,1,24.0,0.00038564135455919157,0.0005525959962268129,0.0011857747796244489,78.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,1,27.0,3.663273225105813e-05,4.099595348179971e-05,6.788465252549614e-05,78.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,1,30.0,2.9381896869296042e-05,3.416526915879524e-05,6.130635620982261e-05,56.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,1,33.0,3.4905812903535906e-05,4.5056221701881446e-05,9.135080893818426e-05,115.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,1,36.0,8.191495406796787e-05,9.947833137631996e-05,0.00016875311664810155,72.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,2,24.0,0.000478662999404657,0.0005549399794794039,0.0010881804797402417,89.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,2,27.0,4.671051053423929e-05,5.587800866088199e-05,9.105198340941811e-05,56.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,2,30.0,1.7668296058838606e-05,2.5099176308790553e-05,5.692391969613908e-05,45.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,2,33.0,3.363025987652384e-05,3.8806026835208976e-05,7.037296868839249e-05,52.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,2,36.0,0.00011372834836796488,0.000129858406789321,0.00019755912917096552,113.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,3,24.0,0.000459154347232728,0.0005220868643764484,0.001016468875462806,67.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,3,27.0,6.31174985987748e-05,6.937266963088918e-05,0.00011506105220560059,66.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,3,30.0,2.714353387941618e-05,3.7587277363844495e-05,6.960355015772635e-05,104.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,3,33.0,2.5299168414364255e-05,3.1136795439392435e-05,5.54074356222678e-05,89.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,3,36.0,5.518905725196025e-05,6.322983218848254e-05,9.111163243868958e-05,93.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,4,24.0,0.0003908779140263822,0.0004373338826806433,0.0007947894423026014,108.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,4,27.0,8.237520218796439e-05,0.00012894389995271737,0.00030077040895859497,220.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,4,30.0,2.577702749003866e-05,2.8788310343410092e-05,4.317623330196696e-05,221.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,4,33.0,3.758459448250611e-05,4.421706876707604e-05,7.402297287040227e-05,159.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,4,36.0,0.00030295454067091096,0.0003036766633547898,0.0003323124396148458,162.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,5,24.0,0.000362929184783375,0.00044193383015001143,0.0009646040985460402,40.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,5,27.0,3.9884033271788055e-05,4.630508144088284e-05,7.200982034749615e-05,176.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,5,30.0,2.230983898751252e-05,2.4972995987740952e-05,3.452279689497573e-05,133.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,5,33.0,2.0431715090410813e-05,2.46588098940309e-05,4.4264015597761386e-05,89.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,5,36.0,6.71012918729603e-05,8.59865679997175e-05,0.00014736592629382983,93.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,6,24.0,0.0002910446265280063,0.0003325525159836655,0.0006636083761941691,76.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,6,27.0,3.161645316973605e-05,3.659438360117208e-05,6.289846778662067e-05,127.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,6,30.0,2.7011433560795795e-05,3.4413693959830176e-05,5.757000569950321e-05,120.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,6,33.0,1.4197099969668972e-05,1.806630615290204e-05,3.844696350485677e-05,87.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,6,36.0,4.8684813087110766e-05,6.111981377740551e-05,0.00010639964873071506,121.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,7,24.0,0.0005358668578195415,0.0005699134963573278,0.0009235212140450422,126.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,7,27.0,5.358723156697768e-05,5.747089887702539e-05,8.81625886641757e-05,130.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,7,30.0,2.0020882155818193e-05,2.177169979754565e-05,3.454385014567407e-05,201.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,7,33.0,9.807992579943406e-06,1.1095525748014456e-05,1.8352723595960185e-05,112.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,7,36.0,0.0002325773858615448,0.00023318150168201278,0.00025361316969529923,125.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,8,24.0,0.000663868510406372,0.0007693441735595935,0.0013848345270273121,117.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,8,27.0,4.880331551377586e-05,6.57232056314396e-05,0.00012661616860665248,73.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,8,30.0,2.5677154989102646e-05,2.9824513704802245e-05,5.801986838172013e-05,152.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,8,33.0,1.4445140742669338e-05,1.6775741740396657e-05,2.527661961160277e-05,102.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,8,36.0,3.8619242448856284e-05,4.796624437886671e-05,8.397731611742287e-05,126.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,9,24.0,0.00031556952807327524,0.00041364884485111986,0.0009503196464537567,148.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,9,27.0,0.00011861623861201107,0.00014544985333072642,0.00026147966138756473,85.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,9,30.0,3.3411162797821904e-05,4.40527952633835e-05,9.156605554450081e-05,102.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,9,33.0,1.722602369946813e-05,2.070269558413225e-05,3.95798332304409e-05,148.0,5000.0,True
2.0,E0,LOAO,mlp,physics_informed,9,36.0,3.8047152139762475e-05,4.472191172870432e-05,7.891736309773023e-05,106.0,5000.0,True
2.0,E0,LOARO,ridge,physics_informed,NaN,0.67,0.0004875464802180929,0.0006451168470567851,0.001200419746400172,NaN,NaN,NaN
2.0,E0,LOARO,ridge,physics_informed,NaN,0.72,0.00014798263570856563,0.00017428012339800532,0.0002611016388129883,NaN,NaN,NaN
2.0,E0,LOARO,ridge,physics_informed,NaN,0.78,0.00015714601046266097,0.00016585710873341577,0.0002292199476174872,NaN,NaN,NaN
2.0,E0,LOARO,ridge,physics_informed,NaN,0.83,0.00016859749800746116,0.00017348113132422573,0.00022472357706071477,NaN,NaN,NaN
2.0,E0,LOARO,ridge,physics_informed,NaN,0.89,0.00012994396597472148,0.0001612625200729291,0.00029921035270641383,NaN,NaN,NaN
2.0,E0,LOARO,ridge,physics_informed,NaN,0.94,0.00011502661151467919,0.00013621211835403686,0.00022714385418609595,NaN,NaN,NaN
2.0,E0,LOARO,ridge,physics_informed,NaN,1.0,0.00031459626606933355,0.00036565976001277456,0.0005468797180503415,NaN,NaN,NaN
2.0,E0,LOARO,mlp,raw,0,0.67,0.00016763292903920757,0.0002617225459508236,0.0005647300720243997,35.0,5000.0,True
2.0,E0,LOARO,mlp,raw,0,0.72,5.465239130408861e-05,6.777686027097304e-05,0.0001250665606211676,51.0,5000.0,True
2.0,E0,LOARO,mlp,raw,0,0.78,3.7330833687487795e-05,5.2835585655004146e-05,0.00010946468953232369,69.0,5000.0,True
2.0,E0,LOARO,mlp,raw,0,0.83,3.2663497394302966e-05,3.981265799342648e-05,5.984329682506839e-05,85.0,5000.0,True
2.0,E0,LOARO,mlp,raw,0,0.89,4.661282108529008e-05,5.361387179230401e-05,8.299884665774471e-05,60.0,5000.0,True
2.0,E0,LOARO,mlp,raw,0,0.94,3.2789156076873384e-05,3.478388772364145e-05,4.7963729336686356e-05,78.0,5000.0,True
2.0,E0,LOARO,mlp,raw,0,1.0,0.00014689473655984386,0.00014768673261818715,0.00016232256976644877,47.0,5000.0,True
2.0,E0,LOARO,mlp,raw,1,0.67,0.00017633337220308577,0.00025955345561607827,0.000540008133119052,104.0,5000.0,True
2.0,E0,LOARO,mlp,raw,1,0.72,6.144210253182792e-05,7.7847775083056e-05,0.00014405723554355987,69.0,5000.0,True
2.0,E0,LOARO,mlp,raw,1,0.78,2.7526630095930927e-05,3.284538267067791e-05,5.891582233275017e-05,174.0,5000.0,True
2.0,E0,LOARO,mlp,raw,1,0.83,1.6378385567605846e-05,2.375263337141357e-05,4.8391712033524215e-05,112.0,5000.0,True
2.0,E0,LOARO,mlp,raw,1,0.89,4.610070215038675e-05,5.373709320393549e-05,7.920946520201255e-05,129.0,5000.0,True
2.0,E0,LOARO,mlp,raw,1,0.94,3.3534936085199976e-05,4.054403581781602e-05,6.029791826733799e-05,79.0,5000.0,True
2.0,E0,LOARO,mlp,raw,1,1.0,0.0001311340937885319,0.00014215040163871546,0.0002174001807326853,85.0,5000.0,True
2.0,E0,LOARO,mlp,raw,2,0.67,0.00015387792205006078,0.000205253247137689,0.00037801751480426304,72.0,5000.0,True
2.0,E0,LOARO,mlp,raw,2,0.72,4.9979813601463975e-05,6.907618701912725e-05,0.00014013586670857947,94.0,5000.0,True
2.0,E0,LOARO,mlp,raw,2,0.78,2.03771149712928e-05,2.4627248418113933e-05,3.792651295153604e-05,107.0,5000.0,True
2.0,E0,LOARO,mlp,raw,2,0.83,3.722339594904867e-05,4.429449819661556e-05,7.096253505300965e-05,99.0,5000.0,True
2.0,E0,LOARO,mlp,raw,2,0.89,3.05562774215673e-05,3.126879125539678e-05,4.3243289910233074e-05,106.0,5000.0,True
2.0,E0,LOARO,mlp,raw,2,0.94,2.2015337579261994e-05,2.8249659720703007e-05,4.66656076705263e-05,101.0,5000.0,True
2.0,E0,LOARO,mlp,raw,2,1.0,2.8643042297282762e-05,3.0302514209584535e-05,4.0859158953576724e-05,61.0,5000.0,True
2.0,E0,LOARO,mlp,raw,3,0.67,0.0001605977582738838,0.0002305771962641733,0.00048622372458240193,52.0,5000.0,True
2.0,E0,LOARO,mlp,raw,3,0.72,5.9326518264324334e-05,7.253812940979758e-05,0.0001246833368044875,53.0,5000.0,True
2.0,E0,LOARO,mlp,raw,3,0.78,2.9528047846127948e-05,3.2536627739515217e-05,4.286108779449904e-05,130.0,5000.0,True
2.0,E0,LOARO,mlp,raw,3,0.83,4.092262047263873e-05,4.25464003481845e-05,6.26632980846864e-05,101.0,5000.0,True
2.0,E0,LOARO,mlp,raw,3,0.89,2.5575718583947803e-05,3.602735075161497e-05,7.443432754694612e-05,47.0,5000.0,True
2.0,E0,LOARO,mlp,raw,3,0.94,2.0905803828874527e-05,2.3338513830937203e-05,3.072901141765172e-05,105.0,5000.0,True
2.0,E0,LOARO,mlp,raw,3,1.0,4.7274050639245504e-05,5.853266416525762e-05,0.00010131199984808603,63.0,5000.0,True
2.0,E0,LOARO,mlp,raw,4,0.67,0.00016019439463184072,0.0002445839138777107,0.0005190462671404994,106.0,5000.0,True
2.0,E0,LOARO,mlp,raw,4,0.72,4.3753957556535995e-05,6.238680234674146e-05,0.00011867145678801094,218.0,5000.0,True
2.0,E0,LOARO,mlp,raw,4,0.78,2.8152454378194135e-05,3.447693965522524e-05,5.386625458969618e-05,251.0,5000.0,True
2.0,E0,LOARO,mlp,raw,4,0.83,3.1278457989269984e-05,3.665617445755275e-05,6.109183672986518e-05,259.0,5000.0,True
2.0,E0,LOARO,mlp,raw,4,0.89,3.532224420013108e-05,3.9436054824599355e-05,6.24711213554896e-05,196.0,5000.0,True
2.0,E0,LOARO,mlp,raw,4,0.94,2.529011288370242e-05,2.6115639200861078e-05,3.1954911824616516e-05,224.0,5000.0,True
2.0,E0,LOARO,mlp,raw,4,1.0,0.00010587216903754638,0.00012099647307590213,0.00021335385495113712,239.0,5000.0,True
2.0,E0,LOARO,mlp,raw,5,0.67,0.00011283346264105987,0.0001934367527024448,0.00042527237490963543,73.0,5000.0,True
2.0,E0,LOARO,mlp,raw,5,0.72,4.741434237107711e-05,5.512378242528093e-05,8.074134530744459e-05,101.0,5000.0,True
2.0,E0,LOARO,mlp,raw,5,0.78,3.677326676143622e-05,4.794497989787368e-05,9.45989543255088e-05,98.0,5000.0,True
2.0,E0,LOARO,mlp,raw,5,0.83,2.814564933020236e-05,3.408770019228149e-05,5.102184341643223e-05,78.0,5000.0,True
2.0,E0,LOARO,mlp,raw,5,0.89,4.530030425353715e-05,5.2526572781144256e-05,8.066652653271333e-05,95.0,5000.0,True
2.0,E0,LOARO,mlp,raw,5,0.94,2.118458074029661e-05,2.61775789340892e-05,4.3136838432822344e-05,118.0,5000.0,True
2.0,E0,LOARO,mlp,raw,5,1.0,7.774140705327782e-05,8.942965633729585e-05,0.00013339181884797213,156.0,5000.0,True
2.0,E0,LOARO,mlp,raw,6,0.67,0.00012870788354577556,0.00020616495669636972,0.00044836891863830886,95.0,5000.0,True
2.0,E0,LOARO,mlp,raw,6,0.72,5.169700211613559e-05,6.14587799077773e-05,0.00011030540619261231,108.0,5000.0,True
2.0,E0,LOARO,mlp,raw,6,0.78,3.391929456171283e-05,4.816255009102284e-05,0.00010018680741863406,101.0,5000.0,True
2.0,E0,LOARO,mlp,raw,6,0.83,2.554299770904933e-05,3.011160276750137e-05,4.4299103469924717e-05,108.0,5000.0,True
2.0,E0,LOARO,mlp,raw,6,0.89,5.154205915127719e-05,5.922049978658182e-05,8.292627391304208e-05,110.0,5000.0,True
2.0,E0,LOARO,mlp,raw,6,0.94,2.4808045189761428e-05,2.8293797445136107e-05,3.920458555173312e-05,132.0,5000.0,True
2.0,E0,LOARO,mlp,raw,6,1.0,0.0001142913533628942,0.00012099170144236211,0.00014703789971326486,141.0,5000.0,True
2.0,E0,LOARO,mlp,raw,7,0.67,0.0002022491920350866,0.00023881176568437833,0.0004483146897213963,101.0,5000.0,True
2.0,E0,LOARO,mlp,raw,7,0.72,4.7456230812237264e-05,6.344739268604766e-05,0.0001134070040436086,124.0,5000.0,True
2.0,E0,LOARO,mlp,raw,7,0.78,2.88638765438165e-05,3.3408525703584244e-05,5.211786623959824e-05,122.0,5000.0,True
2.0,E0,LOARO,mlp,raw,7,0.83,4.060779816237314e-05,4.5001006214128894e-05,6.280395905733371e-05,142.0,5000.0,True
2.0,E0,LOARO,mlp,raw,7,0.89,2.7347498303598174e-05,3.003288224490974e-05,4.355802089062166e-05,184.0,5000.0,True
2.0,E0,LOARO,mlp,raw,7,0.94,1.478376417614058e-05,1.579709717562666e-05,1.8566149139864763e-05,125.0,5000.0,True
2.0,E0,LOARO,mlp,raw,7,1.0,2.4462105472267127e-05,2.645763269879014e-05,3.4677469129995586e-05,155.0,5000.0,True
2.0,E0,LOARO,mlp,raw,8,0.67,0.0001697141151448811,0.0002483518535435868,0.0005088729594726615,102.0,5000.0,True
2.0,E0,LOARO,mlp,raw,8,0.72,6.982822293855051e-05,8.518075723352082e-05,0.00016123675556567463,99.0,5000.0,True
2.0,E0,LOARO,mlp,raw,8,0.78,4.1404631434005525e-05,5.2166469925448647e-05,0.00010058419820468956,172.0,5000.0,True
2.0,E0,LOARO,mlp,raw,8,0.83,6.28010316154004e-05,6.88428191596701e-05,0.00011228207005364865,81.0,5000.0,True
2.0,E0,LOARO,mlp,raw,8,0.89,3.179831977835334e-05,3.548926060110636e-05,4.829183001664461e-05,120.0,5000.0,True
2.0,E0,LOARO,mlp,raw,8,0.94,1.1835525012404701e-05,1.4044328473470345e-05,2.5147271459857734e-05,184.0,5000.0,True
2.0,E0,LOARO,mlp,raw,8,1.0,8.302733463070311e-05,0.00011335674804192192,0.00022595185843421461,74.0,5000.0,True
2.0,E0,LOARO,mlp,raw,9,0.67,0.00014735705285486844,0.0002440513052878538,0.0005330485613370683,76.0,5000.0,True
2.0,E0,LOARO,mlp,raw,9,0.72,3.2444756542560074e-05,4.104101136512691e-05,7.701821991146218e-05,105.0,5000.0,True
2.0,E0,LOARO,mlp,raw,9,0.78,3.708325668689838e-05,5.2404099898620716e-05,0.00010949585169095499,68.0,5000.0,True
2.0,E0,LOARO,mlp,raw,9,0.83,2.3664449715266046e-05,2.770414160983095e-05,4.334177232179215e-05,78.0,5000.0,True
2.0,E0,LOARO,mlp,raw,9,0.89,5.02499754098551e-05,5.7128907169636644e-05,8.24194545216983e-05,69.0,5000.0,True
2.0,E0,LOARO,mlp,raw,9,0.94,3.383445385027883e-05,3.6467122230192014e-05,5.405436375394146e-05,68.0,5000.0,True
2.0,E0,LOARO,mlp,raw,9,1.0,9.922896307417162e-05,0.00010561995835325836,0.00014102501758506136,79.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,0,0.67,0.00013046607196995908,0.0001969781866486892,0.00040616406446547515,79.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,0,0.72,4.657997759167642e-05,6.586093429545613e-05,0.00012540428497676004,75.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,0,0.78,1.7580903929559355e-05,2.1463173807851813e-05,3.608384248332541e-05,92.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,0,0.83,4.026413588285038e-05,4.247072302614884e-05,5.801089251855629e-05,76.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,0,0.89,1.2360790162535551e-05,1.3494133708698974e-05,1.8224639866559755e-05,70.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,0,0.94,1.095571865095124e-05,1.369275064463639e-05,2.202017740637885e-05,127.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,0,1.0,3.4761870896371506e-05,4.074801649921065e-05,7.25870327378253e-05,90.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,1,0.67,0.00013474425798918333,0.00022320269695501923,0.0004838818734547168,61.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,1,0.72,3.9556076395452774e-05,6.130909226801727e-05,0.00012455579822479024,45.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,1,0.78,2.074587908698078e-05,3.1516315556544546e-05,6.692046361722603e-05,74.0,5000.0,True
2.0,E0,LOARO,mlp,physics_informed,1,0.83,2.0221213726134835e-05,2.910071765776901e-05,4.707181983798492e-05,53.0,5000.0,True
