n,target,protocol,left_out_group,a,aspect_ratio,y_true,y_pred,residual,abs_residual,squared_residual,N_sites,analytic_area,N_sites_over_area,edge_area_error_signed,edge_area_error_abs,N_A,N_B,delta_N,imbalance_ratio,abs_delta_N_over_N
1.2,dE1,LOAO,27.0,27.0,0.89,0.01728159582663258,0.017008757805816097,-0.0002728380208164814,0.0002728380208164814,7.444058560305476e-08,1515.0,1526.2478780814874,0.9926303726655291,-0.007369627334470885,0.007369627334470885,767.0,748.0,19.0,0.012541254125412541,0.012541254125412541
1.2,dE1,LOAO,27.0,27.0,0.94,0.0165719929374899,0.0165865959343894,1.4602996899499426e-05,1.4602996899499426e-05,2.1324751844678986e-10,1613.0,1611.9921408950543,1.000625225818028,0.0006252258180279302,0.0006252258180279302,799.0,814.0,-15.0,0.009299442033477991,0.009299442033477991
1.2,dE1,LOAO,27.0,27.0,1.0,0.016204176794886838,0.016131844963938543,-7.233183094829468e-05,7.233183094829468e-05,5.23189376833268e-09,1721.0,1714.8852562713341,1.0035656868040028,0.003565686804002821,0.003565686804002821,865.0,856.0,9.0,0.005229517722254503,0.005229517722254503
1.2,dE1,LOAO,30.0,30.0,0.67,0.015956388158266055,0.01600985142819649,5.3463269930435764e-05,5.3463269930435764e-05,2.858321231654637e-09,1429.0,1418.4853354343134,1.00741260011861,0.007412600118609891,0.007412600118609891,719.0,710.0,9.0,0.006298110566829951,0.006298110566829951
1.2,dE1,LOAO,30.0,30.0,0.72,0.015333766797691606,0.01542207580270715,8.830900501554349e-05,8.830900501554349e-05,7.798480366835286e-09,1523.0,1524.3424500189635,0.9991193251759493,-0.0008806748240507423,0.0008806748240507423,767.0,756.0,11.0,0.007222586999343401,0.007222586999343401
1.2,dE1,LOAO,30.0,30.0,0.78,0.014865235583325198,0.01481017572639988,-5.505985692531856e-05,5.505985692531856e-05,3.0315878446365506e-09,1651.0,1651.3709875205443,0.9997753457440225,-0.00022465425597750777,0.00022465425597750777,837.0,814.0,23.0,0.013930950938824955,0.013930950938824955
1.2,dE1,LOAO,30.0,30.0,0.83,0.014249783984343178,0.014363108947717675,0.00011332496337449621,0.00011332496337449621,1.2842547323830907e-08,1765.0,1757.2281021051942,1.0044228167563989,0.004422816756398884,0.004422816756398884,879.0,886.0,-7.0,0.00396600566572238,0.00396600566572238
1.2,dE1,LOAO,30.0,30.0,0.89,0.013849973668792703,0.013887642698871851,3.76690300791481e-05,3.76690300791481e-05,1.418955827103764e-09,1889.0,1884.2566396067748,1.0025173642982175,0.0025173642982174727,0.0025173642982174727,941.0,948.0,-7.0,0.0037056643726839597,0.0037056643726839597
1.2,dE1,LOAO,30.0,30.0,0.94,0.013582482985017297,0.01353361127762338,-4.887170739391669e-05,4.887170739391669e-05,2.3884437835966115e-09,1989.0,1990.113754191425,0.9994403565177723,-0.0005596434822277008,0.0005596434822277008,1007.0,982.0,25.0,0.01256913021618904,0.01256913021618904
1.2,dE1,LOAO,30.0,30.0,1.0,0.013194497057354315,0.013150795263103775,-4.370179425054049e-05,4.370179425054049e-05,1.909846820716574e-09,2121.0,2117.142291693005,1.001822129916412,0.001822129916412063,0.001822129916412063,1053.0,1068.0,-15.0,0.007072135785007072,0.007072135785007072
1.2,dE1,LOAO,33.0,33.0,0.67,0.013311425529329846,0.013348183827973,3.675829864315493e-05,3.675829864315493e-05,1.3511725191393654e-09,1723.0,1716.3672558755195,1.0038644084485853,0.003864408448585266,0.003864408448585266,859.0,864.0,-5.0,0.002901915264074289,0.002901915264074289
1.2,dE1,LOAO,33.0,33.0,0.72,0.01283170483891638,0.012859017535645027,2.731269672864682e-05,2.731269672864682e-05,7.459834025910348e-10,1845.0,1844.454364522946,1.0002958248724116,0.000295824872411643,0.000295824872411643,915.0,930.0,-15.0,0.008130081300813009,0.008130081300813009
1.2,dE1,LOAO,33.0,33.0,0.78,0.012230521349248402,0.012348211066346246,0.0001176897170978436,0.0001176897170978436,1.3850869510570459e-08,2001.0,1998.1588948998583,1.0014218614482528,0.001421861448252848,0.001421861448252848,1001.0,1000.0,1.0,0.0004997501249375312,0.0004997501249375312
1.2,dE1,LOAO,33.0,33.0,0.83,0.011861911430927297,0.01197379339072729,0.00011188195979999413,0.00011188195979999413,1.2517572928687503e-08,2129.0,2126.246003547285,1.0012952388614114,0.001295238861411363,0.001295238861411363,1071.0,1058.0,13.0,0.0061061531235321745,0.0061061531235321745
1.2,dE1,LOAO,33.0,33.0,0.89,0.011373226254757007,0.011574249243086053,0.0002010229883290457,0.0002010229883290457,4.041024183673964e-08,2289.0,2279.9505339241973,1.0039691501816168,0.0039691501816168095,0.0039691501816168095,1141.0,1148.0,-7.0,0.0030581039755351682,0.0030581039755351682
1.2,dE1,LOAO,33.0,33.0,0.94,0.011317767543645996,0.011275702266522594,-4.206527712340147e-05,4.206527712340147e-05,1.7694875394685628e-09,2397.0,2408.037642571624,0.9954163330437656,-0.004583666956234356,0.004583666956234356,1187.0,1210.0,-23.0,0.009595327492699207,0.009595327492699207
1.2,dE1,LOAO,33.0,33.0,1.0,0.010945882657716677,0.01095171474853146,5.83209081478353e-06,5.83209081478353e-06,3.4013283271882424e-11,2565.0,2561.7421729485363,1.0012717232381407,0.0012717232381407317,0.0012717232381407317,1289.0,1276.0,13.0,0.0050682261208577,0.0050682261208577
1.2,dE1,LOAO,36.0,36.0,0.67,0.01124502843975339,0.01136115298211595,0.00011612454236255981,0.00011612454236255981,1.3484909338913948e-08,2045.0,2042.6188830254116,1.0011657176942679,0.001165717694267876,0.001165717694267876,1029.0,1016.0,13.0,0.006356968215158924,0.006356968215158924
1.2,dE1,LOAO,36.0,36.0,0.72,0.010781627860915854,0.010944426307514195,0.00016279844659834036,0.00016279844659834036,2.6503334214832678e-08,2187.0,2195.0531280273076,0.9963312377616368,-0.00366876223836321,0.00366876223836321,1101.0,1086.0,15.0,0.006858710562414266,0.006858710562414266
1.2,dE1,LOAO,36.0,36.0,0.78,0.010283852283903716,0.010507204832408738,0.00022335254850502223,0.00022335254850502223,4.988636092368831e-08,2377.0,2377.974222029584,0.9995903143017453,-0.0004096856982547248,0.0004096856982547248,1189.0,1188.0,1.0,0.00042069835927639884,0.00042069835927639884
1.2,dE1,LOAO,36.0,36.0,0.83,0.01003928635344531,0.010185132577109167,0.0001458462236638581,0.0001458462236638581,2.127112095700812e-08,2531.0,2530.40846703148,1.0002337697554473,0.0002337697554473106,0.0002337697554473106,1257.0,1274.0,-17.0,0.006716712761754247,0.006716712761754247
1.2,dE1,LOAO,36.0,36.0,0.89,0.009637442094299065,0.00983968972861159,0.00020224763431252527,0.00020224763431252527,4.0904105585012944e-08,2717.0,2713.3295610337555,1.0013527435144465,0.001352743514446475,0.001352743514446475,1369.0,1348.0,21.0,0.007729112992270887,0.007729112992270887
1.2,dE1,LOAO,36.0,36.0,0.94,0.009388580880075104,0.009580202079271669,0.00019162119919656495,0.00019162119919656495,3.6718683981529624e-08,2871.0,2865.763806035651,1.0018271547548059,0.001827154754805882,0.001827154754805882,1433.0,1438.0,-5.0,0.0017415534656913968,0.0017415534656913968
1.2,dE1,LOAO,36.0,36.0,1.0,0.00918750366411425,0.009297084765574186,0.0001095811014599369,0.0001095811014599369,1.2008017797172984e-08,3057.0,3048.6849000379275,1.0027274383003535,0.0027274383003534908,0.0027274383003534908,1537.0,1520.0,17.0,0.005561007523716062,0.005561007523716062
1.2,dE1,LOARO,0.67,24.0,0.67,0.025056382124442944,0.02452910380138716,-0.0005272783230557826,0.0005272783230557826,2.7802242996451824e-07,905.0,907.8306146779609,0.9968820012982653,-0.003117998701734681,0.003117998701734681,453.0,452.0,1.0,0.0011049723756906078,0.0011049723756906078
1.2,dE1,LOARO,0.67,27.0,0.67,0.019780302832035357,0.01950897283384194,-0.0002713299981934175,0.0002713299981934175,7.361996791963996e-08,1155.0,1148.9731217017938,1.0052454475952226,0.005245447595222608,0.005245447595222608,577.0,578.0,-1.0,0.0008658008658008658,0.0008658008658008658
1.2,dE1,LOARO,0.67,30.0,0.67,0.015956388158266055,0.015918102682939,-3.828547532705451e-05,3.828547532705451e-05,1.4657776210184994e-09,1429.0,1418.4853354343134,1.00741260011861,0.007412600118609891,0.007412600118609891,719.0,710.0,9.0,0.006298110566829951,0.006298110566829951
1.2,dE1,LOARO,0.67,33.0,0.67,0.013311425529329846,0.013261264872288327,-5.01606570415189e-05,5.01606570415189e-05,2.516091514836879e-09,1723.0,1716.3672558755195,1.0038644084485853,0.003864408448585266,0.003864408448585266,859.0,864.0,-5.0,0.002901915264074289,0.002901915264074289
1.2,dE1,LOARO,0.67,36.0,0.67,0.01124502843975339,0.01124052182847333,-4.506611280060899e-06,4.506611280060899e-06,2.030954522957213e-11,2045.0,2042.6188830254116,1.0011657176942679,0.001165717694267876,0.001165717694267876,1029.0,1016.0,13.0,0.006356968215158924,0.006356968215158924
1.2,dE1,LOARO,0.72,24.0,0.72,0.02354847050015163,0.023816954424099618,0.0002684839239479875,0.0002684839239479875,7.208361741850872e-08,983.0,975.5791680121368,1.0076065912754,0.0076065912753999765,0.0076065912753999765,497.0,486.0,11.0,0.011190233977619531,0.011190233977619531
1.2,dE1,LOARO,0.72,27.0,0.72,0.018911356479666352,0.018929901078614787,1.85445989484348e-05,1.85445989484348e-05,3.43902150158289e-10,1237.0,1234.7173845153604,1.0018486946999094,0.0018486946999094478,0.0018486946999094478,613.0,624.0,-11.0,0.00889248181083266,0.00889248181083266
1.2,dE1,LOARO,0.72,30.0,0.72,0.015333766797691606,0.015434220567962112,0.00010045377027050571,0.00010045377027050571,1.0090959961559537e-08,1523.0,1524.3424500189635,0.9991193251759493,-0.0008806748240507423,0.0008806748240507423,767.0,756.0,11.0,0.007222586999343401,0.007222586999343401
1.2,dE1,LOARO,0.72,33.0,0.72,0.01283170483891638,0.012847812325848062,1.6107486931682055e-05,1.6107486931682055e-05,2.594511352543082e-10,1845.0,1844.454364522946,1.0002958248724116,0.000295824872411643,0.000295824872411643,915.0,930.0,-15.0,0.008130081300813009,0.008130081300813009
1.2,dE1,LOARO,0.72,36.0,0.72,0.010781627860915854,0.010880636744875074,9.900888395921945e-05,9.900888395921945e-05,9.802759102850181e-09,2187.0,2195.0531280273076,0.9963312377616368,-0.00366876223836321,0.00366876223836321,1101.0,1086.0,15.0,0.006858710562414266,0.006858710562414266
1.2,dE1,LOARO,0.78,24.0,0.78,0.023006429086566804,0.022786242841840346,-0.00022018624472645854,0.00022018624472645854,4.8481982366739886e-08,1053.0,1056.877432013148,0.9963312377616368,-0.00366876223836321,0.00366876223836321,535.0,518.0,17.0,0.016144349477682812,0.016144349477682812
1.2,dE1,LOARO,0.78,27.0,0.78,0.018402144121434816,0.018127681599574227,-0.0002744625218605891,0.0002744625218605891,7.532967590607435e-08,1329.0,1337.610499891641,0.9935627748942323,-0.006437225105767719,0.006437225105767719,655.0,674.0,-19.0,0.014296463506395787,0.014296463506395787
1.2,dE1,LOARO,0.78,30.0,0.78,0.014865235583325198,0.014795440146282696,-6.979543704250211e-05,6.979543704250211e-05,4.871403031953877e-09,1651.0,1651.3709875205443,0.9997753457440225,-0.00022465425597750777,0.00022465425597750777,837.0,814.0,23.0,0.013930950938824955,0.013930950938824955
1.2,dE1,LOARO,0.78,33.0,0.78,0.012230521349248402,0.012329958322859949,9.943697361154691e-05,9.943697361154691e-05,9.887711721023477e-09,2001.0,1998.1588948998583,1.0014218614482528,0.001421861448252848,0.001421861448252848,1001.0,1000.0,1.0,0.0004997501249375312,0.0004997501249375312
1.2,dE1,LOARO,0.78,36.0,0.78,0.010283852283903716,0.010454757200547678,0.00017090491664396162,0.00017090491664396162,2.920849053307947e-08,2377.0,2377.974222029584,0.9995903143017453,-0.0004096856982547248,0.0004096856982547248,1189.0,1188.0,1.0,0.00042069835927639884,0.00042069835927639884
1.2,dE1,LOARO,0.83,24.0,0.83,0.022109037976418833,0.022179742672008347,7.070469558951437e-05,7.070469558951437e-05,4.999153978405892e-09,1127.0,1124.625985347324,1.0021109370436099,0.002110937043609873,0.002110937043609873,563.0,564.0,-1.0,0.0008873114463176575,0.0008873114463176575
1.2,dE1,LOARO,0.83,27.0,0.83,0.017385444346726953,0.01763063961022953,0.00024519526350257753,0.00024519526350257753,6.012071724409842e-08,1431.0,1423.3547627052076,1.0053712802283121,0.005371280228312125,0.005371280228312125,717.0,714.0,3.0,0.0020964360587002098,0.0020964360587002098
1.2,dE1,LOARO,0.83,30.0,0.83,0.014249783984343178,0.014376692949568916,0.0001269089652257381,0.0001269089652257381,1.6105885454667604e-08,1765.0,1757.2281021051942,1.0044228167563989,0.004422816756398884,0.004422816756398884,879.0,886.0,-7.0,0.00396600566572238,0.00396600566572238
1.2,dE1,LOARO,0.83,33.0,0.83,0.011861911430927297,0.01196914041812755,0.00010722898720025298,0.00010722898720025298,1.1498055695992016e-08,2129.0,2126.246003547285,1.0012952388614114,0.001295238861411363,0.001295238861411363,1071.0,1058.0,13.0,0.0061061531235321745,0.0061061531235321745
1.2,dE1,LOARO,0.83,36.0,0.83,0.01003928635344531,0.010137999273182065,9.87129197367563e-05,9.87129197367563e-05,9.744240522955293e-09,2531.0,2530.40846703148,1.0002337697554473,0.0002337697554473106,0.0002337697554473106,1257.0,1274.0,-17.0,0.006716712761754247,0.006716712761754247
1.2,dE1,LOARO,0.89,24.0,0.89,0.021485658843983124,0.021423539656751093,-6.211918723203133e-05,6.211918723203133e-05,3.858793422368164e-09,1203.0,1205.9242493483357,0.9975750969848098,-0.0024249030151901607,0.0024249030151901607,593.0,610.0,-17.0,0.014131338320864505,0.014131338320864505
1.2,dE1,LOARO,0.89,27.0,0.89,0.01728159582663258,0.017032315040985332,-0.0002492807856472462,0.0002492807856472462,6.214091009290831e-08,1515.0,1526.2478780814874,0.9926303726655291,-0.007369627334470885,0.007369627334470885,767.0,748.0,19.0,0.012541254125412541,0.012541254125412541
1.2,dE1,LOARO,0.89,30.0,0.89,0.013849973668792703,0.01389129790406112,4.132423526841643e-05,4.132423526841643e-05,1.7076924205194321e-09,1889.0,1884.2566396067748,1.0025173642982175,0.0025173642982174727,0.0025173642982174727,941.0,948.0,-7.0,0.0037056643726839597,0.0037056643726839597
1.2,dE1,LOARO,0.89,33.0,0.89,0.011373226254757007,0.0115673004486857,0.00019407419392869323,0.00019407419392869323,3.7664792749072025e-08,2289.0,2279.9505339241973,1.0039691501816168,0.0039691501816168095,0.0039691501816168095,1141.0,1148.0,-7.0,0.0030581039755351682,0.0030581039755351682
1.2,dE1,LOARO,0.89,36.0,0.89,0.009637442094299065,0.009799709791488788,0.00016226769718972328,0.00016226769718972328,2.633080555125573e-08,2717.0,2713.3295610337555,1.0013527435144465,0.001352743514446475,0.001352743514446475,1369.0,1348.0,21.0,0.007729112992270887,0.007729112992270887
1.2,dE1,LOARO,0.94,24.0,0.94,0.020814309051417013,0.02093683915898347,0.00012253010756645838,0.00012253010756645838,1.501362726024786e-08,1277.0,1273.672802682512,1.0026122857538298,0.0026122857538297684,0.0026122857538297684,639.0,638.0,1.0,0.0007830853563038371,0.0007830853563038371
1.2,dE1,LOARO,0.94,27.0,0.94,0.0165719929374899,0.016626846679581392,5.485374209149296e-05,5.485374209149296e-05,3.008933021440027e-09,1613.0,1611.9921408950543,1.000625225818028,0.0006252258180279302,0.0006252258180279302,799.0,814.0,-15.0,0.009299442033477991,0.009299442033477991
1.2,dE1,LOARO,0.94,30.0,0.94,0.013582482985017297,0.013543934411962022,-3.854857305527447e-05,3.854857305527447e-05,1.4859924845978328e-09,1989.0,1990.113754191425,0.9994403565177723,-0.0005596434822277008,0.0005596434822277008,1007.0,982.0,25.0,0.01256913021618904,0.01256913021618904
1.2,dE1,LOARO,0.94,33.0,0.94,0.011317767543645996,0.0112629279886386,-5.483955500739518e-05,5.483955500739518e-05,3.007376793409122e-09,2397.0,2408.037642571624,0.9954163330437656,-0.004583666956234356,0.004583666956234356,1187.0,1210.0,-23.0,0.009595327492699207,0.009595327492699207
1.2,dE1,LOARO,0.94,36.0,0.94,0.009388580880075104,0.00952803553703679,0.0001394546569616871,0.0001394546569616871,1.9447601348301826e-08,2871.0,2865.763806035651,1.0018271547548059,0.001827154754805882,0.001827154754805882,1433.0,1438.0,-5.0,0.0017415534656913968,0.0017415534656913968
1.2,dE1,LOARO,1.0,24.0,1.0,0.02068301653403104,0.020240543916083875,-0.00044247261794716497,0.00044247261794716497,1.9578201763301783e-07,1341.0,1354.9710666835233,0.9896890295098925,-0.01031097049010754,0.01031097049010754,685.0,656.0,29.0,0.02162565249813572,0.02162565249813572
1.2,dE1,LOARO,1.0,27.0,1.0,0.016204176794886838,0.016071620074678074,-0.0001325567202087631,0.0001325567202087631,1.7571284072504307e-08,1721.0,1714.8852562713341,1.0035656868040028,0.003565686804002821,0.003565686804002821,865.0,856.0,9.0,0.005229517722254503,0.005229517722254503
1.2,dE1,LOARO,1.0,30.0,1.0,0.013194497057354315,0.013089613374001925,-0.00010488368335239036,0.00010488368335239036,1.1000587033564486e-08,2121.0,2117.142291693005,1.001822129916412,0.001822129916412063,0.001822129916412063,1053.0,1068.0,-15.0,0.007072135785007072,0.007072135785007072
1.2,dE1,LOARO,1.0,33.0,1.0,0.010945882657716677,0.010883265658538623,-6.261699917805424e-05,6.261699917805424e-05,3.920888586064446e-09,2565.0,2561.7421729485363,1.0012717232381407,0.0012717232381407317,0.0012717232381407317,1289.0,1276.0,13.0,0.0050682261208577,0.0050682261208577
1.2,dE1,LOARO,1.0,36.0,1.0,0.00918750366411425,0.009205157277068516,1.7653612954266623e-05,1.7653612954266623e-05,3.1165005033905034e-10,3057.0,3048.6849000379275,1.0027274383003535,0.0027274383003534908,0.0027274383003534908,1537.0,1520.0,17.0,0.005561007523716062,0.005561007523716062
2.0,E0,LOAO,24.0,24.0,0.67,-3.984454423386692,-3.9853973418388597,-0.0009429184521678735,0.0009429184521678735,8.890952074386583e-07,1205.0,1212.4034368733733,0.9938935863688528,-0.006106413631147167,0.006106413631147167,605.0,600.0,5.0,0.004149377593360996,0.004149377593360996
2.0,E0,LOAO,24.0,24.0,0.72,-3.985955211484365,-3.9862888198026876,-0.0003336083183227423,0.0003336083183227423,1.1129451005412815e-07,1303.0,1302.8813052967594,1.0000911017010974,9.110170109738469e-05,9.110170109738469e-05,649.0,654.0,-5.0,0.003837298541826554,0.003837298541826554
2.0,E0,LOAO,24.0,24.0,0.78,-3.987253126647984,-3.987245386262075,7.740385909116299e-06,7.740385909116299e-06,5.991357402204615e-11,1413.0,1411.4547474048225,1.0010947942879633,0.00109479428796333,0.00109479428796333,711.0,702.0,9.0,0.006369426751592357,0.006369426751592357
2.0,E0,LOAO,24.0,24.0,0.83,-3.988110142896172,-3.9879663716096285,0.0001437712865435259,0.0001437712865435259,2.067018283438063e-08,1499.0,1501.9326158282083,0.9980474384820579,-0.0019525615179420974,0.0019525615179420974,751.0,748.0,3.0,0.0020013342228152103,0.0020013342228152103
2.0,E0,LOAO,24.0,24.0,0.89,-3.9890133559472036,-3.9887576253632404,0.0002557305839632207,0.0002557305839632207,6.539813157416986e-08,1611.0,1610.5060579362716,1.0003066999104377,0.0003066999104377466,0.0003066999104377466,805.0,806.0,-1.0,0.0006207324643078833,0.0006207324643078833
2.0,E0,LOAO,24.0,24.0,0.94,-3.9895892208926074,-3.989365882606948,0.00022333828565956892,0.00022333828565956892,4.987998984135521e-08,1693.0,1700.9839263596577,0.9953062893564524,-0.004693710643547622,0.004693710643547622,847.0,846.0,1.0,0.0005906674542232723,0.0005906674542232723
2.0,E0,LOAO,24.0,24.0,1.0,-3.9901748927482936,-3.990044874898632,0.00013001784966171215,0.00013001784966171215,1.690464123065558e-08,1793.0,1809.557368467721,0.9908500450130844,-0.00914995498691562,0.00914995498691562,889.0,904.0,-15.0,0.008365867261572783,0.008365867261572783
2.0,E0,LOAO,27.0,27.0,0.67,-3.9877394888925433,-3.988193511924369,-0.00045402303182573434,0.00045402303182573434,2.0613691342823176e-07,1535.0,1534.4480997928629,1.000359673427346,0.00035967342734610774,0.00035967342734610774,773.0,762.0,11.0,0.0071661237785016286,0.0071661237785016286
2.0,E0,LOAO,27.0,27.0,0.72,-3.9888872134640434,-3.988958305332502,-7.109186845877247e-05,7.109186845877247e-05,5.054053760959408e-09,1657.0,1648.9591520162105,1.0048763172659296,0.0048763172659296306,0.0048763172659296306,829.0,828.0,1.0,0.0006035003017501509,0.0006035003017501509
2.0,E0,LOAO,27.0,27.0,0.78,-3.9898557779488586,-3.989788410234371,6.736771448778711e-05,6.736771448778711e-05,4.538408955308002e-09,1785.0,1786.3724146842287,0.9992317309241079,-0.000768269075892114,0.000768269075892114,895.0,890.0,5.0,0.0028011204481792717,0.0028011204481792717
2.0,E0,LOAO,27.0,27.0,0.83,-3.9906180768916495,-3.9904212048655596,0.0001968720260898671,0.0001968720260898671,3.875859465672931e-08,1907.0,1900.8834669075766,1.0032177317541584,0.003217731754158404,0.003217731754158404,957.0,950.0,7.0,0.0036706869428421605,0.0036706869428421605
2.0,E0,LOAO,27.0,27.0,0.89,-3.99125969289415,-3.991123321380291,0.00013637151385914592,0.00013637151385914592,1.8597189792235228e-08,2035.0,2038.296729575594,0.9983826056688613,-0.0016173943311387218,0.0016173943311387218,1019.0,1016.0,3.0,0.0014742014742014742,0.0014742014742014742
2.0,E0,LOAO,27.0,27.0,0.94,-3.9917646351445426,-3.9916688396697815,9.579547476112893e-05,9.579547476112893e-05,9.17677298471009e-09,2149.0,2152.807781798942,0.9982312485902666,-0.0017687514097334267,0.0017687514097334267,1079.0,1070.0,9.0,0.004187994416007445,0.004187994416007445
2.0,E0,LOAO,27.0,27.0,1.0,-3.9922725903751317,-3.9922840411262754,-1.1450751143726734e-05,1.1450751143726734e-05,1.311197017555591e-10,2289.0,2290.2210444669595,0.9994668442725607,-0.0005331557274392829,0.0005331557274392829,1137.0,1152.0,-15.0,0.00655307994757536,0.00655307994757536
2.0,E0,LOAO,30.0,30.0,0.67,-3.9900136214715167,-3.9902011686540573,-0.00018754718254054836,0.00018754718254054836,3.517394567889777e-08,1897.0,1894.3803701146455,1.0013828426047278,0.001382842604727763,0.001382842604727763,951.0,946.0,5.0,0.002635740643120717,0.002635740643120717
2.0,E0,LOAO,30.0,30.0,0.72,-3.9909192133943043,-3.990879514109461,3.969928484348628e-05,3.969928484348628e-05,1.5760332170842597e-09,2031.0,2035.7520395261859,0.997665708085307,-0.002334291914693032,0.002334291914693032,1023.0,1008.0,15.0,0.007385524372230428,0.007385524372230428
2.0,E0,LOAO,30.0,30.0,0.78,-3.9917821409248595,-3.991622542829639,0.00015959809522048118,0.00015959809522048118,2.5471551998005778e-08,2207.0,2205.3980428200352,1.0007263800678432,0.000726380067843202,0.000726380067843202,1105.0,1102.0,3.0,0.001359311282283643,0.001359311282283643
2.0,E0,LOAO,30.0,30.0,0.83,-3.99229430257308,-3.9921939819201238,0.00010032065295639825,0.00010032065295639825,1.0064233409598096e-08,2329.0,2346.769712231576,0.9924280119438399,-0.007571988056160106,0.007571988056160106,1171.0,1158.0,13.0,0.0055817947617003,0.0055817947617003
2.0,E0,LOAO,30.0,30.0,0.89,-3.992914763960984,-3.992833352306964,8.141165401998052e-05,8.141165401998052e-05,6.62785741026901e-09,2513.0,2516.4157155254247,0.998642626691468,-0.0013573733085320283,0.0013573733085320283,1257.0,1256.0,1.0,0.0003979307600477517,0.0003979307600477517
2.0,E0,LOAO,30.0,30.0,0.94,-3.993327422095508,-3.993334105921035,-6.683825526820897e-06,6.683825526820897e-06,4.467352367298264e-11,2661.0,2657.7873849369653,1.0012087554788025,0.0012087554788025034,0.0012087554788025034,1331.0,1330.0,1.0,0.0003757985719654265,0.0003757985719654265
2.0,E0,LOAO,30.0,30.0,1.0,-3.9937139130332566,-3.9939030834364573,-0.0001891704032006558,0.0001891704032006558,3.578544144709869e-08,2821.0,2827.433388230814,0.997724654360526,-0.002275345639473958,0.002275345639473958,1425.0,1396.0,29.0,0.010280042538107055,0.010280042538107055
2.0,E0,LOAO,33.0,33.0,0.67,-3.9917465021375134,-3.991677443999357,6.905813815638595e-05,6.905813815638595e-05,4.769026445626489e-09,2295.0,2292.200247838721,1.0012214256428593,0.0012214256428593195,0.0012214256428593195,1139.0,1156.0,-17.0,0.007407407407407408,0.007407407407407408
2.0,E0,LOAO,33.0,33.0,0.72,-3.99245527876538,-3.9922934499577813,0.00016182880759885165,0.00016182880759885165,2.6188562968866146e-08,2457.0,2463.259967826685,0.9974586653830906,-0.0025413346169094186,0.0025413346169094186,1231.0,1226.0,5.0,0.002035002035002035,0.002035002035002035
2.0,E0,LOAO,33.0,33.0,0.78,-3.993151271624748,-3.9929736309703543,0.00017764065439385135,0.00017764065439385135,3.155620209347574e-08,2657.0,2668.5316318122427,0.9956786602509143,-0.004321339749085662,0.004321339749085662,1321.0,1336.0,-15.0,0.005645464809936018,0.005645464809936018
2.0,E0,LOAO,33.0,33.0,0.83,-3.993648607289549,-3.9935007421433317,0.00014786514621745184,0.00014786514621745184,2.186410146590841e-08,2833.0,2839.591351800206,0.9976787674761626,-0.0023212325238374243,0.0023212325238374243,1427.0,1406.0,21.0,0.007412636780797741,0.007412636780797741
2.0,E0,LOAO,33.0,33.0,0.89,-3.994150939374616,-3.9940947291738262,5.621020078994121e-05,5.621020078994121e-05,3.1595866728455076e-09,3053.0,3044.8630157857638,1.0026723646259457,0.002672364625945667,0.002672364625945667,1521.0,1532.0,-11.0,0.0036030134294136916,0.0036030134294136916
2.0,E0,LOAO,33.0,33.0,0.94,-3.9944550322354013,-3.9945630639562233,-0.0001080317208219661,0.0001080317208219661,1.1670852703755225e-08,3209.0,3215.922735773728,0.9978473563134089,-0.0021526436865910714,0.0021526436865910714,1603.0,1606.0,-3.0,0.0009348706762231225,0.0009348706762231225
2.0,E0,LOAO,33.0,33.0,1.0,-3.9947880988072617,-3.9950985179030565,-0.00031041909579476723,0.00031041909579476723,9.636001503404088e-08,3409.0,3421.1943997592853,0.9964356308544924,-0.0035643691455076176,0.0035643691455076176,1709.0,1700.0,9.0,0.0026400704018773834,0.0026400704018773834
2.0,E0,LOAO,36.0,36.0,0.67,-3.9930215821280965,-3.9928082930230198,0.000213289105076786,0.000213289105076786,4.549224234445626e-08,2725.0,2727.9077329650895,0.998934079430198,-0.0010659205698020369,0.0010659205698020369,1361.0,1364.0,-3.0,0.0011009174311926607,0.0011009174311926607
2.0,E0,LOAO,36.0,36.0,0.72,-3.99364026910838,-3.9933752477546083,0.00026502135377182157,0.00026502135377182157,7.0236317955049e-08,2927.0,2931.482936917708,0.998470761381125,-0.0015292386188749951,0.0015292386188749951,1465.0,1462.0,3.0,0.0010249402118209772,0.0010249402118209772
2.0,E0,LOAO,36.0,36.0,0.78,-3.9942385177884603,-3.9940054168764325,0.00023310091202777272,0.00023310091202777272,5.433603518817944e-08,3169.0,3175.7731816608507,0.9978672338125519,-0.0021327661874480652,0.0021327661874480652,1581.0,1588.0,-7.0,0.002208898706216472,0.002208898706216472
2.0,E0,LOAO,36.0,36.0,0.83,-3.9946321664817046,-3.9944968045054883,0.0001353619762163305,0.0001353619762163305,1.8322864605190424e-08,3359.0,3379.3483856134694,0.9939786067337429,-0.006021393266257058,0.006021393266257058,1685.0,1674.0,11.0,0.003274784161952962,0.003274784161952962
2.0,E0,LOAO,36.0,36.0,0.89,-3.995058356401462,-3.995053702406187,4.653995274939149e-06,4.653995274939149e-06,2.1659672019155924e-11,3621.0,3623.6386303566114,0.9992718285056058,-0.0007281714943941919,0.0007281714943941919,1813.0,1808.0,5.0,0.0013808340237503453,0.0013808340237503453
