n,target,protocol,left_out_group,a,aspect_ratio,y_true,y_pred,residual,abs_residual,squared_residual,N_sites,analytic_area,N_sites_over_area,edge_area_error_signed,edge_area_error_abs,N_A,N_B,delta_N,imbalance_ratio,abs_delta_N_over_N
1.2,E0,LOAO,36.0,36.0,0.78,-3.9920332236261946,-3.9917521507142095,0.0002810729119850919,0.0002810729119850919,7.900198185177921e-08,2377.0,2377.974222029584,0.9995903143017453,-0.0004096856982547248,0.0004096856982547248,1189.0,1188.0,1.0,0.00042069835927639884,0.00042069835927639884
1.2,E0,LOAO,36.0,36.0,0.83,-3.992601223055095,-3.992406300752563,0.00019492230253170817,0.00019492230253170817,3.7994704024262764e-08,2531.0,2530.40846703148,1.0002337697554473,0.0002337697554473106,0.0002337697554473106,1257.0,1274.0,-17.0,0.006716712761754247,0.006716712761754247
1.2,E0,LOAO,36.0,36.0,0.89,-3.993153963536599,-3.9931468412981883,7.122238410595116e-06,7.122238410595116e-06,5.072627997735645e-11,2717.0,2713.3295610337555,1.0013527435144465,0.001352743514446475,0.001352743514446475,1369.0,1348.0,21.0,0.007729112992270887,0.007729112992270887
1.2,E0,LOAO,36.0,36.0,0.94,-3.993556332847504,-3.9937332289777774,-0.0001768961302732741,0.0001768961302732741,3.1292240905659165e-08,2871.0,2865.763806035651,1.0018271547548059,0.001827154754805882,0.001827154754805882,1433.0,1438.0,-5.0,0.0017415534656913968,0.0017415534656913968
1.2,E0,LOAO,36.0,36.0,1.0,-3.9939391931343904,-3.994406287669286,-0.0004670945348954625,0.0004670945348954625,2.1817730452920842e-07,3057.0,3048.6849000379275,1.0027274383003535,0.0027274383003534908,0.0027274383003534908,1537.0,1520.0,17.0,0.005561007523716062,0.005561007523716062
1.2,E0,LOARO,0.67,24.0,0.67,-3.978659036696258,-3.9802383682209608,-0.0015793315247027984,0.0015793315247027984,2.4942880649200657e-06,905.0,907.8306146779609,0.9968820012982653,-0.003117998701734681,0.003117998701734681,453.0,452.0,1.0,0.0011049723756906078,0.0011049723756906078
1.2,E0,LOARO,0.67,27.0,0.67,-3.9832375762787633,-3.9840610602127176,-0.000823483933954261,0.000823483933954261,6.781257894807857e-07,1155.0,1148.9731217017938,1.0052454475952226,0.005245447595222608,0.005245447595222608,577.0,578.0,-1.0,0.0008658008658008658,0.0008658008658008658
1.2,E0,LOARO,0.67,30.0,0.67,-3.986416959974035,-3.9867954093079976,-0.0003784493339624717,0.0003784493339624717,1.4322389837663845e-07,1429.0,1418.4853354343134,1.00741260011861,0.007412600118609891,0.007412600118609891,719.0,710.0,9.0,0.006298110566829951,0.006298110566829951
1.2,E0,LOARO,0.67,33.0,0.67,-3.9887209045980057,-3.9888185184037224,-9.761380571671197e-05,9.761380571671197e-05,9.52845506649999e-09,1723.0,1716.3672558755195,1.0038644084485853,0.003864408448585266,0.003864408448585266,859.0,864.0,-5.0,0.002901915264074289,0.002901915264074289
1.2,E0,LOARO,0.67,36.0,0.67,-3.9904552746891415,-3.9903572587873755,9.801590176605757e-05,9.801590176605757e-05,9.607116999013447e-09,2045.0,2042.6188830254116,1.0011657176942679,0.001165717694267876,0.001165717694267876,1029.0,1016.0,13.0,0.006356968215158924,0.006356968215158924
