n,aspect_ratio,a_root,b_root,Ekin_target,Ekin_pred,dE1_pred,dE2_pred,Q_pred,geometry_hash,N_sites,N_A,N_B,imbalance_ratio,is_kwant_verified,requested_aspect_ratio,E0_Kwant,E1_Kwant,E2_Kwant,E3_Kwant,Ekin_Kwant,dE1_Kwant,dE2_Kwant,Q_Kwant,S_Kwant,failure_mode
1.2,0.95,27.819061890636277,26.42810879610446,0.010689289799576063,0.010689289799576063,0.015594972562446007,0.0011584140240097755,1.4589343964708024,c9549cae5c00b111181ace4177e7cb91785110c792b39d38dd583471a4fecbc5,1735,873,862,0.006340057636887608,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
1.2,0.955,27.733530532759957,26.485521658785757,0.010689289799576063,0.010689289799576064,0.015651188197725013,0.001047536279604246,1.4641934582357135,cadcd6d4e3af948193f605c7603e2bbb4ac963a98850214958ed74a0d4213e0b,1731,869,862,0.004043905257076834,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
1.2,0.96,27.6487013282581,26.542753275127772,0.010689289799576063,0.010689289799576064,0.015707432995200592,0.0009366017877503875,1.4694552481703271,10f444ceb508a060aca4e2902d64177c8a5950b815ca928da75d2367bfb080a1,1727,869,858,0.006369426751592357,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
1.2,0.965,27.56456507770888,26.599805299989068,0.010689289799576063,0.010689289799576064,0.015763706785089107,0.0008256108788344241,1.4747197503911151,d6940146c936c9da08a36aa448bfdf7ab3d43e9bb02f3adf84c6f5f16ba68114,1735,877,858,0.01095100864553314,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
1.2,0.97,27.481112747349123,26.65667936492865,0.010689289799576063,0.010689289799576061,0.015820009398922356,0.0007145638806828501,1.4799869491376108,440b7d3274ed77c4aeceb3905c9cbf41eac61a05b951a31aa5c35679b500abad,1735,873,862,0.006340057636887608,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
1.2,0.975,27.398335465272964,26.71337707864114,0.010689289799576063,0.010689289799576063,0.01587634066953486,0.00060346111858717,1.4852568287712171,00ce3574bff47f42a57074714d8b424b9da609e60e3eb212677e0bde9ba816ed,1731,869,862,0.004043905257076834,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
1.2,0.98,27.316224517736632,26.769900027381897,0.010689289799576063,0.010689289799576063,0.015932700431051272,0.0004923029153283617,1.4905293737740335,cc534ca4d06c16f36a409ab43f036052cfd7bf34a1662f3a6fd1c6dc020f6a62,1727,869,858,0.006369426751592357,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
1.2,0.985,27.234771345565697,26.826249775382212,0.010689289799576063,0.010689289799576063,0.01598908851887398,0.0003810895912010337,1.4958045687476924,b38f2f71fe3a4918075a66505723a29186e458bf4f7d699191ad61df8f00d1a2,1723,865,858,0.004062681369704005,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
1.2,1.0,26.994275135346882,26.994275135346882,0.010689289799576063,0.01068928979957606,0.016158421113112796,4.7122059758540266e-05,1.5116459012790209,b643817a42134e574c5b1e9c260c390e9dc528531f43823c3e66d2a43e568c91,1717,865,852,0.007571345369831101,True,1.0,-3.989309478283318,-3.9731023310610145,-3.9731023310609253,-3.955561003239394,0.010690521716682166,0.01620714722230332,8.926193117986259e-14,1.5160295869389295,8.349632837897202e-12,ok
2.0,0.67,34.30279113478096,22.982870060303245,0.007727409624868287,0.007727409624868301,0.008116666356752485,0.007441389801301346,1.050373508171675,61a76ebb37adb77c3936592178a050c3d43403c879ed7a7207316733c459424a,2473,1237,1236,0.0004043671653861706,True,0.67,-3.9922928171420375,-3.9842571301448038,-3.9767260485402787,-3.9726690222770893,0.007707182857962458,0.008035686997233782,0.007531081604525092,1.0426231147392513,0.9771510217568755,ok
