shape_n,scale_a0,placement_x,placement_y,symmetry_class,theta,event_index,delta_event,xi_event,delta_left,delta_right,event_type,added_count,removed_count,net_site_change,changed_edge_count,event_rank,max_row_length,max_column_length,local_normal_angle,axis_aligned_normal,flatness_proxy,E0_before,E1_before,E2_before,E3_before,E0_after,E1_after,E2_after,E3_after,gap_before,gap_after,center_before,center_after,delta_E0,delta_E1,delta_E2,delta_gap,delta_center,eta_E0,eta_E1,eta_E2,eta_gap,eta_center,projector_distance,principal_angle_1,principal_angle_2,frozen_mode_shift_1,frozen_mode_shift_2,relaxation_residual_1,relaxation_residual_2,bare_event_size,boundary_weight_mode1,boundary_weight_mode2,changed_bond_weight,schur_predictor,K_ref
2.0,33.7,0.23,0.41,C1,0.0,11,0.0050999841705,0.17186946654585,0.004870491278,0.0050999841705,REMOVE_ONLY,0,1,-1,2,1,1,1,58.39923907349511,0,31.60076092650489,-3.9950172581840104,-3.987386210561039,-3.9873267752737105,-3.9773283396837504,-3.9950157991806736,-3.9873845864103297,-3.9873209663980833,-3.977325847639093,5.943528732865744e-05,6.362001224635705e-05,-3.9873564929173746,-3.9873527764042063,1.459003336812259e-06,1.6241507094783003e-06,5.808875627177912e-06,4.1847249176996115e-06,3.716513168328106e-06,0.00029297355963611954,0.00032613579608462245,0.0011664448785265518,0.0008403090824419293,0.0007462903373055871,0.003683592571623595,0.00016414894673405826,0.14923801069640064,2.2307191986162267e-06,7.069652981648092e-06,-6.065684891379264e-07,-1.26077735447018e-06,1,4.594791732250941e-06,1.4363563185453001e-05,9.677844991257985e-06,9.76877145320206e-06,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,12,0.0055222926005,0.18610126063685004,0.0050999841705,0.0055222926005,REMOVE_ONLY,0,1,-1,2,1,1,1,92.07404460554363,1,2.0740446055436337,-3.9950157991806736,-3.9873845864103297,-3.9873209663980833,-3.977325847639093,-3.9950146482624262,-3.9873845140382884,-3.9873152138177095,-3.977315784043103,6.362001224635705e-05,6.930022057893837e-05,-3.9873527764042063,-3.987349863927999,1.1509182473723456e-06,7.237204124876939e-08,5.752580373830085e-06,5.680208332581316e-06,2.9124762073173827e-06,0.00023110887225217405,1.453258810847559e-05,0.0011551405721224519,0.0011406079840139763,0.0005848365800708762,0.0030750372847915936,3.7904088491026364e-05,0.12458287326935122,9.819275231803815e-08,7.149884929518249e-06,-2.5820711069268754e-08,-1.3973045556881641e-06,1,2.418893583163883e-07,1.6340473936343756e-05,1.410335871816923e-05,1.6098584578027367e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,13,0.00587021186,0.19782613968200002,0.0055222926005,0.00587021186,REMOVE_ONLY,0,1,-1,2,1,1,1,104.01334051336771,0,14.013340513367709,-3.9950146482624262,-3.9873845140382884,-3.9873152138177095,-3.977315784043103,-3.995013241384994,-3.9873838652058806,-3.9873087442741957,-3.9773063475387382,6.930022057893837e-05,7.51209316849355e-05,-3.987349863927999,-3.987346304740038,1.4068774323305888e-06,6.488324078013363e-07,6.46954351379847e-06,5.820711105997134e-06,3.5591879607999033e-06,0.00028250647474335045,0.00013028807770663257,0.0012991095665343241,0.0011688214888276917,0.0007146988221204784,0.0035887891212532173,0.0001295121435295261,0.14539714142529747,8.876093982781302e-07,8.01930640145429e-06,-2.387769904767939e-07,-1.54976288765582e-06,1,1.9710531184915333e-06,1.728492162804535e-05,1.4263362144171358e-05,1.5313868509553816e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,14,0.005948385213499999,0.20046058169494999,0.00587021186,0.005948385213499999,ADD_ONLY,1,0,1,2,1,1,1,-2.4195497029195785,1,2.419549702919582,-3.995013241384994,-3.9873838652058806,-3.9873087442741957,-3.9773063475387382,-3.9950143656243537,-3.9873895255018037,-3.9873087469720896,-3.9773169340761583,7.51209316849355e-05,8.077852971410948e-05,-3.987346304740038,-3.9873491362369466,-1.1242393598287492e-06,-5.660295923082259e-06,-2.697893908276683e-09,5.6575980291739825e-06,-2.831496908495268e-06,-0.00022575164759506218,-0.0011366094945351127,-5.417476176273684e-07,0.0011360677469174853,-0.00056857562107637,0.0030258872336841676,9.035490975690211e-06,0.12259159741518888,-3.642919299551295e-17,4.0592529337857286e-16,-5.66029592304583e-06,-2.6978943142019762e-09,1,1.0947616815428958e-05,4.834758258465994e-09,0.0,-1.0942782057170491e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,15,0.006187081233499999,0.20850463756895,0.005948385213499999,0.006187081233499999,REMOVE_ONLY,0,1,-1,2,1,1,1,88.70300458929148,1,1.2969954107085186,-3.9950143656243537,-3.9873895255018037,-3.9873087469720896,-3.9773169340761583,-3.99501348249603,-3.987389521225229,-3.9873042974003736,-3.97730937195997,8.077852971410948e-05,8.522382485542934e-05,-3.9873491362369466,-3.9873469093128016,8.831283238031062e-07,4.2765746499640045e-09,4.4495717159698245e-06,4.4452951413198605e-06,2.2269241450878496e-06,0.0001773356113121548,8.587528668625446e-07,0.0008934913523447418,0.0008926325994778792,0.0004471750525612147,0.0024881926896692477,1.0029569411827041e-05,0.10080727288500761,5.519418885477356e-09,5.4427926983284525e-06,-1.2428442355133518e-09,-9.93220982358628e-07,1,1.1581150780904907e-08,1.3547624968505694e-05,1.0874531699902425e-05,1.3536043817724789e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,16,0.006421998767499999,0.21642135846475,0.006187081233499999,0.006421998767499999,ADD_ONLY,1,0,1,2,1,1,1,2.7305855590621366,1,2.7305855590621366,-3.99501348249603,-3.987389521225229,-3.9873042974003736,-3.97730937195997,-3.9950147522684145,-3.9873958956045583,-3.987304342595229,-3.977321228368139,8.522382485542934e-05,9.155300932928156e-05,-3.9873469093128016,-3.9873501190998937,-1.269772384571155e-06,-6.374379329265878e-06,-4.519485541365498e-08,6.329184473852223e-06,-3.209787092117722e-06,-0.00025497524649138227,-0.0012800002271730463,-9.07530321123731e-06,0.001270924923961809,-0.0006445377651475544,0.0033350165894686693,4.2423186879045174e-05,0.13511576175431017,6.591949208711867e-17,5.082739784612045e-16,-6.374379329331797e-06,-4.5194855921928956e-08,1,1.186999148251305e-05,1.0575550496806081e-07,0.0,-1.1764235977544989e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,17,0.007284988981,0.24550412865970003,0.006421998767499999,0.007284988981,REMOVE_ONLY,0,1,-1,1,1,1,1,90.38661887339752,1,0.38661887339752354,-3.9950147522684145,-3.9873958956045583,-3.987304342595229,-3.977321228368139,-3.995014290061956,-3.9873958900158604,-3.9873020253714753,-3.9773173317069053,9.155300932928156e-05,9.38646443850999e-05,-3.9873501190998937,-3.987348957693668,4.622064584403063e-07,5.588697948866184e-09,2.3172237537671947e-06,2.3116350558183285e-06,1.1614062258580304e-06,9.281285929881698e-05,1.1222323421053936e-06,0.00046530756612101105,0.00046418533377890565,0.00023321489923155823,0.0014773966948958231,9.77188602642399e-06,0.05985560584616102,6.313150386141886e-09,2.5528816791318965e-06,-7.244524372757022e-10,-2.3565792536470176e-07,1,2.517303061455663e-08,1.0179109690415397e-05,5.093133789320854e-06,1.015393665980084e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,18,0.008308159783,0.27998498468710004,0.007284988981,0.008308159783,REMOVE_ONLY,0,1,-1,2,1,1,1,-95.43123520824254,0,5.431235208242541,-3.995014290061956,-3.9873958900158604,-3.9873020253714753,-3.9773173317069053,-3.99501280133693,-3.9873958804409995,-3.9872944416220957,-3.9773046182100313,9.38646443850999e-05,0.00010143881890378736,-3.987348957693668,-3.9873451610315476,1.4887250259221219e-06,9.57486090413795e-09,7.583749379591609e-06,7.574174518687471e-06,3.7966621202478734e-06,0.0002989417907136027,1.922669408169402e-06,0.001522846449399908,0.0015209237799917385,0.0007623845594040387,0.0037493944529759194,2.2669257917249843e-05,0.1519040212799723,1.2954373610277181e-08,9.493119048051973e-06,-3.3795127061392316e-09,-1.9093696684603645e-06,1,3.945406230433213e-08,2.079376006018991e-05,1.896028414613852e-05,2.0754305997885577e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,19,0.0087032918185,0.29330093428345005,0.008308159783,0.0087032918185,REMOVE_ONLY,0,1,-1,2,1,1,1,-75.10928811705266,0,14.890711882947343,-3.99501280133693,-3.9873958804409995,-3.9872944416220957,-3.9773046182100313,-3.995011322612867,-3.987395257742428,-3.9872875382236943,-3.97729636561643,0.00010143881890378736,0.00010771951873378427,-3.9873451610315476,-3.9873413979830614,1.4787240631974896e-06,6.226985713730926e-07,6.903398401369998e-06,6.280699829996905e-06,3.7630484861495006e-06,0.00029693355839822955,0.00012504030143899278,0.001386229319841451,0.0012611890184024582,0.0007556348105956345,0.0037124309690485116,0.0001873328025543624,0.1504063538565314,8.322448434849861e-07,8.586150618730692e-06,-2.0954627211189347e-07,-1.6827522173606946e-06,1,1.848359843864793e-06,1.846683669340376e-05,1.550777492163811e-05,1.6618476849538967e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,20,0.008975430486,0.3024720073782,0.0087032918185,0.008975430486,ADD_ONLY,1,0,1,2,1,1,1,-14.644326960870075,0,14.644326960870075,-3.995011322612867,-3.987395257742428,-3.9872875382236943,-3.97729636561643,-3.9950127325999194,-3.987402076921617,-3.987287858880673,-3.9773091246721672,0.00010771951873378427,0.00011421804094391419,-3.9873413979830614,-3.9873449679011452,-1.4099870524475477e-06,-6.8191791888772e-06,-3.2065697874728016e-07,6.49852221012992e-06,-3.56991808381224e-06,-0.0002831308985892698,-0.001369317773547338,-6.438917178284883e-05,0.0013049286017644893,-0.0007168534726650935,0.003603747509907637,0.0001460826418749448,0.14600315567075065,2.2724877535296173e-16,-5.741934705483231e-16,-6.819179189104449e-06,-3.206569781730867e-07,1,1.205568310085482e-05,6.433686125618566e-07,0.0,-1.1412314488292963e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,21,0.009092366818,0.30641276176660004,0.008975430486,0.009092366818,ADD_ONLY,1,0,1,2,1,1,1,-168.88554505501918,0,11.114454944980821,-3.9950127325999194,-3.987402076921617,-3.987287858880673,-3.9773091246721672,-3.9950141336472327,-3.9874089171662592,-3.9872881661965986,-3.977319099289314,0.00011421804094391419,0.00012075096966057686,-3.9873449679011452,-3.987348541681429,-1.4010473132763934e-06,-6.8402446422588525e-06,-3.073159255961855e-07,6.532928716662667e-06,-3.5737802837054744e-06,-0.00028133576410183683,-0.001373547798734296,-6.171023628465413e-05,0.001311837562449642,-0.0007176290174648876,0.0036084338274550752,0.00015163798717449662,0.146193013177111,6.245004513516506e-17,3.5735303605122226e-16,-6.840244642321303e-06,-3.073159259535385e-07,1,1.2165519285441561e-05,6.186713698637885e-07,0.0,-1.1546847915577772e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,22,0.0092023244325,0.31011833337525,0.009092366818,0.0092023244325,ADD_ONLY,1,0,1,2,1,1,1,20.38595165608289,0,20.38595165608289,-3.9950141336472327,-3.9874089171662592,-3.9872881661965986,-3.977319099289314,-3.9950155242834713,-3.987415055794958,-3.9872890738913265,-3.9773260138652704,0.00012075096966057686,0.00012598190363144468,-3.987348541681429,-3.987352064843142,-1.3906362386073567e-06,-6.138628698693083e-06,-9.07694727825259e-07,5.230933970867824e-06,-3.5231617130371262e-06,-0.0002792451797087337,-0.0012326605812087827,-0.00018226864104021174,0.001050391940168571,-0.0007074646110799099,0.0035585540864693684,0.0002584622572840386,0.14417201421290543,3.95516952522712e-16,-4.163336342344337e-17,-6.1386286990886e-06,-9.076947277836256e-07,1,1.0561501833662266e-05,1.7137927629998049e-06,0.0,-8.847709070662461e-06,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,23,0.009682785245500002,0.32630986277335006,0.0092023244325,0.009682785245500002,ADD_ONLY,1,0,1,2,1,1,1,-4.161933775616307,1,4.161933775616305,-3.9950155242834713,-3.987415055794958,-3.9872890738913265,-3.9773260138652704,-3.9950168913660185,-3.9874219670696,-3.9872890904831255,-3.9773392672418613,0.00012598190363144468,0.00013287658647431755,-3.987352064843142,-3.9873555287763627,-1.3670825471656656e-06,-6.911274641918652e-06,-1.6591799045784228e-08,6.894682842872868e-06,-3.463933220704263e-06,-0.0002745155066160593,-0.0013878108996582122,-3.3316979506237226e-06,0.0013844792017075884,-0.0006955712988490054,0.003532138825102683,3.919927623672646e-05,0.14310204306865937,-8.673617379884035e-18,1.1622647289044608e-16,-6.9112746419099785e-06,-1.65917991620107e-08,1,1.2685442761421271e-05,4.3557577491436055e-08,0.0,-1.2641885183929836e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,24,0.0103026901015,0.34720065642055,0.009682785245500002,0.0103026901015,ADD_ONLY,1,0,1,2,1,1,1,4.477147055104951,1,4.477147055104951,-3.9950168913660185,-3.9874219670696,-3.9872890904831255,-3.9773392672418613,-3.9950183006975157,-3.987429091233982,-3.9872891259608783,-3.977352779113891,0.00013287658647431755,0.00013996527310355944,-3.9873555287763627,-3.9873591085974303,-1.4093314972818405e-06,-7.1241643819774936e-06,-3.547775273560205e-08,7.0886866292418915e-06,-3.5798210675785924e-06,-0.0002829992605555593,-0.0014305599896577731,-7.124071100172467e-06,0.0014234359185576007,-0.0007188420304235603,0.0036196401511857067,6.13886406414477e-05,0.14664709610828533,3.677613769070831e-16,5.637851296924623e-16,-7.124164382345255e-06,-3.547775329938718e-08,1,1.297118133137221e-05,8.369786244797116e-08,0.0,-1.2887483468924238e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,25,0.010906003493,0.3675323177141,0.0103026901015,0.010906003493,REMOVE_ONLY,0,1,-1,2,1,1,1,-85.36284769142443,1,4.6371523085755655,-3.9950183006975157,-3.987429091233982,-3.9872891259608783,-3.977352779113891,-3.995016849644772,-3.987429055336585,-3.9872817700074727,-3.9773409383244536,0.00013996527310355944,0.0001472853291124565,-3.9873591085974303,-3.987355412672029,1.4510527437394671e-06,3.589739661080671e-08,7.355953405507876e-06,7.320056008897069e-06,3.695925401281386e-06,0.00029137704954256254,7.208337226778334e-06,0.0014771041294790342,0.001469895792252256,0.0007421562333974937,0.003676087676451721,6.388486463279345e-05,0.14893403120352355,4.728645888740779e-08,9.20444390457853e-06,-1.138906227660108e-08,-1.848490499070654e-06,1,1.2046719330094628e-07,2.0215996200445803e-05,1.831427239630472e-05,2.009552900714486e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,26,0.011394456119,0.3839931712103,0.010906003493,0.011394456119,ADD_ONLY,1,0,1,2,1,1,1,168.5296971888479,0,11.470302811152095,-3.995016849644772,-3.987429055336585,-3.9872817700074727,-3.9773409383244536,-3.9950182439698207,-3.9874359481814863,-3.9872819933148613,-3.9773536186531926,0.0001472853291124565,0.00015395486662495017,-3.987355412672029,-3.987358970748174,-1.3943250487535863e-06,-6.892844901074113e-06,-2.2330738858045152e-07,6.669537512493662e-06,-3.5580761448272824e-06,-0.00027998590717116974,-0.0013841101358270664,-4.484099444789654e-05,0.00133926914137917,-0.0007144755651374815,0.003601441876975243,0.00016750072868029173,0.14590972129573967,-1.403391292065237e-15,-8.795048023202412e-16,-6.892844899670722e-06,-2.2330738770094671e-07,1,1.2273745311142028e-05,4.4928212563384644e-07,0.0,-1.1824463185508181e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,27,0.011604294688500001,0.3910647310024501,0.011394456119,0.011604294688500001,REMOVE_ONLY,0,1,-1,2,1,1,1,-114.56708357212918,0,24.567083572129178,-3.9950182439698207,-3.9874359481814863,-3.9872819933148613,-3.9773536186531926,-3.9950167733296396,-3.9874347447874188,-3.9872757409095136,-3.977348088457089,0.00015395486662495017,0.00015900387790512838,-3.987358970748174,-3.987355242848466,1.4706401811892533e-06,1.203394067506025e-06,6.252405347684231e-06,5.049011280178206e-06,3.727899707595128e-06,0.000295310283366655,0.00024164622157241562,0.0012555073760154593,0.0010138611544430437,0.0007485767987939375,0.0036980826924208694,0.0003724978314545168,0.1498246960989929,1.5671589334541325e-06,7.764269043114558e-06,-3.637648659481074e-07,-1.5118636954303266e-06,1,3.350147045236018e-06,1.6240021629755137e-05,1.2394191213879547e-05,1.288987458451912e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,28,0.011842454761000001,0.39909072544570007,0.011604294688500001,0.011842454761000001,REMOVE_ONLY,0,1,-1,2,1,1,1,124.2384680680194,0,34.2384680680194,-3.9950167733296396,-3.9874347447874188,-3.9872757409095136,-3.977348088457089,-3.9950153567193616,-3.987432305119386,-3.987271022267728,-3.9773471012550345,0.00015900387790512838,0.0001612828516579512,-3.987355242848466,-3.987351663693557,1.416610277971131e-06,2.4396680329275e-06,4.7186417857503216e-06,2.2789737528228216e-06,3.5791549093389108e-06,0.0002844608681026752,0.0004898948548663893,0.0009475216716361053,0.0004576268167697161,0.0007187082632512474,0.003592828452047014,0.00047404047028350204,0.1455600781123822,3.1423477995853877e-06,5.812590975899298e-06,-7.026797666578877e-07,-1.0939491901489767e-06,1,6.431099504053929e-06,1.1764665030768176e-05,5.34047435898385e-06,5.333565526714247e-06,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,29,0.011977915001,0.40365573553370004,0.011842454761000001,0.011977915001,REMOVE_ONLY,0,1,-1,2,1,1,1,-118.31188772710094,0,28.311887727100938,-3.9950153567193616,-3.987432305119386,-3.987271022267728,-3.9773471012550345,-3.9950140560594125,-3.987430880104373,-3.9872658894747954,-3.977343970711494,0.0001612828516579512,0.0001649906295777548,-3.987351663693557,-3.987348384789584,1.300659949077243e-06,1.425015012657127e-06,5.132792932460717e-06,3.70777791980359e-06,3.2789039727809666e-06,0.00026117758989493495,0.0002861485716031575,0.0010306848369405987,0.0007445362653374412,0.0006584167043164655,0.0033477986265767652,0.000384794371089341,0.13563307856403362,1.8329138195601752e-06,6.342475564457065e-06,-4.0789880690304814e-07,-1.2096826319963477e-06,1,3.847751342541105e-06,1.308997361374454e-05,9.0191049969821e-06,9.242222271203436e-06,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,30,0.0121327905075,0.40887504010275,0.011977915001,0.0121327905075,ADD_ONLY,1,0,1,2,1,1,1,15.035233653480326,0,15.035233653480326,-3.9950140560594125,-3.987430880104373,-3.9872658894747954,-3.977343970711494,-3.995015495353633,-3.98743765311159,-3.987266409344707,-3.977355370745192,0.0001649906295777548,0.00017124376688304466,-3.987348384789584,-3.9873520312281485,-1.4392942206953308e-06,-6.773007216853699e-06,-5.198699115638306e-07,6.253137305289869e-06,-3.6464385644308095e-06,-0.00028901589226116057,-0.0013600462615104298,-0.00010439190555337896,0.0012556543559570507,-0.0007322190835764917,0.003657112694036221,0.00028231391192095115,0.14816501643337437,3.712308238590367e-16,1.9081958235744878e-16,-6.77300721722493e-06,-5.198699117546501e-07,1,1.1938747273807534e-05,1.006204345540538e-06,0.0,-1.0932542928266996e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,31,0.012305169278,0.4146842046686,0.0121327905075,0.012305169278,REMOVE_ONLY,0,1,-1,2,1,1,1,-69.91980426888414,0,20.080195731115865,-3.995015495353633,-3.98743765311159,-3.987266409344707,-3.977355370745192,-3.995014058588918,-3.987436761971685,-3.9872599957707164,-3.9773485086057634,0.00017124376688304466,0.0001767662009686255,-3.9873520312281485,-3.987348378871201,1.4367647152013774e-06,8.911399049793545e-07,6.413573990560195e-06,5.522434085580841e-06,3.6523569475477302e-06,0.00028850795769378546,0.00017894436805471816,0.0012878706680064561,0.0011089262999517378,0.0007334075179859996,0.0036253994269152454,0.0003589029227526446,0.1468800038973579,1.156020319404566e-06,7.978737674847053e-06,-2.648804144252115e-07,-1.5651636842868577e-06,1,2.515595096979886e-06,1.6918403758810026e-05,1.3645403449058896e-05,1.4402808661830141e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,32,0.0125976633715,0.42454125561955003,0.012305169278,0.0125976633715,ADD_ONLY,1,0,1,2,1,1,1,-161.6707269681222,0,18.32927303187779,-3.995014058588918,-3.987436761971685,-3.9872599957707164,-3.9773485086057634,-3.995015435051828,-3.9874431780585415,-3.9872605907144916,-3.9773582994388104,0.0001767662009686255,0.00018258734404996702,-3.987348378871201,-3.9873518843865163,-1.3764629098744763e-06,-6.416086856475545e-06,-5.94943775134027e-07,5.821143081341518e-06,-3.5055153153606966e-06,-0.0002763991200281319,-0.001288375261281559,-0.00011946703012016195,0.001168908231161397,-0.0007039211456116856,0.003553398583632264,0.0003146187743505395,0.1439630301406297,-1.7867651802561113e-16,3.0704605524789486e-16,-6.416086856296868e-06,-5.94943775441073e-07,1,1.1118584036355002e-05,1.1200338465238145e-06,0.0,-9.998550189831187e-06,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,33,0.012937157151500001,0.4359821960055501,0.0125976633715,0.012937157151500001,REMOVE_ONLY,0,1,-1,2,1,1,1,-93.72074183931758,1,3.720741839317583,-3.995015435051828,-3.9874431780585415,-3.9872605907144916,-3.9773582994388104,-3.995014038422587,-3.9874431495886737,-3.9872535010065553,-3.9773471790870603,0.00018258734404996702,0.00018964858211845126,-3.9873518843865163,-3.9873483252976145,1.396629240701941e-06,2.8469867796587778e-08,7.089707936280831e-06,7.0612380684842435e-06,3.559088901816665e-06,0.00028044859789994443,5.7168604761109855e-06,0.001423641000993761,0.0014179241405176501,0.0007146789306903486,0.003578437401547343,7.241993726763694e-05,0.14497778766867356,3.699654118997919e-08,8.868380576849966e-06,-8.526673393391415e-09,-1.7786726405691344e-06,1,9.606162380963111e-08,1.9584224911881194e-05,1.7662728621597255e-05,1.948816328807156e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,34,0.0130826587155,0.44088559871235006,0.012937157151500001,0.0130826587155,REMOVE_ONLY,0,1,-1,2,1,1,1,76.92652898793507,0,13.073471012064928,-3.995014038422587,-3.9874431495886737,-3.9872535010065553,-3.9773471790870603,-3.995012586829523,-3.987442761763238,-3.987246502687491,-3.9773388153449702,0.00018964858211845126,0.00019625907574694068,-3.9873483252976145,-3.9873446322253647,1.4515930639724672e-06,3.8782543576587614e-07,6.998319064255298e-06,6.610493628489422e-06,3.6930722497885426e-06,0.00029148554795240943,7.787685988574174e-05,0.001405289759106303,0.0013274128992205613,0.0007415833094514349,0.0036647790115976182,0.00027331960162065884,0.14847562987313093,5.031589234236883e-07,8.739588020511418e-06,-1.1533348765781215e-07,-1.74126895625612e-06,1,1.1322476074206727e-06,1.8883982281515627e-05,1.6472820008264877e-05,1.7751734674094953e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,35,0.013384383771499999,0.45105373309955,0.0130826587155,0.013384383771499999,REMOVE_ONLY,0,1,-1,2,1,1,1,109.0876585933067,0,19.0876585933067,-3.995012586829523,-3.987442761763238,-3.987246502687491,-3.9773388153449702,-3.9950111785886344,-3.987442019259096,-3.98724009993682,-3.9773309129221004,0.00019625907574694068,0.00020191932227575649,-3.9873446322253647,-3.987341059597958,1.408240888789436e-06,7.425041421704748e-07,6.402750670986279e-06,5.660246528815804e-06,3.5726274068004216e-06,0.0002827802621172917,0.00014909772725505365,0.0012856973032288417,0.001136599575973788,0.0007173975152865352,0.0035812187300525225,0.00037562935675395325,0.14509000319270918,9.587093636794636e-07,7.976675829149404e-06,-2.162052215089888e-07,-1.5739251581631253e-06,1,2.092277237814922e-06,1.693107302313305e-05,1.4035901477396145e-05,1.4838795785318127e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,36,0.014032564405,0.4728974204485,0.013384383771499999,0.014032564405,REMOVE_ONLY,0,1,-1,2,1,1,1,66.3657022703427,0,23.634297729657305,-3.9950111785886344,-3.987442019259096,-3.98724009993682,-3.9773309129221004,-3.995009713238039,-3.9874407664262628,-3.9872338998202395,-3.9773270700272008,0.00020191932227575649,0.00020686660602331486,-3.987341059597958,-3.987337333123251,1.4653505955308788e-06,1.2528328330319027e-06,6.200116580590276e-06,4.947283747558373e-06,3.726474707033134e-06,0.0002942481139389139,0.00025157371848395674,0.001245007587675036,0.0009934338691910793,0.0007482906531240838,0.0036885745080338242,0.0004897804068681728,0.14943913836504918,1.615879918885968e-06,7.711458285980868e-06,-3.630470858540652e-07,-1.5113417053905925e-06,1,3.4592726263237937e-06,1.6157119845069898e-05,1.2191128215721722e-05,1.2697847218746104e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,37,0.014472456473,0.48772178314010006,0.014032564405,0.014472456473,REMOVE_ONLY,0,1,-1,2,1,1,1,-87.05439776038824,1,2.945602239611759,-3.995009713238039,-3.9874407664262628,-3.9872338998202395,-3.9773270700272008,-3.995008397790221,-3.9874407555557476,-3.9872272183379134,-3.9773165569057216,0.00020686660602331486,0.00021353721783423651,-3.987337333123251,-3.9873339869468305,1.3154478177845874e-06,1.0870515154692839e-08,6.681482326076349e-06,6.670611810921656e-06,3.3461764203934763e-06,0.0002641470515989007,2.18284183428057e-06,0.001341667706527181,0.0013394848646929006,0.0006719252741361433,0.003407195432384717,4.883704664001036e-05,0.13804003872686285,1.4018839549281847e-08,8.347619570510043e-06,-3.1483243945890083e-09,-1.6661372444336936e-06,1,4.059879565738015e-08,1.861689930815699e-05,1.6667166511505872e-05,1.8576300512499613e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,38,0.014902445425,0.5022124108225001,0.014472456473,0.014902445425,ADD_ONLY,1,0,1,2,1,1,1,-5.940559201054611,0,5.9405592010546115,-3.995008397790221,-3.9874407555557476,-3.9872272183379134,-3.9773165569057216,-3.99500983479208,-3.987448001750299,-3.987227269839137,-3.977330137804371,0.00021353721783423651,0.00022073191116200874,-3.9873339869468305,-3.9873376357947183,-1.4370018588394373e-06,-7.246194551502327e-06,-5.1501223730099355e-08,7.194693327772228e-06,-3.648847887838258e-06,-0.00028855557706108535,-0.0014550641235734655,-1.0341646561816568e-05,0.001444722477011649,-0.0007327028851122285,0.003675514008103385,0.0001195862310820446,0.14891075505316445,-2.3418766925686896e-16,-9.194034422677078e-16,-7.24619455126814e-06,-5.150122281069591e-08,1,1.3126007590558017e-05,1.1486229668695935e-07,0.0,-1.3011145293871057e-05,0.0049799829671468565
2.0,33.7,0.23,0.41,C1,0.0,39,0.015469605083999999,0.5213256913308,0.014902445425,0.015469605083999999,ADD_ONLY,1,0,1,2,1,1,1,145.80874951728586,0,34.19125048271414,-3.99500983479208,-3.987448001750299,-3.987227269839137,-3.977330137804371,-3.995011221359424,-3.98745298377665,-3.98722931131489,-3.977332087730379,0.00022073191116200874,0.00022367246176013822,-3.9873376357947183,-3.98734114754577,-1.386567344052736e-06,-4.9820263510191864e-06,-2.04147575288971e-06,2.9405505981294766e-06,-3.5117510517324035e-06,-0.000278428129814896,-0.0010004103194500484,-0.00040993629222376977,0.0005904740272262786,-0.0007051733057923216,0.003555003356262972,0.0006270698623869934,0.1440270252698617,-4.909267437014364e-16,-6.886852199627924e-16,-4.98202635052826e-06,-2.0414757522010246e-06,1,8.02950507632749e-06,3.4528307854606004e-06,0.0,-4.576674290866889e-06,0.0049799829671468565
