shape_n,scale_a0,deformation_mode,delta,xi,metric,frac_ambiguous,n_placements,mean,std,median,min,max,q5,q25,q75,q95,frac_neg,count
2.0,33.7,area_preserving,0.002,0.0674,chi_center,0.0,256,0.00012851702795024789,0.0037506318907443528,8.811404494935005e-06,-0.0147456385726219,0.007670637285794868,-0.007131432865625786,-0.0019371958388525456,0.003172852200972187,0.006125949289670363,0.48046875,256
2.0,33.7,area_preserving,0.002,0.0674,chi_split,0.0,256,0.00046750260161189383,0.012790391576950355,0.005613095482748243,-0.04155694033403101,0.02087781301995939,-0.023108427731954873,-0.009275995465463094,0.00945573736482741,0.015906073648375152,0.34375,256
2.0,33.7,area_preserving,0.002,0.0674,legacy_raw_ratio,0.0,256,0.014401403201308102,0.0063819476447299316,0.014044322994899439,4.440892098500626e-13,0.03359321322182751,0.003984781920929326,0.010359784783808834,0.019203486368246647,0.02403035126086195,0.0,256
2.0,33.7,area_preserving,0.002,0.0674,sorted_baseline_corrected_ratio,0.0,256,0.0061321593336199215,0.007367707423126733,0.0061653001306449795,-0.012184701496886774,0.02562948610962401,-0.007637008648642141,0.0012410681404229074,0.010153818851221796,0.01751938873162384,0.18359375,256
2.0,33.7,area_preserving,0.002967359050445104,0.1,chi_minus,0.015625,256,0.00010694402259444077,0.006892763098170541,-0.001196725311581881,-0.02341742838489047,0.017122549004331855,-0.008602274337409743,-0.004225194618372563,0.006461771868561672,0.01348529783036041,0.5793650793650794,252
2.0,33.7,area_preserving,0.002967359050445104,0.1,chi_plus,0.015625,256,-7.603814838781399e-05,0.007373065489413963,0.0009320172918581004,-0.03414144105785866,0.013756879217011075,-0.012441309443397297,-0.006280553478992701,0.00541547160663991,0.010447695770777976,0.4166666666666667,252
2.0,33.7,area_preserving,0.002967359050445104,0.1,chi_center,0.015625,256,1.545293710212563e-05,0.0031483412110233752,4.549149069088543e-05,-0.015093960271427065,0.007566839689531868,-0.0052143266861881974,-0.0021722073101061445,0.002319651168705028,0.004904218580947495,0.4603174603174603,252
2.0,33.7,area_preserving,0.002967359050445104,0.1,chi_split,0.015625,256,-0.00018298217098225477,0.012810009607847596,0.004269310453675734,-0.0380949615731625,0.026769312192041816,-0.020219612309638823,-0.012489175771189465,0.009021314333145125,0.01643832073117757,0.35714285714285715,252
2.0,33.7,area_preserving,0.002967359050445104,0.1,legacy_raw_ratio,0.015625,256,0.01313334736216327,0.004947410009478739,0.013071591935860827,0.0026803348797366233,0.03272740949953734,0.0053195989358649776,0.009719177766684406,0.015886971929805926,0.02095716877057747,0.0,252
2.0,33.7,area_preserving,0.002967359050445104,0.1,sorted_baseline_corrected_ratio,0.015625,256,0.007540446768422148,0.006043445277662921,0.007870722125594032,-0.004296320698438105,0.027359857425912182,-0.0012588025485925857,0.0033418878113754547,0.010380633297749964,0.01643832073137961,0.11507936507936507,252
2.0,33.7,area_preserving,0.004,0.1348,chi_minus,0.015625,256,0.00022957259702464816,0.006722443494707659,-0.0006621517948390832,-0.015826631972415406,0.014187424394074277,-0.0088100820999637,-0.00550499443330299,0.005777097856707325,0.011571253485942457,0.5277777777777778,252
2.0,33.7,area_preserving,0.004,0.1348,chi_plus,0.015625,256,-0.0003737295948278359,0.007470669479187958,0.002127230496973276,-0.02532747852979078,0.014903351612249871,-0.012281879329717471,-0.0068369503961052125,0.005780231706969952,0.00915439935272322,0.4126984126984127,252
2.0,33.7,area_preserving,0.004,0.1348,chi_center,0.015625,256,-7.207849890577923e-05,0.002816896286454602,-2.5380586410328476e-05,-0.011197299904730507,0.007284160317921895,-0.00453006997980232,-0.0017283943649915035,0.0017713747013925474,0.0046260609216031146,0.5119047619047619,252
2.0,33.7,area_preserving,0.004,0.1348,chi_split,0.015625,256,-0.0006033021918524841,0.013048550849008729,0.005627983677036763,-0.02826035725023157,0.02053260895240605,-0.020886874150560786,-0.014113858751496622,0.00975544298761899,0.015664664935299832,0.4007936507936508,252
2.0,33.7,area_preserving,0.004,0.1348,legacy_raw_ratio,0.015625,256,0.012809993987050386,0.0037810400522284137,0.012436869212040236,0.003333632797919428,0.02427849369412982,0.007231186754541596,0.01010426167302736,0.016063417846434724,0.019058324410625715,0.0,252
2.0,33.7,area_preserving,0.004,0.1348,sorted_baseline_corrected_ratio,0.015625,256,0.008665069141790029,0.004647418835419412,0.008527438586036773,-0.0016246947988074467,0.02053260895240605,0.0017702908281125307,0.005388386792509747,0.011497192962339753,0.01628895719611445,0.023809523809523808,252
2.0,33.7,area_preserving,0.005934718100890208,0.2,chi_minus,0.015625,256,0.000977097333578559,0.006909552069823002,-0.00023257821931288447,-0.012428871033947964,0.013417476957506835,-0.009293237682316702,-0.00446653839621286,0.006662664806614871,0.012385069419738859,0.5,252
2.0,33.7,area_preserving,0.005934718100890208,0.2,chi_plus,0.015625,256,-0.0007919633926949934,0.006703629466478315,0.0014311661909821582,-0.01691189381419278,0.010578703855462557,-0.010478964680114878,-0.00757057194613342,0.005104202052368834,0.008599520679288741,0.46825396825396826,252
2.0,33.7,area_preserving,0.005934718100890208,0.2,chi_center,0.015625,256,9.25669704420797e-05,0.002141023406787381,0.00011512788931855589,-0.0050970319831749045,0.0061588053884509275,-0.002930657741831766,-0.0016323092795518246,0.0013203901067871393,0.0038043443956302992,0.47619047619047616,252
2.0,33.7,area_preserving,0.005934718100890208,0.2,chi_split,0.015625,256,-0.0017690607262735524,0.012923822605760218,0.004989207126308015,-0.02362972366218541,0.017677881557480513,-0.01835840397142966,-0.01499048329497582,0.009162388276683586,0.01517463073845563,0.4642857142857143,252
2.0,33.7,area_preserving,0.005934718100890208,0.2,legacy_raw_ratio,0.015625,256,0.01253601811099384,0.00307248964604808,0.012092691315884085,0.0044867527546357255,0.02094594762537283,0.007902783060813235,0.01019232769131867,0.014690548227075606,0.017701185452383784,0.0,252
2.0,33.7,area_preserving,0.005934718100890208,0.2,sorted_baseline_corrected_ratio,0.015625,256,0.009738079486521056,0.0036588146364314317,0.008927652103665307,0.0021676788320108553,0.01826217158856025,0.004354052578189549,0.00703906818960498,0.012679097077022361,0.016148977525346494,0.0,252
2.0,33.7,area_preserving,0.008,0.2696,chi_minus,0.078125,256,0.001040147161973695,0.006743231316939113,-0.0004817647283883453,-0.01002835047009265,0.014117284755754689,-0.008704045319232745,-0.005135321516580582,0.0069596631002283305,0.011490500802610604,0.5042372881355932,236
2.0,33.7,area_preserving,0.008,0.2696,chi_plus,0.078125,256,-0.0009458954764825905,0.006652145624326162,0.000868118555014119,-0.01254591529248339,0.009240521074760366,-0.010349500568204717,-0.007312421462193908,0.004863896059831285,0.007901955354924772,0.4957627118644068,236
2.0,33.7,area_preserving,0.008,0.2696,chi_center,0.078125,256,4.7125842747198795e-05,0.0019532301998533143,-3.7314711320846072e-06,-0.0041029998212871455,0.006256144204019876,-0.002774131625304932,-0.001627474251822414,0.0011812979602426887,0.0035615560456531137,0.5042372881355932,236
2.0,33.7,area_preserving,0.008,0.2696,chi_split,0.078125,256,-0.0019860426384562856,0.012813429952494465,0.005341175501466511,-0.019547466812486203,0.017405057494424003,-0.017667178544331086,-0.014476064345625428,0.010323229153993974,0.015410440302690565,0.4957627118644068,236
2.0,33.7,area_preserving,0.008,0.2696,legacy_raw_ratio,0.078125,256,0.012541124652038315,0.0024187093141519816,0.012536538098129046,0.006061337979257342,0.01780469755513492,0.009071827316409209,0.010681382910035508,0.014075514172817716,0.016987431078752113,0.0,236
2.0,33.7,area_preserving,0.008,0.2696,sorted_baseline_corrected_ratio,0.078125,256,0.010455206447258145,0.0027612221810443737,0.01020836638238043,0.005341175501438755,0.017405057494424003,0.006328405583497232,0.008522907494812326,0.012597402965733306,0.015486011415988266,0.0,236
2.0,33.7,area_preserving,0.011869436201780416,0.4,chi_minus,0.0625,256,0.0009645510188953395,0.0066608760682390035,0.003711028522561055,-0.009762331991047923,0.012028557827722164,-0.007682730241693414,-0.0053898970608100005,0.006967816586616521,0.01114149346091648,0.49583333333333335,240
2.0,33.7,area_preserving,0.011869436201780416,0.4,chi_plus,0.0625,256,-0.0008415647676702147,0.006397702471297994,-0.0020528935455439434,-0.010918457060544617,0.00858277587142886,-0.008783222054332745,-0.007467306575175053,0.005002730421705293,0.008119238797708562,0.5041666666666667,240
2.0,33.7,area_preserving,0.011869436201780416,0.4,chi_center,0.0625,256,6.14931256139655e-05,0.0015200527894146485,-0.00010963217067105901,-0.003802198118250777,0.004367549217839439,-0.0021150749787040013,-0.0011596761450701765,0.00095841281157788,0.0029634484303251983,0.5166666666666667,240
2.0,33.7,area_preserving,0.011869436201780416,0.4,chi_split,0.0625,256,-0.001806115786565554,0.012702499434557396,-0.009086033336481614,-0.020257224465923263,0.018292517630934646,-0.016636581117585807,-0.014076319590675374,0.01081350928266564,0.013562711997515575,0.5041666666666667,240
2.0,33.7,area_preserving,0.011869436201780416,0.4,legacy_raw_ratio,0.0625,256,0.012523242079123443,0.001964575483601119,0.012706642112790545,0.007962599083657596,0.01900920576267584,0.009524871346349568,0.011283508215677446,0.01376480281999029,0.015372753201930416,0.0,240
