shape_n,scale_a0,deformation_mode,placement_grid,delta,xi,dx,dy,theta,n_sites_0,n_sites_delta,added_sites,removed_sites,symmetric_difference,cut_bonds,E0_0,Eminus_0,Eplus_0,E0_delta,Eminus_delta,Eplus_delta,S0_sorted,Sdelta_sorted,legacy_raw_ratio,sorted_baseline_corrected_ratio,chi_minus,chi_plus,chi_center,chi_split,overlap_11,overlap_12,overlap_21,overlap_22,assignment_score_best,assignment_score_second,assignment_margin,subspace_sv_min,subspace_sv_max,branch_status,symmetry_class_0,symmetry_class_delta,solve_status
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.125,0.0,3562,3567,6,1,7,2,-3.9950114098090963,-3.987350410045013,-3.9873328208710332,-3.995018013138326,-3.987350444862522,-3.9873662300225696,1.758917397953752e-05,1.5785160047521174e-05,0.005319598936014636,-0.0006079526950895087,-1.173350064087586e-05,-0.011258884067759656,-0.005635308784200266,-0.01124715056711878,0.20508428506553164,0.7948973450851153,0.7948857598704625,0.2050865014159278,1.5897831049555777,0.41017078648145944,1.1796123184741183,0.9999850014603545,0.9999919441132374,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.15625,0.0,3563,3567,4,0,4,0,-3.9950124129925637,-3.9873528392310824,-3.9873354899627085,-3.995017981820866,-3.987364361442889,-3.9873522926524063,1.7349268373934024e-05,1.20687904825445e-05,0.004067182392617497,-0.0017795210493982694,-0.003882985378772741,-0.00566250642817101,-0.0047727459034718756,-0.0017795210493982694,0.6986333555961499,0.30135769922034583,0.30134803812152555,0.698627213958984,1.397260569555134,0.6027057373418714,0.7945548322132625,0.9999868088360402,0.999996344518778,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.1875,0.0,3565,3565,2,2,4,4,-3.995015145585252,-3.9873585235720546,-3.9873436736662984,-3.995014978746506,-3.987342137237139,-3.9873591808283826,1.484990575617573e-05,1.7043591243659506e-05,0.0057436902491132535,0.0007392720092820326,0.005522194866567354,-0.005225913622377121,0.0001481406219454584,-0.010748108488944474,0.3654770549479751,0.6345010364338431,0.6345092801599349,0.3654808637002942,1.269010316593778,0.7309579186482693,0.5380523979455087,0.9999890297733942,0.9999950877753917,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.21875,0.0,3566,3564,2,4,6,8,-3.9950162643309928,-3.9873582507636014,-3.9873495795149174,-3.9950135768848343,-3.9873622363861103,-3.987331977292205,8.67124868397795e-06,3.025909390519388e-05,0.010197314646050337,0.007275103839549768,-0.001343154785505174,0.005931949054044594,0.002294397134194881,0.007275103839549768,0.5411723067797735,0.4588130944428173,0.4588070987514068,0.5411563868780158,1.0823286936577894,0.917620193194224,0.16470850046356533,0.9999813763129155,0.9999930669156365,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.25,0.0,3568,3567,3,4,7,8,-3.9950190182582075,-3.9873670819250915,-3.987354732261017,-3.9950176977340703,-3.987376451604553,-3.987338705093276,1.2349664074484679e-05,3.7746511277081396e-05,0.01272057430037643,0.008558737507275094,-0.003157581978570967,0.005401155528704127,0.001121786774991751,0.008558737507275094,0.6515498652942594,0.3484304707765778,0.34843128002228085,0.651542814622594,1.3030926799168534,0.6968617507988586,0.6062309291179948,0.999986397154195,0.9999908180689884,OK,Cs_diag,Cs_diag,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.28125,0.0,3570,3569,1,2,3,4,-3.9950220625267723,-3.9873819106927098,-3.987355407162526,-3.9950207414653716,-3.9873843501205033,-3.987346288151963,2.650353018385232e-05,3.80619685405037e-05,0.012826883398149747,0.003895193726191515,-0.0008220871664241791,0.0030731065597673357,0.0011255096966715783,0.003895193726191515,0.9470297741507052,0.052962694942431096,0.05296294538033222,0.9470233397291661,1.8940531138798713,0.10592564032276332,1.788127473557108,0.999993013313783,0.9999963637565163,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.3125,0.0,3567,3567,3,3,6,6,-3.995016273066173,-3.98737084353083,-3.9873370953201976,-3.995017863934483,-3.9873792166890034,-3.987336996545687,3.37482106322895e-05,4.222014331656254e-05,0.014228188297681577,0.0028550413146000153,-0.0028217543044628535,3.328701013716184e-05,-0.0013942336471628458,0.0028550413146000153,0.8111665870054243,0.18881775746529528,0.18881273445697938,0.8111693497329979,1.6223359367384222,0.37763049192227466,1.2447054448161476,0.9999886171902621,0.9999945970607063,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.34375,0.0,3568,3565,3,6,9,13,-3.995017327789214,-3.9873603578979595,-3.987352998592466,-3.9950149343554977,-3.987374372177553,-3.987326989943448,7.3593054934484314e-06,4.73822341051644e-05,0.015967812893440403,0.013487726942148281,-0.004722812223072914,0.008764914719075367,0.0020210512480760556,0.013487726942148281,0.5701149446533467,0.4298667712166978,0.42986497494393044,0.5700883467401137,1.1402032913934603,0.8597317461606282,0.28047154523283213,0.9999749259589518,0.999992592476303,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.375,0.0,3568,3569,5,4,9,8,-3.995017141918172,-3.987361856789376,-3.9873505659855315,-3.995018766784943,-3.987339839559494,-3.9873808679041387,1.1290803844321573e-05,4.10283446448112e-05,0.013826552145301374,0.010021551249765004,0.007419806470211121,-0.010211746570626623,-0.001395970050207751,-0.017631553040837744,0.2015637100014177,0.7984011671620218,0.7984076428966358,0.20156914808359785,1.5968088100586577,0.40313285808501553,1.1936759519736422,0.999981888128588,0.9999889457181301,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.40625,0.0,3566,3568,4,2,6,4,-3.9950147943349417,-3.987358892293441,-3.9873418195206347,-3.9950176931811057,-3.987377618845204,-3.9873377808924246,1.7072772806159264e-05,3.983795277928692e-05,0.013425390086619693,0.007671865650944021,-0.00631084794414738,0.0013610177067966411,-0.0024749151186753693,0.007671865650944021,0.7701843699197964,0.22980111090050107,0.2297986212860126,0.7701821523449908,1.540366522264787,0.4595997321865137,1.0807667900782734,0.999990119685988,0.9999930074664044,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.4375,0.0,3568,3567,1,2,3,4,-3.9950176108572393,-3.9873607258348267,-3.9873543085448984,-3.9950162797898496,-3.98736751272268,-3.9873408001371513,6.417289928339898e-06,2.6712585528887445e-05,0.009002141323235069,0.006839514617384523,-0.002287181206627409,0.0045523334107571145,0.0011325761020648528,0.006839514617384523,0.9257748863534472,0.07421656327639728,0.0742176522654248,0.9257669724664792,1.8515418588199264,0.14843421554182207,1.7031076432781043,0.9999917323331706,0.9999963048066991,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.46875,0.0,3572,3569,1,4,5,8,-3.99502332858653,-3.9873805057759864,-3.987363573536662,-3.995019125519013,-3.9873534101417674,-3.987369398856378,1.6932239324418674e-05,1.5988714610504218e-05,0.005388196823739921,-0.00031796782858917183,0.009131228731798835,-0.0019631327442701796,0.0035840479938391567,-0.011094361476069015,0.00022278487855078454,0.9997508351808544,0.9997690377757641,0.00022269738179434806,1.9995198729566184,0.0004454822603451326,1.9990743906962731,0.9999865573830136,0.9999961201275896,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.5,0.0,3570,3568,4,6,10,12,-3.995020293035381,-3.987375602623312,-3.9873528602185786,-3.9950175294120442,-3.9873415817119433,-3.987373114654167,2.274240473321143e-05,3.153294222357772e-05,0.010626601529345692,0.00296241113425344,0.011465047131185901,-0.006825744793252042,0.0023196511688921007,-0.018290791924437944,2.113470608594145e-24,0.9999558353638366,0.9999733062120484,2.1177852445385805e-24,1.999929141575885,4.231255853132725e-24,1.999929141575885,0.9999779174380986,0.9999866530169532,OK,Cs_axis,Cs_axis,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.53125,0.0,3572,3569,1,4,5,8,-3.995023328586529,-3.987380505775987,-3.987363573536661,-3.995019125519012,-3.987353410141767,-3.9873693988563774,1.6932239325750942e-05,1.5988714610504218e-05,0.005388196823739921,-0.000317967829038146,0.009131228732098151,-0.0019631327444198376,0.0035840479938391567,-0.011094361476517989,0.00022278487781770195,0.9997508351815868,0.9997690377764976,0.0002226973810615474,1.9995198729580843,0.00044548225887924934,1.999074390699205,0.9999865573830139,0.9999961201275893,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.5625,0.0,3568,3567,1,2,3,4,-3.995017610857239,-3.987360725834829,-3.9873543085448975,-3.9950162797898496,-3.9873675127226806,-3.9873408001371513,6.417289931448522e-06,2.6712585529331534e-05,0.009002141323384727,0.006839514616486575,-0.0022871812060287766,0.004552333410457798,0.0011325761022145109,0.006839514616486575,0.9257748863918146,0.07421656323803293,0.07421765222706142,0.9257669725048371,1.8515418588966517,0.14843421546509433,1.7031076434315573,0.9999917323331671,0.9999963048067015,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.59375,0.0,3566,3568,4,2,6,4,-3.995014794334941,-3.987358892293441,-3.9873418195206347,-3.9950176931811057,-3.9873776188452044,-3.987337780892425,1.7072772806159264e-05,3.983795277928692e-05,0.013425390086619693,0.007671865650944021,-0.006310847944297038,0.001361017706646983,-0.0024749151188250273,0.007671865650944021,0.7701843699089216,0.22980111091137723,0.2297986212968897,0.7701821523341149,1.5403665222430365,0.4595997322082669,1.0807667900347697,0.9999901196859888,0.9999930074664047,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.625,0.0,3568,3569,5,4,9,8,-3.9950171419181717,-3.9873618567893767,-3.9873505659855315,-3.995018766784943,-3.9873398395594943,-3.9873808679041374,1.1290803845209751e-05,4.102834464303484e-05,0.013826552144702742,0.010021551248867056,0.007419806470360779,-0.010211746570177649,-0.0013959700499084349,-0.017631553040538428,0.20156371001848902,0.7984011671449416,0.7984076428795642,0.20156914810066873,1.596808810024506,0.4031328581191578,1.1936759519053481,0.9999818881285844,0.9999889457181288,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.65625,0.0,3568,3565,3,6,9,13,-3.9950173277892143,-3.987360357897959,-3.9873529985924665,-3.9950149343554977,-3.9873743721775545,-3.987326989943448,7.359305492560253e-06,4.738223410649667e-05,0.015967812893889377,0.013487726942896572,-0.004722812223671546,0.008764914719225025,0.0020210512477767395,0.013487726942896572,0.5701149447014244,0.4298667711686216,0.4298649748958507,0.5700883467881869,1.1402032914896112,0.8597317460644722,0.28047154542513897,0.9999749259589493,0.9999925924763029,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.6875,0.0,3567,3567,3,3,6,6,-3.995016273066173,-3.9873708435308304,-3.9873370953201976,-3.9950178639344833,-3.9873792166890034,-3.9873369965456864,3.374821063273359e-05,4.222014331700663e-05,0.014228188297831235,0.0028550413146000153,-0.0028217543043131954,3.328701028681991e-05,-0.0013942336470131877,0.0028550413146000153,0.8111665869999806,0.18881775747074375,0.1888127344624267,0.8111693497275463,1.6223359367275267,0.37763049193317044,1.2447054447943562,0.9999886171902622,0.9999945970607063,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.71875,0.0,3570,3569,1,2,3,4,-3.9950220625267723,-3.987381910692709,-3.9873554071625255,-3.995020741465372,-3.9873843501205033,-3.987346288151963,2.650353018340823e-05,3.80619685405037e-05,0.012826883398149747,0.003895193726341173,-0.0008220871667234952,0.0030731065596176776,0.0011255096965219202,0.003895193726341173,0.9470297741495135,0.05296269494361764,0.052962945381520084,0.9470233397279759,1.8940531138774894,0.10592564032513772,1.7881274735523518,0.9999930133137811,0.9999963637565145,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.75,0.0,3568,3567,3,4,7,8,-3.995019018258208,-3.987367081925091,-3.9873547322610174,-3.9950176977340695,-3.9873764516045536,-3.9873387050932747,1.23496640735965e-05,3.774651127885775e-05,0.012720574300975063,0.008558737508173042,-0.003157581978870283,0.005401155529302759,0.001121786775291067,0.008558737508173042,0.6515498653243842,0.3484304707464533,0.3484312799921532,0.6515428146527192,1.3030926799771034,0.6968617507386065,0.606230929238497,0.999986397154195,0.9999908180689874,OK,Cs_diag,Cs_diag,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.78125,0.0,3566,3564,2,4,6,8,-3.9950162643309914,-3.9873582507636005,-3.987349579514918,-3.9950135768848343,-3.987362236386111,-3.9873319772922056,8.671248682645682e-06,3.0259093905637968e-05,0.010197314646199995,0.0072751038401484,-0.0013431547861038062,0.005931949054044594,0.002294397133895565,0.0072751038401484,0.5411723068746007,0.4588130943479883,0.45880709865658403,0.5411563869728399,1.0823286938474406,0.9176201930045723,0.16470850084286826,0.9999813763129155,0.9999930669156363,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.8125,0.0,3565,3565,2,2,4,4,-3.995015145585252,-3.987358523572055,-3.987343673666299,-3.995014978746506,-3.9873421372371385,-3.987359180828382,1.484990575617573e-05,1.7043591243659506e-05,0.0057436902491132535,0.0007392720092820326,0.00552219486686667,-0.005225913622077805,0.00014814062254409066,-0.010748108488944474,0.3654770549304746,0.6345010364513481,0.6345092801774334,0.36548086368279536,1.2690103166287816,0.73095791861327,0.5380523980155116,0.9999890297733965,0.9999950877753913,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.84375,0.0,3563,3567,4,0,4,0,-3.9950124129925646,-3.987352839231083,-3.987335489962709,-3.9950179818208653,-3.9873643614428884,-3.9873522926524063,1.7349268373934024e-05,1.2068790482100411e-05,0.0040671823924678385,-0.0017795210495479274,-0.0038829853784734247,-0.005662506428021352,-0.004772745903172559,-0.0017795210495479274,0.698633355563615,0.3013576992528855,0.30134803815406064,0.6986272139264502,1.3972605694900653,0.6027057374069462,0.7945548320831191,0.9999868088360402,0.9999963445187809,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.875,0.0,3562,3567,6,1,7,2,-3.9950114098090963,-3.987350410045014,-3.9873328208710346,-3.995018013138326,-3.9873504448625208,-3.987366230022569,1.758917397953752e-05,1.5785160048409352e-05,0.005319598936313952,-0.0006079526947901925,-1.1733499742927478e-05,-0.011258884067161024,-0.0056353087834519755,-0.011247150567418096,0.20508428513345908,0.794897345017194,0.794885759802529,0.2050865014838534,1.5897831048197228,0.4101707866173125,1.1796123182024103,0.9999850014603511,0.9999919441132399,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.90625,0.0,3565,3564,3,4,7,8,-3.995015670715184,-3.987366150559722,-3.987338661592034,-3.9950140286880758,-3.987333591411635,-3.9873628590678196,2.7488967688338306e-05,2.9267656184828184e-05,0.009863200134287098,0.0005994180233170887,0.010972432905460128,-0.00815454933979698,0.0014089417829064033,-0.019126982245257107,0.34818344693386627,0.6517892765057282,0.6517939923360737,0.3481879106905382,1.3035832688418019,0.6963713576244045,0.6072119112173974,0.999986267178961,0.9999910459197594,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.9375,0.0,3562,3561,2,3,5,6,-3.9950117116378587,-3.9873513959814257,-3.9873333484443596,-3.9950092711387435,-3.987332221584188,-3.9873401751001527,1.8047537066134822e-05,7.953515964498337e-06,0.0026803348800359394,-0.0034016851112514956,0.006461771869048061,-0.0023005830022753138,0.0020805944333863735,-0.008762354871323375,0.1390900768008871,0.8608951293160284,0.8608965633178898,0.13909165273738552,1.7217916926339183,0.27818172953827264,1.4436099630956456,0.9999922306756457,0.9999944803650354,OK,C1,C1,OK
2.0,33.7,area_preserving,32,0.002967359050445104,0.1,0.25,0.96875,0.0,3560,3561,3,2,5,4,-3.995008801972245,-3.9873446678881836,-3.9873252480219232,-3.995009243606948,-3.9873329237170037,-3.987339316929167,1.941986626041725e-05,6.3932121632248595e-06,0.0021545124990067777,-0.004389982430753836,0.003957785687658255,-0.004741221741109136,-0.0003917180266506115,-0.008699007428767391,0.1778820379364691,0.8221071409814198,0.8220986879107202,0.17788113169176759,1.64420582889214,0.3557631696282367,1.2884426592639033,0.9999898577671189,0.9999946414272799,OK,C1,C1,OK
