n,candidate_rank,candidate_type,a,b,aspect_ratio,Ekin_target,Ekin_pred,dE1_pred,Q_pred,E0_Kwant,E1_Kwant,E2_Kwant,E3_Kwant,Ekin_Kwant,dE1_Kwant,Q_Kwant,Ekin_error,dE1_error,Q_error,passes_Ekin_constraint_pred,passes_Ekin_constraint_Kwant,geometry_hash,N_sites,N_A,N_B,imbalance_ratio,Q_gain_vs_isotropic_same_n,Q_gain_vs_best_training,Q_gain_vs_random_best_of_5,beats_isotropic_same_n,beats_best_training,beats_random_best_of_5,meaningful_gain_vs_isotropic,meaningful_gain_vs_best_training,meaningful_gain_vs_random_best_of_5,failure_mode
3.0,,best_training_baseline,27.0,27.0,1.0,0.007053480364534792,0.007053480364534792,0.010756768889342627,1.5250299615815381,-3.992946519635465,-3.9821897507461226,-3.9821897507460022,-3.9699620777917843,0.007053480364534792,0.010756768889342627,1.5250299615815381,0.0,0.0,0.0,True,True,03e0829b16319256e5c47696a66036e0d10c327057dd2f763b10712adf7863c6,2545,1281,1264,0.0066797642436149315,-0.0004978146771830172,0.0,0.05241789012329412,False,False,False,False,False,False,ok
3.0,,random_feasible_baseline,28.10554912310767,26.009029627281397,0.9254054960234679,0.007053480364534792,0.007053480364534793,0.009950913259092913,1.4107805997627128,-3.9930223085142638,-3.9831925510874675,-3.981522281679467,-3.9699357362481615,0.006977691485736237,0.00982975742679626,1.4087406195717025,7.578887879855587e-05,0.000121155832296653,0.00203998019101026,True,True,e8e3732f271cbe4722785c03e8a8a5e9defbc4def9dc4c955be57638f019ff00,2573,1291,1282,0.003497862417411582,-0.11678715668701867,-0.11628934200983565,-0.06387145188654153,False,False,False,False,False,False,ok
3.0,,random_feasible_baseline,30.320449055915173,24.706008020962905,0.8148298851181772,0.007053480364534792,0.0070534803645347895,0.008684512405579312,1.2312379076357005,-3.9931091532086107,-3.98457333706905,-3.9806016281664687,-3.9710659843773657,0.0068908467913892935,0.00853581613956056,1.2387180266766047,0.00016263357314549604,0.0001486962660187524,0.007480119040904176,True,True,42bd58a97cd8ec19a3443a40da129645aed3f35d35118b9f800a041a1f52002f,2649,1319,1330,0.004152510381275953,-0.28680974958211647,-0.28631193490493345,-0.23389404478163933,False,False,False,False,False,False,ok
3.0,,random_feasible_baseline,27.611081244467833,26.322674018384856,0.9533373135707562,0.007053480364534792,0.007053480364534792,0.010273482410910069,1.4565125129667316,-3.993059737089245,-3.982839422147773,-3.982058767840619,-3.9700660456518237,0.006940262910755113,0.010220314941471909,1.472612071458244,0.00011321745377967929,5.316746943816002e-05,0.016099558491512456,True,True,f60adc0fa4d7902d84067eb1146fe15b3b16d8c4e3c9acf2059fc13e083e712c,2575,1289,1286,0.0011650485436893205,-0.05291570480047714,-0.05241789012329412,0.0,False,False,False,False,False,False,ok
3.0,,random_feasible_baseline,28.573764694002755,25.72014423424455,0.9001314495895901,0.007053480364534792,0.007053480364534783,0.009659934856827894,1.3695274329249545,-3.9930676077477987,-3.9835310914882367,-3.9814285601814916,-3.970251835586361,0.006932392252201325,0.009536516259561978,1.3756457962305486,0.0001210881123334586,0.00012341859726591568,0.006118363305594121,True,True,612bdacb7bc93d4a7ace449e6b457c8494d4a094923e01848d6ba3aa71aeaa68,2595,1301,1294,0.002697495183044316,-0.14988198002817255,-0.14938416535098953,-0.09696627522769541,False,False,False,False,False,False,ok
3.0,,random_feasible_baseline,33.15344082565056,23.243165386188146,0.7010785248029244,0.007053480364534792,0.007053480364534794,0.00740124495327254,1.0493039706307714,-3.9930865091163192,-3.985735541050148,-3.9793147508530193,-3.974311645866906,0.006913490883680762,0.007350968066171415,1.0632787675359947,0.00013998948085403203,5.0276887101125337e-05,0.013974796905223297,True,True,f7e9020ccb2c18383cb1686033bfe3bd52c1e2140fca2ab4d7fcb429b743b0eb,2737,1371,1366,0.001826817683595177,-0.46224900872272645,-0.46175119404554343,-0.4093333039222493,False,False,False,False,False,False,ok
4.0,1,inverse_candidate,26.842160022920158,26.842160022920158,1.0,0.006858160651241896,0.006858160651241897,0.010438545664070093,1.5220619922602496,-3.993104165952674,-3.9826617166645826,-3.982661716664475,-3.971469219205063,0.006895834047325966,0.01044244928809146,1.514312730907552,3.767339608406941e-05,3.903624021367111e-06,0.007749261352697712,True,True,2b76e0f5051bcc7a981dd515a3c9c13f25380578939e5c04a89298a892584bba,2641,1317,1324,0.0026505111700113595,-4.176659018639839e-13,0.0026579552559853337,0.053173791980877017,False,True,True,False,False,True,candidate_not_better_than_isotropic
4.0,2,inverse_candidate,27.244714545991645,26.563596682341853,0.975,0.006858160651241896,0.006858160651241896,0.010154999057486179,1.4807175821475225,-3.993277746617742,-3.9833944801013725,-3.9827463003584542,-3.971901939919829,0.006722253382258181,0.009883266516369282,1.470231179094477,0.00013590726898371486,0.0002717325411168963,0.010486403053045379,True,True,d9095ae633a64986230d9dcd14ed8a0d9b1c69be75e90fa2c042adaa274f7312,2699,1349,1350,0.0003705075954057058,-0.04408155181349249,-0.04142359655708949,0.00909224016780219,False,False,True,False,False,False,candidate_not_better_than_isotropic
4.0,3,inverse_candidate,27.663913080962743,26.280717426914606,0.95,0.006858160651241896,0.006858160651241897,0.009872121191241137,1.4394706821942795,-3.9932852576573854,-3.983474086155768,-3.9827071931500133,-3.971947006857249,0.006714742342614599,0.009811171501617366,1.4611389389212324,0.00014341830862729752,6.094968962377066e-05,0.021668256726952828,True,True,2d2071ff16b38241725be698a621ed9f6974c6d228d4f2fcd6acd3e800bcd1c3,2703,1349,1354,0.001849796522382538,-0.05317379198673722,-0.05051583673033422,-5.442535311317442e-12,False,False,False,False,False,False,candidate_not_better_than_isotropic
4.0,4,inverse_candidate,28.10088662410984,25.993320127301605,0.925,0.006858160651241896,0.006858160651241896,0.009589932262840425,1.398324237432941,-3.993226555340973,-3.983931320302544,-3.98198537638883,-3.9718583681087014,0.0067734446590268504,0.009295235038428995,1.3723054525944047,8.471599221504533e-05,0.0002946972244114304,0.026018784838536257,True,True,9754e265b0810645b09c206da763b97a0f33f7bba26c822627ac16f201999f31,2699,1349,1350,0.0003705075954057058,-0.14200727831356486,-0.13934932305716186,-0.08883348633227017,False,False,False,False,False,False,candidate_not_better_than_isotropic
4.0,5,inverse_candidate,28.55687508747837,25.701187578730533,0.9,0.006858160651241896,0.006858160651241887,0.009308453291409637,1.357281312697749,-3.9932748224200574,-3.98414378308089,-3.9820197107676445,-3.972084005835458,0.0067251775799426206,0.00913103933916748,1.3577395140315962,0.00013298307129926655,0.00017741395224215792,0.00045820133384721906,True,True,62554d578e825c7980da7b723450abad938c4d08ebe9e293d6d560f6523beb61,2719,1353,1366,0.004781169547627804,-0.15657321687637338,-0.15391526161997038,-0.1033994248950787,False,False,False,False,False,False,candidate_not_better_than_isotropic
4.0,,isotropic_same_n_baseline,26.842160022920158,26.842160022920158,1.0,0.006858160651241896,0.006858160651241897,0.010438545664070093,1.5220619922602496,-3.9931041659526736,-3.9826617166645786,-3.982661716664452,-3.9714692192050634,0.00689583404732641,0.010442449288095013,1.5143127309079696,3.76733960845135e-05,3.9036240249198245e-06,0.007749261352280046,True,True,2b76e0f5051bcc7a981dd515a3c9c13f25380578939e5c04a89298a892584bba,2641,1317,1324,0.0026505111700113595,0.0,0.0026579552564029996,0.05317379198129468,False,False,False,False,False,False,ok
4.0,,best_training_baseline,27.0,27.0,1.0,0.006858160651241896,0.006858160651241896,0.01036717130063547,1.5116547756515666,-3.993141839348758,-3.9827746680481226,-3.982774668048018,-3.9718016775236755,0.006858160651241896,0.01036717130063547,1.5116547756515666,0.0,0.0,0.0,True,True,95f06ad3edf146d82f36ae0abd59c63efb1340cd015a01e7f7c1f505b6376551,2669,1333,1336,0.0011240164855751218,-0.0026579552564029996,0.0,0.05051583672489168,False,False,False,False,False,False,ok
4.0,,random_feasible_baseline,28.09365078196749,25.99801883699671,0.9254054960234679,0.006858160651241896,0.006858160651241894,0.009594503716008599,1.3989908087485818,-3.9932265553409976,-3.9839313203025624,-3.9819853763888378,-3.9718583681087387,0.0067734446590024255,0.009295235038435212,1.3723054526002711,8.47159922394685e-05,0.0002992686775733864,0.02668535614831069,True,True,9754e265b0810645b09c206da763b97a0f33f7bba26c822627ac16f201999f31,2699,1349,1350,0.0003705075954057058,-0.14200727830769844,-0.13934932305129544,-0.08883348632640375,False,False,False,False,False,False,ok
4.0,,random_feasible_baseline,30.272682562936236,24.66708645497638,0.8148298851181772,0.006858160651241896,0.006858160651241894,0.008355142330761676,1.2182774297141472,-3.9933187529819563,-3.9852109463193304,-3.9811615830011893,-3.972196586771772,0.0066812470180437344,0.008107806662625894,1.213516973811852,0.0001769136331981596,0.0002473356681357824,0.004760455902295124,True,True,17a1f4e8037f19f39cc272402c25d1a4b5ae0303641d4d49eb7da786c4d5fe95,2777,1391,1386,0.0018005041411595247,-0.3007957570961175,-0.2981378018397145,-0.24762196511482282,False,False,False,False,False,False,ok
