a0,count,frac_neg,frac_pos,frac_zero,iqr,max,mean,mean_all,mean_amb_hi,mean_amb_lo,median,median_id,median_swap,metric,min,n,n_ambiguous,n_total,path,q05,q25,q75,q95,std,value
48.2,236,0.614406779661017,0.3855932203389831,0.0,0.001073026714594305,0.0019056263502998938,-0.00014650162687023785,,,,-0.00025858058230388004,,,dimless_chi_center,-0.0039668370632839345,2.0,20,256,xi,-0.001478562218301338,-0.0006178980519042643,0.0004551286626900408,0.0015406376366149388,0.0009428630671938911,0.2
48.2,236,0.4788135593220339,0.5211864406779662,0.0,5.011139332772855,3.441211121565855,-0.18001038450780169,-0.052403848366835704,0.021941511986713277,-0.37615351023845667,1.3743858314976931,1.435921041692621,-1.783182962556857,dimless_chi_split,-3.710421432414379,2.0,20,256,xi,-3.220259902324832,-2.73943675136399,2.2717025814088645,2.6370376249456364,2.5401067616134076,0.4
48.2,236,0.5211864406779662,0.4788135593220339,0.0,2.505162085341817,1.8547698159654864,0.08976432414621445,,,,-0.6864059786589287,,,dimless_chi_minus,-1.7206289807804251,2.0,20,256,xi,-1.3186864400217462,-1.1355061649119966,1.3696559204298204,1.6092666383162961,1.2701058177053266,0.4
48.2,236,0.4788135593220339,0.5211864406779662,0.0,2.5059772474359434,1.7205821407854207,-0.09024606036158807,,,,0.6879798527667316,,,dimless_chi_plus,-1.8556516166376613,2.0,20,256,xi,-1.6109932641874822,-1.3697808309791568,1.1361964164567864,1.318351184919051,1.270001166825104,0.4
48.2,236,0.635593220338983,0.3644067796610169,0.0,0.0007708116638298623,0.0011938380887667188,-0.0002408681087048074,,,,-0.00020336857033209643,,,dimless_chi_center,-0.0017712605660584746,2.0,20,256,xi,-0.0011433387172461729,-0.0006454736165671104,0.00012533804726275188,0.0006059941569686589,0.0005346536089971123,0.4
48.2,228,0.5131578947368421,0.4868421052631579,0.0,5.010035019857718,2.8915164086705856,-0.18265504490024118,-0.29640006758864745,0.10054187480209488,-0.44765014136880876,-2.403578658395503,-2.4811706366170148,2.052257078801784,dimless_chi_split,-2.9415161639217957,2.0,28,256,xi,-2.8471192130219207,-2.6190379926486766,2.3909970272090417,2.672537913637344,2.5369334267558643,0.8
48.2,228,0.4868421052631579,0.5131578947368421,0.0,2.5050838463652862,1.4703184177596518,0.0907249631412664,,,,1.2009096481337371,,,dimless_chi_minus,-1.4456858434267175,2.0,28,256,xi,-1.3370659673819927,-1.1959133372943542,1.3091705090709318,1.423146190838613,1.2685044404025423,0.8
48.2,228,0.5131578947368421,0.4868421052631579,0.0,2.5051793613190902,1.4458305652438812,-0.09193008175897445,,,,-1.2026690102034001,,,dimless_chi_plus,-1.4711977462391228,2.0,28,256,xi,-1.423973022191701,-1.3100956713702738,1.1950836899488166,1.3354719462982079,1.2684290575921275,0.8
48.2,228,0.9605263157894737,0.039473684210526314,0.0,0.00033105624779695975,0.0005754014037443467,-0.0006025593085912212,,,,-0.0006123071523103929,,,dimless_chi_center,-0.001389639431211842,2.0,28,256,xi,-0.0011243936850066805,-0.0007704525692315001,-0.0004393963214345403,-7.860845431474361e-05,0.00030295989161196313,0.8
48.2,252,0.36904761904761907,0.6309523809523809,0.0,4.440723493648727,5.691910968183869,0.07450737846996461,0.05346971282527874,0.053469712825278806,-0.011305012539749248,0.9074693304972686,0.7894064437149032,0.7894064437149032,dimless_chi_split,-7.305638363443827,2.0,4,256,delta,-4.635608503538996,-2.2554814107635375,2.18524208288519,3.482702840385369,2.6697211891266877,0.001
48.2,252,0.6349206349206349,0.36507936507936506,0.0,2.219690598228241,3.6565352850701505,-0.03768469071450754,,,,-0.4555516773022683,,,dimless_chi_minus,-2.8465790849276917,2.0,4,256,delta,-1.7403695287856902,-1.092601964274409,1.1270886339538322,2.313574223989623,1.335447194896455,0.001
48.2,252,0.36904761904761907,0.626984126984127,0.003968253968253968,2.221032894487218,2.8453318847185827,0.036822687755455615,,,,0.4519176525050739,,,dimless_chi_plus,-3.6491030784717715,2.0,4,256,delta,-2.322034278790752,-1.1283927751656875,1.0926401193215307,1.7423333118062208,1.3342777264095185,0.001
48.2,252,0.6111111111111112,0.3888888888888889,0.0,0.002582598499112354,0.0049286847012552926,-0.00043100147916602747,,,,-0.0003545152083006542,,,dimless_chi_center,-0.0061615762443345545,2.0,4,256,delta,-0.004230027121121527,-0.001878203664595901,0.000704394834516453,0.004223640609668511,0.0023073484080657976,0.001
48.2,244,0.44672131147540983,0.5532786885245902,0.0,4.911900671136934,4.082211159284935,-0.22949662205134058,-0.17632971377573184,-0.11819157584362337,-0.3876135379622571,0.6906288904633846,0.732889326586962,0.6906288902821447,dimless_chi_split,-4.44745599227056,2.0,12,256,delta,-3.8597447941084377,-2.8601172505935972,2.051783420543337,3.333331638093262,2.5760615900243224,0.002
48.2,244,0.5532786885245902,0.44672131147540983,0.0,2.4563455225111444,2.225111978675365,0.11458685580493681,,,,-0.3449630625065869,,,dimless_chi_minus,-2.042674313644355,2.0,12,256,delta,-1.6655988160172053,-1.0253435184849058,1.4310020040262383,1.9298206540041773,1.2883186741567907,0.002
48.2,244,0.44672131147540983,0.5532786885245902,0.0,2.454861156696575,2.039536846468848,-0.11490976624640468,,,,0.3456658284197722,,,dimless_chi_plus,-2.2223440135952233,2.0,12,256,delta,-1.9299241401331768,-1.4291152467972301,1.0257459098993449,1.6677542527655231,1.2877441789891535,0.002
48.2,244,0.5409836065573771,0.45901639344262296,0.0,0.001625051645165465,0.0031030613912852445,-0.00016145522073076222,,,,-7.164904541889783e-05,,,dimless_chi_center,-0.003464287163357227,2.0,12,256,delta,-0.002241711693035109,-0.0010367527844279412,0.0005882988607375239,0.0021990300457908063,0.0013074597962821654,0.002
48.2,232,0.4698275862068966,0.5301724137931034,0.0,4.941009858502467,3.438325165967786,-0.279225787383112,-0.22388232423970247,-0.02792604883541041,-0.5749313952055891,0.96174702456824,0.96174702456824,0.5929397572893911,dimless_chi_split,-3.835804170722989,2.0,24,256,delta,-3.5090099185209005,-2.778594535710779,2.162415322791688,2.8005378598036383,2.5082039319068463,0.004
48.2,232,0.5301724137931034,0.4698275862068966,0.0,2.470167721499536,1.916939513783078,0.13944918784318813,,,,-0.4818525525676354,,,dimless_chi_minus,-1.7191087567921537,2.0,24,256,delta,-1.3998360055494041,-1.080899249872036,1.3892684716275001,1.753741966273034,1.2543081304744264,0.004
48.2,232,0.4698275862068966,0.5301724137931034,0.0,2.47084213751958,1.719216409269364,-0.1397765995399227,,,,0.47989447239080163,,,dimless_chi_plus,-1.9188646570091894,2.0,24,256,delta,-1.7552679522479824,-1.389326064341001,1.081516073178579,1.4007018543271539,1.2538965145740697,0.004
48.2,232,0.6422413793103449,0.3577586206896552,0.0,0.0011229565824166787,0.001976790819813168,-0.00016370584758737826,,,,-0.00023397651660594931,,,dimless_chi_center,-0.004114976161428974,2.0,24,256,delta,-0.0013544106188256855,-0.0007460089705563222,0.0003769476118603565,0.0016400889038620241,0.0009678374789745635,0.004
48.2,232,0.4870689655172414,0.5129310344827587,0.0,5.015299169113204,3.5140640698291103,-0.23673965861393725,-0.05194517202773291,0.021236927224750693,-0.47709405948414496,1.128834836437946,1.3343203667444543,-1.9945416590842693,dimless_chi_split,-3.7933195264188613,2.0,24,256,delta,-3.302877195630231,-2.748199750522874,2.2670994185903304,2.6544468196509516,2.528098245262188,0.008
48.2,232,0.5129310344827587,0.4870689655172414,0.0,2.5091112342158772,1.896315647378466,0.11813370886038768,,,,-0.564938968482212,,,dimless_chi_minus,-1.7569091782445312,2.0,24,256,delta,-1.3273989400283195,-1.1350264978964297,1.3740847363194475,1.6515442187345204,1.2641010666661123,0.008
48.2,232,0.4870689655172414,0.5129310344827587,0.0,2.50618793493404,1.7571548915845947,-0.1186059497535503,,,,0.5638958680078132,,,dimless_chi_plus,-1.8970038791106258,2.0,24,256,delta,-1.6513329768497813,-1.3741150143147043,1.1320729206193356,1.3270478796054475,1.2639974334606976,0.008
48.2,232,0.6637931034482759,0.33620689655172414,0.0,0.0007706121084791184,0.0012384213008975742,-0.00023612044702049496,,,,-0.00019413781843224953,,,dimless_chi_center,-0.0015875522605957038,2.0,24,256,delta,-0.0010686401269222046,-0.0006756534053214969,9.495870315762156e-05,0.0006492052898918188,0.0005699529606992689,0.008
24.3,252,0.5238095238095238,0.4523809523809524,0.023809523809523808,3.222285657033915,11.647006738984384,-1.427350375651609,-1.2155082811288134,-1.2155082811288134,-1.6004150482185624,-2.5787986858232488e-11,-2.5349070498920098e-11,-2.5862503544998857e-11,dimless_chi_split,-15.667645690067252,4.0,4,256,xi,-14.384865821086267,-2.5032804660140675,0.7190051910198475,2.512370633298486,4.775837442274345,0.05
24.3,252,0.43253968253968256,0.5357142857142857,0.031746031746031744,1.4835951794479356,8.633890154816863,0.8272159869958358,,,,5.1582738080924167e-11,,,dimless_chi_minus,-4.696755928494749,4.0,4,256,xi,-1.3420582780131602,-0.25648847249052875,1.2271067069574069,8.32635552493575,2.6301397755342872,0.05
24.3,252,0.5396825396825397,0.4365079365079365,0.023809523809523808,1.6706039156223564,6.950250810645383,-0.600134388655773,,,,-6.625899828804904e-11,,,dimless_chi_plus,-7.054389586826612,4.0,4,256,xi,-6.05851029612806,-1.2981889259798995,0.37241498964245684,1.3488844123286332,2.1771891136457158,0.05
24.3,252,0.4365079365079365,0.5317460317460317,0.031746031746031744,0.13913787376344242,1.189717477341794,0.11354079916956294,,,,3.960431982363843e-11,,,dimless_chi_center,-0.28095946281068107,4.0,4,256,xi,-0.1597715696705974,-0.049743695713770124,0.0893941780496723,1.1339226143942815,0.3560028356004219,0.05
24.3,252,0.49603174603174605,0.503968253968254,0.0,2.8090915596454007,10.546993342776533,-0.8322876280414238,-0.8024926137414123,-0.8024926137414123,-0.8453878741329206,3.0274318208595163e-13,1.2874080707742096e-11,-6.240577390785595e-12,dimless_chi_split,-18.67620757941529,4.0,4,256,xi,-9.438564852124777,-1.732188782262706,1.0769027773826947,9.715771759387222,5.101543995451369,0.1
24.3,252,0.5,0.49603174603174605,0.003968253968253968,1.4695613622309496,9.275217399070584,0.416112873191719,,,,-6.528777518610695e-12,,,dimless_chi_minus,-5.988908009523314,4.0,4,256,xi,-5.53870466693467,-0.5553478401837428,0.9142135220472067,5.287588081091994,2.7092197185588276,0.1
24.3,252,0.503968253968254,0.49206349206349204,0.003968253968253968,1.4286537026156143,4.919041867615042,-0.4161747548497042,,,,-3.258993075405669e-11,,,dimless_chi_plus,-9.400990180377734,4.0,4,256,xi,-5.032065752615785,-0.9166656284288315,0.5119880741867829,4.349250942484039,2.4273935071034587,0.1
24.3,252,0.5277777777777778,0.4722222222222222,0.0,0.10734140272170505,0.7654391908562784,-3.09408293044404e-05,,,,-0.000551166981889728,,,dimless_chi_center,-0.776965537325692,4.0,4,256,xi,-0.7002296996068303,-0.050571237196332934,0.05677016552537211,0.6871875681017098,0.3310854519553777,0.1
24.3,244,0.4959016393442623,0.5040983606557377,0.0,4.117759339782686,5.7648743282013015,-0.8776896158271796,-0.687888636273517,-0.6878886362735169,-1.0300719032412136,0.2536336316819826,0.35355301789337557,-0.3434812856265691,dimless_chi_split,-10.272256582329272,4.0,12,256,xi,-6.650961484572219,-2.892707923723242,1.2250514160594441,5.172445441205712,3.582209028253396,0.2
24.3,244,0.5040983606557377,0.4959016393442623,0.0,2.0123430287277433,5.148284771095129,0.4709075012027215,,,,-0.12541266999784556,,,dimless_chi_minus,-3.238195831472011,4.0,12,256,xi,-2.928277632597748,-0.6177501240956782,1.394592904632065,3.6432882187314832,1.8814489487739305,0.2
24.3,244,0.4959016393442623,0.5040983606557377,0.0,2.098943105739747,2.7859793226429885,-0.4067821146244571,,,,0.07949992688573959,,,dimless_chi_plus,-5.123971811260085,4.0,12,256,xi,-3.12661365026559,-1.4981150190626824,0.6008280866770648,2.247627898452824,1.716862229488952,0.2
24.3,244,0.45901639344262296,0.5409836065573771,0.0,0.06606516563533635,0.43345374836957956,0.03206269328922552,,,,0.007525107570952982,,,dimless_chi_center,-0.3884827686271805,4.0,12,256,xi,-0.3420549120221063,-0.029632077026301214,0.03643308860903513,0.3542005946868889,0.1888852837547363,0.2
24.3,232,0.4870689655172414,0.5129310344827587,0.0,5.3004126674448315,3.73066167083475,-1.0555937630954282,-0.9761557233422675,-0.6783333555392732,-1.2616113490514964,0.45168218855565,0.45168218855565,0.45168218855565,dimless_chi_split,-6.276583015419579,4.0,24,256,xi,-5.916647995838985,-4.119964848657868,1.1804478187869638,3.1747626187166005,3.17230479970077,0.4
24.3,232,0.5129310344827587,0.4870689655172414,0.0,2.506860262259556,3.139559305700618,0.5415867006635839,,,,-0.24256182244162516,,,dimless_chi_minus,-2.069498401984068,4.0,24,256,xi,-1.7910460537206738,-0.5807887676742008,1.9260714945853552,2.974521379355219,1.6165133473918678,0.4
24.3,232,0.4870689655172414,0.5129310344827587,0.0,2.6026067204550474,1.7230963380525275,-0.5140070624318438,,,,0.20912036612061113,,,dimless_chi_plus,-3.1370237097348506,4.0,24,256,xi,-2.9421266164898756,-1.9975838644738568,0.6050228559811907,1.6532625459095112,1.5650910349182714,0.4
24.3,232,0.41810344827586204,0.5818965517241379,0.0,0.1722039385564686,0.22519399800251197,0.013789819115778092,,,,0.00673161505467637,,,dimless_chi_center,-0.21014987958256728,4.0,24,256,xi,-0.20112705360883595,-0.022118377962384802,0.1500855605940838,0.20399475132715236,0.12423058958128808,0.4
24.3,236,0.4957627118644068,0.5042372881355932,0.0,5.029070083662624,3.5191831820493262,-1.3695722607826248,-1.1059603804023341,-1.023067625485051,-1.5068030171705638,0.4917309775360489,0.5075600534044047,-2.3905388637706393,dimless_chi_split,-6.352920762940921,4.0,20,256,xi,-6.263980508266469,-4.169577661286832,0.8594924223757926,3.073293796719214,3.088448259181233,0.8
24.3,236,0.5042372881355932,0.4957627118644068,0.0,2.5902476670576258,3.174591518781903,0.6879330147524886,,,,-0.24716325170250872,,,dimless_chi_minus,-1.9534732173128029,4.0,20,256,xi,-1.3946114487778791,-0.4109052824877366,2.179342384569889,3.1097564837146554,1.5513172440351126,0.8
24.3,236,0.4957627118644068,0.5042372881355932,0.0,2.548662227238479,1.8484569853203852,-0.6816392460301371,,,,0.2165598977579941,,,dimless_chi_plus,-3.1783292441590234,4.0,20,256,xi,-3.132486243161983,-2.0985084709597794,0.4501537562786993,1.6874895420742904,1.545679942719302,0.8
24.3,236,0.4449152542372881,0.5550847457627118,0.0,0.18333528641763547,0.2112193226716132,0.0031468843611377104,,,,0.0007700943795946879,,,dimless_chi_center,-0.21645477897172571,4.0,20,256,xi,-0.1983240887312733,-0.09441213205100285,0.08892315436663263,0.19267519484726361,0.11501163451072297,0.8
24.3,256,0.47265625,0.484375,0.04296875,1.5738284807931842,5.264164252427469,0.09323685135268217,0.09323685135268217,0.09323685135268217,0.09323685135268217,0.0,0.0,0.0,dimless_chi_split,-6.523531489144351,4.0,0,256,delta,-3.521021361687304,-0.7134615515846567,0.8603669292085274,4.657994715554364,2.3086829406525142,0.001
24.3,256,0.47265625,0.5078125,0.01953125,0.6081908560521265,3.2843428632816085,-0.04611463384246884,,,,2.6423307986078726e-11,,,dimless_chi_minus,-2.7614367862822675,4.0,0,256,delta,-2.5513379855848783,-0.37421839755236164,0.2339724584997649,1.7679928528821498,1.1665621831473376,0.001
24.3,256,0.49609375,0.45703125,0.046875,0.995843278170816,2.679685672807963,0.04712221751021918,,,,0.0,,,dimless_chi_plus,-3.239188625973277,4.0,0,256,delta,-1.7938139562689859,-0.42835806386365416,0.5674852143071618,2.3993051841957325,1.1560642090121276,0.001
24.3,256,0.4453125,0.49609375,0.05859375,0.07905789848816624,0.30172335136802175,0.0005037918345005346,,,,0.0,,,dimless_chi_center,-0.5781058905296454,4.0,0,256,delta,-0.2395348979672418,-0.026475346070919947,0.0525825524172463,0.19459234827590155,0.12716784632895345,0.001
24.3,252,0.5317460317460317,0.4246031746031746,0.04365079365079365,3.209823869518112,11.98251722120403,-1.4383391129224292,-1.2208653267281337,-1.2208653267281337,-1.6168599430758313,-1.2113574032746044e-11,-1.2750217548429532e-12,-2.6047631933312498e-11,dimless_chi_split,-16.1189770473674,4.0,4,256,delta,-13.96214296327473,-2.4701065948327905,0.7397172746853214,2.5847434498829984,4.833399153783202,0.002
24.3,252,0.4444444444444444,0.5357142857142857,0.01984126984126984,1.3606843196123375,8.882603040030745,0.8327061937316661,,,,4.1244785364824565e-11,,,dimless_chi_minus,-4.8320534243104785,4.0,4,256,delta,-1.3807183930994393,-0.2638770293514059,1.0968072902609316,8.104391243454566,2.6594770140983077,0.002
24.3,252,0.5515873015873016,0.4166666666666667,0.031746031746031744,1.7115521068347406,7.150463796933626,-0.6056329191907642,,,,-6.672440377997191e-11,,,dimless_chi_plus,-7.257602455556067,4.0,4,256,delta,-5.868076234325003,-1.3284091134056208,0.3831429934291197,1.3877411650268567,2.206897129400153,0.002
24.3,252,0.47619047619047616,0.49603174603174605,0.027777777777777776,0.14314596078723874,1.2239891743424103,0.11353663727038997,,,,0.0,,,dimless_chi_center,-0.289052945171675,4.0,4,256,delta,-0.1643740429060625,-0.05117664175233183,0.0919693190349069,1.1592051862945318,0.3621734656050274,0.002
24.3,252,0.49603174603174605,0.503968253968254,0.0,2.8633936243710547,8.707519134732994,-0.8460400354520957,-0.8155464622522599,-0.8155464622522599,-0.8596773885808648,6.245004513516506e-14,6.95185011986843e-12,-1.3986208025063007e-14,dimless_chi_split,-15.350382937769394,4.0,4,256,delta,-9.515512722830701,-1.7554689562782984,1.1079246680927561,6.7613456376494065,4.360105902824144,0.004
24.3,252,0.49206349206349204,0.5,0.007936507936507936,1.4864214919037277,7.882329805187604,0.46405584849507886,,,,6.63358257213531e-12,,,dimless_chi_minus,-4.594251518681147,4.0,4,256,delta,-3.7044805323216967,-0.5713455146174329,0.9150759772862949,5.439905433226777,2.345148236000958,0.004
24.3,252,0.49603174603174605,0.49603174603174605,0.007936507936507936,1.3935411510779816,5.060742662189421,-0.38198418695701264,,,,0.0,,,dimless_chi_plus,-7.468053132649088,4.0,4,256,delta,-4.079992637014243,-0.8668044492671917,0.5267367018107899,2.9776375896539005,2.0387408056346206,0.004
24.3,252,0.4444444444444444,0.5476190476190477,0.007936507936507936,0.11200301023711612,0.7874888794887069,0.04103583076854975,,,,0.0024783534944561314,,,dimless_chi_center,-0.5217142656648299,4.0,4,256,delta,-0.4030352291455541,-0.05021154490807145,0.06179146532904467,0.7069830947976669,0.274702183698873,0.004
24.3,240,0.5041666666666667,0.49583333333333335,0.0,3.9167793723582336,5.930940666886838,-0.9261381601893585,-0.6691169795893117,-0.6691169795893118,-1.1159093437846725,-0.23623361296103387,0.3637376727132714,-0.5654836736241432,dimless_chi_split,-10.568165208150736,4.0,16,256,delta,-6.830315585533148,-2.6720429318994157,1.244736440458818,5.321445927160252,3.6046926990807844,0.008
24.3,240,0.49583333333333335,0.5041666666666667,0.0,1.8883498410133954,5.2965892707044215,0.49946577678872034,,,,0.15559940791845528,,,dimless_chi_minus,-3.3314771928891482,4.0,16,256,delta,-3.0126313092556574,-0.5973536195348836,1.2909962214785118,3.7726097748643603,1.893860211775527,0.008
24.3,240,0.5041666666666667,0.49583333333333335,0.0,1.9975307028001834,2.8662338710187805,-0.42667238340063673,,,,-0.08063420502257834,,,dimless_chi_plus,-5.271575937527084,4.0,16,256,delta,-3.0592892448933005,-1.3810467104435897,0.6164839923565937,2.3151266192693005,1.7275264540760553,0.008
24.3,240,0.44166666666666665,0.5583333333333333,0.0,0.06795231598636514,0.44594007032897065,0.03639669669402701,,,,0.007835976138181877,,,dimless_chi_center,-0.3996736302782078,4.0,16,256,delta,-0.3524615490019853,-0.030469714524285207,0.037482601462079934,0.36440390401659695,0.19254794711448855,0.008
33.7,252,0.5,0.4880952380952381,0.011904761904761904,3.4126142735124914,15.23582299967253,-0.40656076499441973,-0.12691449277918918,-0.12691449277918926,-0.69026085179945,-1.0796864704371023e-14,0.0,-1.0321327668406932e-10,dimless_chi_split,-12.798585878983957,4.0,4,256,xi,-12.502936151519615,-2.1620361742429344,1.2505780992695572,4.690313396284641,4.948496649052507,0.05
33.7,252,0.49206349206349204,0.503968253968254,0.003968253968253968,1.6810898145827664,5.28378988064371,0.10775238758225367,,,,1.0296474783899612e-10,,,dimless_chi_minus,-8.682477428103665,4.0,4,256,xi,-2.0301215396815526,-0.6482895719065751,1.0328002426761913,5.195107692220477,2.4296934854552394,0.05
33.7,252,0.5079365079365079,0.48412698412698413,0.007936507936507936,1.724150343070304,6.567212637314641,-0.2988083774121717,,,,-8.657718986171403e-11,,,dimless_chi_plus,-7.514795998445393,4.0,4,256,xi,-7.320204674986842,-1.0935106929328113,0.6306396501374928,2.6601918562165987,2.569708439703826,0.05
33.7,252,0.4801587301587302,0.5079365079365079,0.011904761904761904,0.13512512111784425,0.3504616636100333,-0.09552799491523634,,,,5.193134811065647e-11,,,dimless_chi_center,-1.1286427058344142,4.0,4,256,xi,-1.0700616901248203,-0.09271007861830882,0.04241504249953543,0.25832673169334786,0.3626309111957172,0.05
33.7,240,0.5083333333333333,0.49166666666666664,0.0,3.622493236084999,8.365369603702366,-0.47145639123220817,-0.28262563597780155,-0.2616401182265189,-0.6716042543087648,-0.3308302278797,-0.3308302278797,-0.42760335937290994,dimless_chi_split,-7.893674684286982,4.0,16,256,xi,-6.664609610963401,-2.4745658905082095,1.1479273455767898,4.0412296159361585,3.3466066144171616,0.1
33.7,240,0.4875,0.5125,0.0,1.8847485118217597,3.561992616241772,0.200403302760213,,,,0.17017992502553558,,,dimless_chi_minus,-4.728641923315161,4.0,16,256,xi,-2.064073863334914,-0.5900212227077567,1.294727289114003,2.8289852772660864,1.6654930824495513,0.1
33.7,240,0.5083333333333333,0.49166666666666664,0.0,1.8278032867325489,3.6899969808866064,-0.2710530884719997,,,,-0.09897482915359468,,,dimless_chi_plus,-4.331682068200291,4.0,16,256,xi,-3.8566105097522647,-1.2301008865180791,0.5977024002144697,2.0864828916990708,1.70294908280966,0.1
33.7,240,0.475,0.525,0.0,0.11902646802155187,0.22776223224740777,-0.035324892855752375,,,,0.006465076480164478,,,dimless_chi_center,-0.579484614705569,4.0,16,256,xi,-0.5151177847075449,-0.05238999162974983,0.06663647639180204,0.19476999565486697,0.19237316665742524,0.1
33.7,248,0.5201612903225806,0.4798387096774194,0.0,4.8434493271894015,5.922455669773726,-1.0171602446133325,-1.0965974026914402,-0.8830010490083151,-1.0965974026914402,-0.333195060017927,-0.45867784015436075,-0.007546324332055774,dimless_chi_split,-9.982645467647146,4.0,8,256,xi,-6.519173088106295,-3.615685043089996,1.2277642840994056,4.571366187268163,3.4624915763333544,0.2
33.7,248,0.4959677419354839,0.5040322580645161,0.0,2.177987107355677,4.961074213044268,0.4868485026728917,,,,0.14775926566145625,,,dimless_chi_minus,-3.3492745403590627,4.0,8,256,xi,-2.47230497520871,-0.5937368936297773,1.5842502137259,3.4882382129747986,1.7404520294874908,0.2
33.7,248,0.5201612903225806,0.4798387096774194,0.0,2.5917888978119787,2.7851579009636334,-0.5303117419404416,,,,-0.18460124017752816,,,dimless_chi_plus,-5.021571254637415,4.0,8,256,xi,-3.1792230445191563,-1.9785938021406517,0.6131950956713272,1.9827229853521395,1.7406847620892563,0.2
33.7,248,0.5443548387096774,0.45564516129032256,0.0,0.10612301438432398,0.3859646539232028,-0.021731619634019688,,,,-0.0014138166134238794,,,dimless_chi_center,-0.4149059815514037,4.0,8,256,xi,-0.3704003880491295,-0.06730178029525097,0.03882123408907301,0.34897375335449077,0.17990657273630972,0.2
33.7,236,0.5127118644067796,0.4872881355932203,0.0,5.2298501899831376,6.7063193974414865,-1.4147437834222156,-1.3015843083280756,-1.0707241741936107,-1.5472970652792006,-2.052493221167901,-0.4740142277389058,-0.451274635035113,dimless_chi_split,-8.887304651724131,4.0,20,256,xi,-6.410672285236634,-4.0790520627820905,1.1507981272010468,2.9904743384976284,3.3375499176781176,0.4
33.7,236,0.4872881355932203,0.5127118644067796,0.0,2.608082011993362,4.23832578898447,0.6956256249242162,,,,0.8926551244616254,,,dimless_chi_minus,-3.7480699773384654,4.0,20,256,xi,-1.5454698985601805,-0.5634199684594211,2.0446620435339407,3.072853667283723,1.6527237037205966,0.4
33.7,236,0.5127118644067796,0.4872881355932203,0.0,2.8134709899874983,2.958249420103008,-0.7191181584979998,,,,-0.9593793790585292,,,dimless_chi_plus,-4.648978862752983,4.0,20,256,xi,-3.5170657443585287,-2.2226391844834734,0.5908318055040248,1.614743603065976,1.6974128784262992,0.4
33.7,236,0.4067796610169492,0.5932203389830508,0.0,0.19138540071745552,0.2071294690236568,-0.011746266786983029,,,,0.011259978081992694,,,dimless_chi_center,-0.4311447755064313,4.0,20,256,xi,-0.24057858806303445,-0.122308075430246,0.06907732528720952,0.18965040542429856,0.14677600994540385,0.4
33.7,228,0.4956140350877193,0.5043859649122807,0.0,5.671170285325619,3.5259269218737153,-0.9434258112859388,-0.7853347804922333,-0.5316694573957204,-1.1602729736058701,0.7806321768121965,0.8221826819219084,-2.0133880494359486,dimless_chi_split,-5.771948895896076,4.0,28,256,xi,-5.471839650345159,-4.1634869426422965,1.5076833426833225,3.178139797792403,3.133167036059168,0.8
33.7,228,0.5043859649122807,0.4956140350877193,0.0,2.7421233772806675,2.877325115626693,0.46443106032712334,,,,-0.3789416652133468,,,dimless_chi_minus,-1.9698966901981119,4.0,28,256,xi,-1.7256062078822656,-0.7258699196219218,2.0162534576587454,2.7126684297244186,1.534291234383767,0.8
33.7,228,0.4956140350877193,0.5043859649122807,0.0,2.93814296548088,1.816560352849872,-0.47899475095881544,,,,0.4016905115988483,,,dimless_chi_plus,-2.8946237802693853,4.0,28,256,xi,-2.7591712206360195,-2.1563295424130198,0.7818134230678606,1.7489597391853713,1.6060245634246924,0.8
33.7,228,0.4605263157894737,0.5394736842105263,0.0,0.1884776257294423,0.21250398866440243,-0.007281845315987756,,,,0.0018622673452033528,,,dimless_chi_center,-0.2141410646637033,4.0,28,256,xi,-0.18986981223800528,-0.09527103779184398,0.09320658793759831,0.18806718055423183,0.11179591295406457,0.8
33.7,248,0.5040322580645161,0.49193548387096775,0.004032258064516129,3.4591783730036654,22.605078634532024,-0.6135847067024014,-0.21073097370055993,-0.21073097370055988,-1.0046454331263042,-1.6572030206440935e-13,5.0784382124927085e-11,-1.0186594406533245e-10,dimless_chi_split,-18.706788310591964,4.0,8,256,delta,-18.337357965491368,-2.284397178514033,1.1747811944896323,6.536151210792383,6.939188131273246,0.001
33.7,248,0.4959677419354839,0.5,0.004032258064516129,1.8478435083066902,7.755363146741745,0.16552251823730207,,,,2.4646951146678475e-11,,,dimless_chi_minus,-12.861439707229527,4.0,8,256,delta,-2.8083859594090654,-0.6363244278086988,1.2115190804979914,7.644086389793792,3.3907855498933737,0.001
33.7,248,0.532258064516129,0.4596774193548387,0.008064516129032258,1.8287390562367056,9.743638927923959,-0.4480621884651091,,,,-2.5646151868841116e-10,,,dimless_chi_plus,-10.951425164935635,4.0,8,256,delta,-10.693271576333684,-1.232770974903874,0.5959680813328316,3.7277652511031323,3.6246783369699904,0.001
33.7,248,0.5282258064516129,0.4637096774193548,0.008064516129032258,0.13580592941753178,0.5199727947760024,-0.14126983511493363,,,,-2.334799020786704e-10,,,dimless_chi_center,-1.6031270002121456,4.0,8,256,delta,-1.5876286198497347,-0.06557434645720894,0.07023158296032284,0.3770967516663837,0.5289393780330417,0.001
