a0,count,frac_neg,frac_pos,frac_zero,iqr,max,mean,mean_all,mean_amb_hi,mean_amb_lo,median,median_id,median_swap,metric,min,n,n_ambiguous,n_total,path,q05,q25,q75,q95,std,value
48.2,248,0.6290322580645161,0.3709677419354839,0.0,2.221057232741297,3.7936521973709043,-0.025668984432417104,,,,-0.38129584328945576,,,dimless_chi_minus,-2.744102237870723,2.0,8,256,xi,-1.686940358091617,-1.106249627826875,1.114807604914422,2.23028555196292,1.320801739279768,0.05
48.2,248,0.375,0.625,0.0,2.2220341221626865,2.7428999365193825,0.02491315689832272,,,,0.379691969331716,,,dimless_chi_plus,-3.7859882731589494,2.0,8,256,xi,-2.2384410445730265,-1.1154911101690277,1.1065430119936588,1.6862074586335936,1.31977534745396,0.05
48.2,248,0.6048387096774194,0.3951612903225806,0.0,0.0026072408640862577,0.0047512529377531365,-0.00037791376106066285,,,,-0.00042859497037550653,,,dimless_chi_center,-0.006377826417987897,2.0,8,256,xi,-0.004077746432659746,-0.0018105885106003416,0.000796652353485916,0.004071589800107978,0.002271786310414025,0.05
48.2,240,0.4375,0.5625,0.0,4.835519871235719,3.935251557549984,-0.20976182179864722,-0.20607947954102726,-0.0686843097979842,-0.4097570860554322,0.70650531074254,0.70650531074254,0.70650531074254,dimless_chi_split,-4.287347576462767,2.0,16,256,xi,-3.7556360506596995,-2.857600653679087,1.9779192175566318,3.2701110060978995,2.5356410945078105,0.1
48.2,240,0.5625,0.4375,0.0,2.4186715729083885,2.1450079477992325,0.10472317137395391,,,,-0.35287023781558124,,,dimless_chi_minus,-1.9691380380446035,2.0,16,256,xi,-1.633464041376385,-0.9884311520072522,1.4302404209011363,1.877171111479573,1.2681168535536973,0.1
48.2,240,0.4375,0.5625,0.0,2.416179290139534,1.9661135199955413,-0.10503865042469303,,,,0.353635072571463,,,dimless_chi_plus,-2.142339628756785,2.0,16,256,xi,-1.8784649389438475,-1.4273602328855532,0.9888190572539807,1.6366469646003865,1.267525511405567,0.1
48.2,240,0.55,0.45,0.0,0.0015512956608340067,0.0033490652717160785,-0.00015773952263994733,,,,-0.0001398046390961305,,,dimless_chi_center,-0.0033395726508107515,2.0,16,256,xi,-0.0021639834546220314,-0.00100263085016572,0.0005486648106682868,0.0022100366687743734,0.0013031217264138507,0.1
48.2,236,0.461864406779661,0.538135593220339,0.0,4.9760860938390366,3.6648977972922823,-0.2058144822978767,-0.26816983234560116,-0.009152960380044269,-0.45662470006830563,1.0902720824267194,0.9451467556188679,0.9451467556188679,dimless_chi_split,-3.853613290689517,2.0,20,256,xi,-3.5185024781979912,-2.7693025321702716,2.2067835616687654,2.917120805096006,2.5279966851462117,0.2
48.2,236,0.538135593220339,0.461864406779661,0.0,2.487960686576006,1.9266914131710713,0.10276073952262271,,,,-0.5457630846554803,,,dimless_chi_minus,-1.8312086533591814,2.0,20,256,xi,-1.459165731406131,-1.1039691470621036,1.3839915395139024,1.758627002366592,1.2641707058570495,0.2
48.2,236,0.461864406779661,0.538135593220339,0.0,2.4881254076277144,1.8336891440915102,-0.10305374277525367,,,,0.5445089974271902,,,dimless_chi_plus,-1.9269218776727013,2.0,20,256,xi,-1.7598754758317452,-1.3853109929697842,1.1028144146579302,1.4579550737031859,1.2638266591940288,0.2
